,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,Mx,Mz,phi,theta,is_strike,pitch_count,plate_-x,pfx_-x,spin_eff,true_spin,bauer_units,swing_miss
157,FF,2021-06-21,92.7,1.43,6.03,"Doolittle, Sean",593934,448281,,swinging_strike,5,Miguel Sano singles on a ground ball to left fielder Tyler Naquin.   Luis Arraez to 3rd.,R,L,MIN,CIN,S,,,2,1,2021,0.21,20.64,0.21,2.55,,650333.0,,0,10,Bot,,,663886,-3.562427349212208,-134.9698177402066,-6.892500944947706,3.304509653938491,26.389576110060712,-9.812860589882083,3.55,1.63,,,,92.7,2394.0,6.1,633588,54.45,,,,,,,,91,4,4-Seam Fastball,4,5,5,4,Standard,Standard,169,0.0,-0.119,,,,,1,2-1,-0.21,-2.52,,,25.825242718446603,1
158,FF,2021-06-21,93.1,1.49,6.08,"Doolittle, Sean",593934,448281,,ball,12,Miguel Sano singles on a ground ball to left fielder Tyler Naquin.   Luis Arraez to 3rd.,R,L,MIN,CIN,B,,,1,1,2021,0.09,19.200000000000003,1.19,3.77,,650333.0,,0,10,Bot,,,663886,-0.9420722003353352,-135.62797314860637,-3.6794016575309225,1.2766717790534294,27.320486009532647,-11.808498490431187,3.64,1.73,,,,93.0,2269.0,6.0,633588,54.53,,,,,,,,91,3,4-Seam Fastball,4,5,5,4,Standard,Standard,168,0.0,0.041,,,,,0,1-1,-1.19,-1.08,,,24.371643394199786,0
159,FF,2021-06-21,93.1,1.64,6.1,"Doolittle, Sean",593934,448281,,swinging_strike,3,Miguel Sano singles on a ground ball to left fielder Tyler Naquin.   Luis Arraez to 3rd.,R,L,MIN,CIN,S,,,1,0,2021,0.5,20.759999999999998,0.61,3.35,,650333.0,,0,10,Bot,,,663886,-3.694750071433953,-135.64113933947587,-5.104924866959615,6.933884227864373,27.413590285807096,-9.891874477522206,3.55,1.63,,,,92.7,2380.0,5.8,633588,54.71,,,,,,,,91,2,4-Seam Fastball,4,5,5,4,Standard,Standard,162,0.0,-0.054,,,,,1,1-0,-0.61,-6.0,,,25.56390977443609,1
160,FF,2021-06-21,92.4,1.5,6.1,"Doolittle, Sean",593934,448281,,ball,12,Miguel Sano singles on a ground ball to left fielder Tyler Naquin.   Luis Arraez to 3rd.,R,L,MIN,CIN,B,,,0,0,2021,0.19,20.759999999999998,1.28,3.05,,650333.0,,0,10,Bot,,,663886,-0.9720680364522096,-134.6680951415274,-5.758946195836861,2.5529434921093324,26.311015588643667,-10.024236538744454,3.57,1.63,,,,92.4,2274.0,6.0,633588,54.52,,,,,,,,91,1,4-Seam Fastball,4,5,5,4,Standard,Standard,168,0.0,0.054,,,,,0,0-0,-1.28,-2.2800000000000002,,,24.61038961038961,0
161,FF,2021-06-21,94.1,1.64,6.12,"Doolittle, Sean",650333,448281,double,hit_into_play,9,Luis Arraez doubles (4) on a fly ball to left fielder Tyler Naquin.   Andrelton Simmons scores.,L,L,MIN,CIN,X,7.0,fly_ball,1,2,2021,0.2,21.72,0.52,1.83,,592743.0,,0,10,Bot,68.72,70.02,663886,-3.292601938035697,-136.7842734526048,-9.377738842209048,3.1705622614484423,28.25255646725949,-7.558032129583868,3.3,1.5,349.0,97.1,27.0,93.5,2342.0,5.9,633588,54.63,0.34,0.514,1.25,1.0,1.0,1.0,5.0,90,4,4-Seam Fastball,3,5,5,4,Standard,Standard,164,0.245,1.11,,,,,1,1-2,-0.52,-2.4000000000000004,,,24.888416578108398,0
162,FF,2021-06-21,91.7,1.61,5.96,"Doolittle, Sean",650333,448281,,foul,4,Luis Arraez doubles (4) on a fly ball to left fielder Tyler Naquin.   Andrelton Simmons scores.,L,L,MIN,CIN,S,,,1,1,2021,0.2,20.759999999999998,-0.33,2.15,,592743.0,,0,10,Bot,,,663886,-5.301039460913982,-133.34237083231886,-7.426794081686351,3.557492259379935,28.11038744766533,-10.12322964523927,3.3,1.5,259.0,82.7,44.0,90.9,2296.0,5.8,633588,54.69,,,,,,,,90,3,4-Seam Fastball,3,5,5,3,Standard,Standard,166,0.0,-0.107,,,,,1,1-1,0.33,-2.4000000000000004,,,25.0381679389313,0
163,FF,2021-06-21,91.6,1.76,5.99,"Doolittle, Sean",650333,448281,,called_strike,11,Luis Arraez doubles (4) on a fly ball to left fielder Tyler Naquin.   Andrelton Simmons scores.,L,L,MIN,CIN,S,,,1,0,2021,0.35,20.4,-0.84,2.67,,592743.0,,0,10,Bot,,,663886,-7.285515374883381,-133.10354332987063,-6.162288457370083,5.617722145323694,27.054583439777915,-10.847429739697418,3.05,1.52,,,,91.3,2240.0,6.1,633588,54.45,,,,,,,,90,2,4-Seam Fastball,3,5,5,3,Standard,Standard,169,0.0,-0.054,,,,,1,1-0,0.84,-4.199999999999999,,,24.45414847161572,0
164,FF,2021-06-21,92.4,1.78,6.12,"Doolittle, Sean",650333,448281,,ball,11,Luis Arraez doubles (4) on a fly ball to left fielder Tyler Naquin.   Andrelton Simmons scores.,L,L,MIN,CIN,B,,,0,0,2021,0.3,19.44,-0.2,3.74,,592743.0,,0,10,Bot,,,663886,-5.651212173536761,-134.45197179147527,-3.7579949611221712,4.793542477481752,28.336590247830745,-11.898878937618791,2.93,1.39,,,,91.9,2252.0,5.9,633588,54.59,,,,,,,,90,1,4-Seam Fastball,3,5,5,3,Standard,Standard,166,0.0,0.054,,,,,0,0-0,0.2,-3.5999999999999996,,,24.37229437229437,0
165,FF,2021-06-20,92.8,1.56,6.13,"Doolittle, Sean",543333,448281,out,hit_into_play,1,Eric Hosmer lines out to right fielder Aristides Aquino.,L,L,SD,CIN,X,9.0,line_drive,0,0,2021,-0.05,22.44,-0.33,3.04,,502054.0,592518.0,2,7,Bot,164.94,62.69,663886,-4.698906399271396,-134.94134602861385,-6.105903664447511,0.49368067926524,31.453586979034903,-8.270355678647729,3.55,1.63,350.0,99.2,20.0,92.0,2317.0,6.0,633566,54.5,0.349,0.412,0.0,1.0,0.0,0.0,5.0,59,1,4-Seam Fastball,3,0,0,3,Strategic,Standard,162,-0.01,-0.45,,,,,1,0-0,0.33,0.6000000000000001,,,24.967672413793103,0
166,FF,2021-06-20,93.2,1.51,6.11,"Doolittle, Sean",630105,448281,strikeout,foul,5,Jake Cronenworth strikes out on a foul tip.,L,L,SD,CIN,S,2.0,,0,2,2021,0.08,20.88,-0.11,2.21,,502054.0,592518.0,1,7,Bot,,,663886,-4.30777435841169,-135.4913401407742,-8.011085177179943,1.965334975860299,29.682566191504893,-9.175634535420008,3.37,1.53,,,,92.6,2280.0,6.0,633566,54.51,,,0.0,1.0,0.0,0.0,,58,3,4-Seam Fastball,3,0,0,3,Strategic,Standard,171,-0.009,-0.303,,,,,1,0-2,0.11,-0.96,,,24.46351931330472,0
167,FF,2021-06-20,93.1,1.4,6.09,"Doolittle, Sean",630105,448281,,called_strike,7,Jake Cronenworth strikes out on a foul tip.,L,L,SD,CIN,S,,,0,1,2021,-0.19,21.48,-0.35,1.58,,502054.0,592518.0,1,7,Bot,,,663886,-4.061569822760835,-135.26475827894114,-9.683586178055254,-1.4716453253337876,29.04910368452831,-8.320486202976564,3.51,1.63,,,,92.6,2267.0,6.1,633566,54.44,,,,,,,,58,2,4-Seam Fastball,3,0,0,3,Strategic,Standard,165,0.0,-0.111,,,,,1,0-1,0.35,2.2800000000000002,,,24.35016111707841,0
168,FF,2021-06-20,92.3,1.57,6.14,"Doolittle, Sean",630105,448281,,called_strike,3,Jake Cronenworth strikes out on a foul tip.,L,L,SD,CIN,S,,,0,0,2021,0.04,21.12,0.57,3.13,,502054.0,592518.0,1,7,Bot,,,663886,-2.6158333884099405,-134.36741248945472,-5.656776061626601,1.008223701190102,28.94888056485872,-9.791563284088896,3.39,1.62,,,,91.8,2238.0,5.9,633566,54.57,,,,,,,,58,1,4-Seam Fastball,3,0,0,3,Standard,Standard,163,0.0,-0.072,,,,,1,0-0,-0.57,-0.48,,,24.247020585048755,0
169,FF,2021-06-20,92.2,1.61,6.08,"Doolittle, Sean",663757,448281,out,hit_into_play,3,Trent Grisham pops out to shortstop Kyle Farmer.,L,L,SD,CIN,X,6.0,popup,1,0,2021,0.07,21.36,0.41,2.86,,502054.0,,0,7,Bot,124.77,151.34,663886,-3.188026555911654,-134.19196026369323,-6.181443856477466,1.508594188009709,29.464558647501583,-9.597568627606533,3.32,1.51,126.0,84.8,65.0,91.8,2244.0,6.1,633566,54.44,0.0,0.0,0.0,1.0,0.0,0.0,3.0,56,2,4-Seam Fastball,3,0,0,3,Infield shift,Standard,168,-0.01,-0.437,,,,,1,1-0,-0.41,-0.8400000000000001,,,24.338394793926245,0
170,FF,2021-06-20,92.8,1.42,6.12,"Doolittle, Sean",663757,448281,,ball,13,Trent Grisham pops out to shortstop Kyle Farmer.,L,L,SD,CIN,B,,,0,0,2021,-0.1,22.080000000000002,-0.23,1.42,,502054.0,,0,7,Bot,,,663886,-3.954595999313325,-134.71857033677713,-10.170310865875509,-0.4015393191216788,29.24036956732161,-7.752364240254821,3.79,1.75,,,,92.2,2240.0,6.1,633566,54.42,,,,,,,,56,1,4-Seam Fastball,3,0,0,3,Infield shift,Standard,164,0.0,0.054,,,,,0,0-0,0.23,1.2000000000000002,,,24.137931034482758,0
171,FF,2021-06-20,93.3,1.51,6.09,"Doolittle, Sean",502054,448281,double,hit_into_play,11,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,X,7.0,line_drive,2,2,2021,0.13,19.200000000000003,-0.49,3.53,,,,0,7,Bot,62.39,100.08,663886,-5.383457191208537,-135.76417323953683,-4.283213363782972,2.8083248576335738,31.176798926167415,-11.68931818305174,3.41,1.56,291.0,104.9,17.0,92.4,2290.0,5.8,633566,54.67,0.574,0.689,1.25,1.0,1.0,1.0,5.0,55,7,4-Seam Fastball,3,0,0,3,Standard,Standard,168,0.015,0.664,,,,,1,2-2,0.49,-1.56,,,24.54448017148982,0
172,FF,2021-06-20,92.7,1.47,6.07,"Doolittle, Sean",502054,448281,,foul,2,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,S,,,2,2,2021,0.33,21.36,0.1,3.07,,,,0,7,Bot,,,663886,-4.209154313595948,-134.92996308599663,-5.73600371068909,4.946697156629131,29.062567154667924,-9.407352851815675,3.41,1.56,224.0,75.5,26.0,92.2,2275.0,5.9,633566,54.57,,,,,,,,55,6,4-Seam Fastball,3,0,0,3,Standard,Standard,168,0.0,0.0,,,,,1,2-2,-0.1,-3.96,,,24.54153182308522,0
173,FF,2021-06-20,92.7,1.48,6.11,"Doolittle, Sean",502054,448281,,ball,12,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,B,,,1,2,2021,0.17,21.36,0.58,3.69,,,,0,7,Bot,,,663886,-2.6693861112321158,-134.97546251201896,-4.234531698494793,2.6900161112325605,30.926332507418223,-9.739252277945274,3.41,1.58,,,,92.0,2316.0,6.0,633566,54.53,,,,,,,,55,5,4-Seam Fastball,3,0,0,3,Standard,Standard,170,0.0,0.043,,,,,0,1-2,-0.58,-2.04,,,24.983818770226538,0
174,CU,2021-06-20,78.3,2.21,5.92,"Doolittle, Sean",502054,448281,,ball,12,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,B,,,0,2,2021,-0.76,-0.72,1.0,3.84,,,,0,7,Bot,,,663886,-1.2067821457741978,-114.00461313385324,2.392456425110817,-6.439176877591937,19.45523749771244,-33.31779838264007,3.41,1.5,,,,78.0,2342.0,5.9,633566,54.65,,,,,,,,55,4,Curveball,3,0,0,3,Standard,Standard,274,0.0,0.022,,,,,0,0-2,-1.0,9.120000000000001,,,29.91060025542784,0
175,FF,2021-06-20,92.4,1.71,6.11,"Doolittle, Sean",502054,448281,,foul,4,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,S,,,0,2,2021,0.37,21.96,-0.65,2.71,,,,0,7,Bot,,,663886,-6.7437897791484405,-134.18028280434115,-6.732103584859311,5.927728252754211,30.53203309392394,-8.84420299189539,3.41,1.56,217.0,72.8,26.0,91.4,2211.0,5.9,633566,54.55,,,,,,,,55,3,4-Seam Fastball,3,0,0,3,Standard,Standard,171,0.0,0.0,,,,,1,0-2,0.65,-4.4399999999999995,,,23.928571428571427,0
176,FF,2021-06-20,92.2,1.56,6.11,"Doolittle, Sean",502054,448281,,foul,8,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,S,,,0,1,2021,0.37,20.16,0.24,1.91,,,,0,7,Bot,,,663886,-4.141389104187503,-134.06691296121116,-8.455505335601229,5.370042261534449,27.869634884257582,-10.336961413010547,3.41,1.56,74.0,69.3,6.0,91.7,2214.0,6.0,633566,54.53,,,,,,,,55,2,4-Seam Fastball,3,0,0,3,Standard,Standard,169,0.0,-0.052,,,,,1,0-1,-0.24,-4.4399999999999995,,,24.01301518438178,0
177,FF,2021-06-20,92.1,1.64,6.11,"Doolittle, Sean",502054,448281,,called_strike,4,Tommy Pham doubles (8) on a sharp line drive to left fielder Jesse Winker.,R,L,SD,CIN,S,,,0,0,2021,0.15,21.6,-0.49,2.44,,,,0,7,Bot,,,663886,-5.692461230847994,-133.87590972673553,-7.354031982567781,3.0076541953838323,28.632473211661257,-9.091661987444368,3.41,1.52,,,,91.6,2260.0,6.0,633566,54.46,,,,,,,,55,1,4-Seam Fastball,3,0,0,3,Standard,Standard,167,0.0,-0.038,,,,,1,0-0,0.49,-1.7999999999999998,,,24.5385450597177,0
178,FF,2021-06-18,92.5,1.37,5.98,"Doolittle, Sean",605170,448281,out,hit_into_play,3,Victor Caratini flies out to center fielder Tyler Naquin.,R,L,SD,CIN,X,8.0,fly_ball,0,2,2021,0.36,21.0,0.56,3.19,,630105.0,,2,7,Bot,146.71,76.91,571466,-2.842921769326757,-134.59896725661503,-5.068059009471156,5.009825973654928,30.89919117318521,-10.008921527406562,3.41,1.56,308.0,96.4,46.0,91.9,2237.0,6.0,633596,54.46,0.006,0.005,0.0,1.0,0.0,0.0,3.0,64,6,4-Seam Fastball,6,2,2,6,Standard,Standard,165,-0.004,-0.187,,,,,1,0-2,-0.56,-4.32,,,24.183783783783785,0
179,FF,2021-06-18,92.6,1.37,5.99,"Doolittle, Sean",605170,448281,,foul,11,Victor Caratini flies out to center fielder Tyler Naquin.,R,L,SD,CIN,S,,,0,2,2021,0.06,22.200000000000003,-0.08,3.66,,630105.0,,2,7,Bot,,,571466,-3.813199084707762,-134.7319808681813,-4.142609031108921,1.6339136412102755,30.942164264261542,-9.043035159504354,3.41,1.56,,,,91.9,2341.0,6.0,633596,54.49,,,,,,,,64,5,4-Seam Fastball,6,2,2,6,Standard,Standard,166,0.0,0.0,,,,,1,0-2,0.08,-0.72,,,25.28077753779698,0
180,FF,2021-06-18,92.5,1.38,6.02,"Doolittle, Sean",605170,448281,,foul,2,Victor Caratini flies out to center fielder Tyler Naquin.,R,L,SD,CIN,S,,,0,2,2021,0.3,20.759999999999998,0.08,3.01,,630105.0,,2,7,Bot,,,571466,-3.969822148638894,-134.51674030501138,-5.562749661306779,4.577945591727174,30.501998123293177,-10.222335701144749,3.41,1.56,228.0,74.8,55.0,91.8,2214.0,6.0,633596,54.51,,,,,,,,64,4,4-Seam Fastball,6,2,2,6,Standard,Standard,170,0.0,0.0,,,,,1,0-2,-0.08,-3.5999999999999996,,,23.935135135135134,0
181,FF,2021-06-18,92.8,1.42,6.02,"Doolittle, Sean",605170,448281,,foul,6,Victor Caratini flies out to center fielder Tyler Naquin.,R,L,SD,CIN,S,,,0,2,2021,0.24,21.72,0.34,2.45,,630105.0,,2,7,Bot,,,571466,-3.268846691082328,-134.89391165844592,-7.239676330686021,3.688740910411201,30.63452148980101,-8.675062828244236,3.41,1.56,175.0,77.8,63.0,92.1,2251.0,6.0,633596,54.47,,,,,,,,64,3,4-Seam Fastball,6,2,2,6,Standard,Standard,163,0.0,0.0,,,,,1,0-2,-0.34,-2.88,,,24.25646551724138,0
182,FF,2021-06-18,90.5,1.27,6.0,"Doolittle, Sean",605170,448281,,called_strike,6,Victor Caratini flies out to center fielder Tyler Naquin.,R,L,SD,CIN,S,,,0,1,2021,0.24,21.12,0.51,2.51,,630105.0,,2,7,Bot,,,571466,-2.402194148430856,-131.6585210166814,-6.4787933675174925,3.3091208221754336,28.498737685882205,-10.519441911687853,3.31,1.56,,,,90.0,2207.0,6.0,633596,54.46,,,,,,,,64,2,4-Seam Fastball,6,2,2,6,Standard,Standard,166,0.0,-0.086,,,,,1,0-1,-0.51,-2.88,,,24.386740331491712,0
183,FF,2021-06-18,93.5,1.47,6.05,"Doolittle, Sean",605170,448281,,foul,1,Victor Caratini flies out to center fielder Tyler Naquin.,R,L,SD,CIN,S,,,0,0,2021,0.37,19.56,-0.53,3.26,,630105.0,,2,7,Bot,,,571466,-5.937209034401112,-135.9520057270855,-5.011741865320137,5.854760102059248,29.593284115229803,-11.035755227873432,3.41,1.56,176.0,72.2,19.0,93.0,2263.0,6.0,633596,54.48,,,,,,,,64,1,4-Seam Fastball,6,2,2,6,Standard,Standard,167,0.0,-0.045,,,,,1,0-0,0.53,-4.4399999999999995,,,24.203208556149733,0
184,FF,2021-06-18,92.6,1.57,5.83,"Doolittle, Sean",630105,448281,double,hit_into_play,4,Jake Cronenworth doubles (15) on a sharp fly ball to left fielder Jesse Winker.   Manny Machado scores.,L,L,SD,CIN,X,7.0,fly_ball,2,0,2021,0.25,19.44,-0.45,2.66,,592518.0,,2,7,Bot,59.19,68.67,571466,-5.677227887761078,-134.6152405026495,-5.792967563482684,4.318410411216804,30.200927345655725,-11.370431419767394,3.37,1.53,362.0,101.2,23.0,91.9,2244.0,6.0,633596,54.49,0.571,0.82,1.25,1.0,1.0,1.0,6.0,63,3,4-Seam Fastball,5,2,2,6,Strategic,Standard,158,0.029,0.938,,,,,1,2-0,0.45,-3.0,,,24.233261339092873,0
185,FF,2021-06-18,92.5,1.36,5.97,"Doolittle, Sean",630105,448281,,ball,11,Jake Cronenworth doubles (15) on a sharp fly ball to left fielder Jesse Winker.   Manny Machado scores.,L,L,SD,CIN,B,,,1,0,2021,0.5,18.36,-0.29,3.56,,592518.0,,2,7,Bot,,,571466,-5.291830532350055,-134.63220849915976,-3.633980878259479,7.305053769744453,30.539900394051024,-12.981540080832607,3.34,1.53,,,,92.1,2227.0,6.1,633596,54.38,,,,,,,,63,2,4-Seam Fastball,5,2,2,5,Strategic,Standard,166,0.0,0.039,,,,,0,1-0,0.29,-6.0,,,24.075675675675676,0
186,FF,2021-06-18,93.6,1.41,6.04,"Doolittle, Sean",630105,448281,,ball,11,Jake Cronenworth doubles (15) on a sharp fly ball to left fielder Jesse Winker.   Manny Machado scores.,L,L,SD,CIN,B,,,0,0,2021,0.25,21.48,-0.28,4.4,,592518.0,,2,7,Bot,,,571466,-4.880914926842716,-136.2331971200465,-2.428746624542442,4.162795382587097,30.5841861006964,-9.531356253902022,3.36,1.53,,,,93.2,2241.0,6.1,633596,54.42,,,,,,,,63,1,4-Seam Fastball,5,2,2,5,Strategic,Standard,165,0.0,0.025,,,,,0,0-0,0.28,-3.0,,,23.942307692307693,0
187,FF,2021-06-18,94.4,1.38,5.96,"Doolittle, Sean",571976,448281,out,hit_into_play,4,Wil Myers pops out to third baseman Eugenio Suarez.,R,L,SD,CIN,X,5.0,popup,3,2,2021,0.25,22.56,-0.54,2.58,,592518.0,,1,7,Bot,122.35,174.31,571466,-5.539600547154734,-137.2238489343284,-7.231374615680619,4.4097671582078695,31.13685034441541,-7.058283163433933,3.49,1.6,70.0,88.7,74.0,93.8,2310.0,6.0,633596,54.46,0.011,0.013,0.0,1.0,0.0,0.0,3.0,62,6,4-Seam Fastball,5,2,2,5,Standard,Standard,163,-0.008,-0.353,,,,,1,3-2,0.54,-3.0,,,24.470338983050848,0
188,FF,2021-06-18,93.7,1.33,6.04,"Doolittle, Sean",571976,448281,,ball,12,Wil Myers pops out to third baseman Eugenio Suarez.,R,L,SD,CIN,B,,,2,2,2021,0.27,22.32,1.33,3.1,,592518.0,,1,7,Bot,,,571466,-0.5936506229130692,-136.38961894778677,-5.881171837860447,3.473353473904069,32.6920910257723,-7.949002012108713,3.31,1.6,,,,92.9,2305.0,6.0,633596,54.49,,,,,,,,62,5,4-Seam Fastball,5,2,2,5,Standard,Standard,164,0.0,0.064,,,,,0,2-2,-1.33,-3.24,,,24.599786552828174,0
189,FF,2021-06-18,94.1,1.42,6.03,"Doolittle, Sean",571976,448281,,ball,12,Wil Myers pops out to third baseman Eugenio Suarez.,R,L,SD,CIN,B,,,1,2,2021,0.19,22.32,0.11,4.2,,592518.0,,1,7,Bot,,,571466,-3.789474471484946,-136.9644254025925,-3.1551659971110864,3.1873465354602875,30.800934583723212,-8.257287737763424,3.28,1.6,,,,93.5,2231.0,6.0,633596,54.52,,,,,,,,62,4,4-Seam Fastball,5,2,2,5,Standard,Standard,166,0.0,0.046,,,,,0,1-2,-0.11,-2.2800000000000002,,,23.70882040382572,0
190,FF,2021-06-18,92.7,1.45,6.04,"Doolittle, Sean",571976,448281,,foul,2,Wil Myers pops out to third baseman Eugenio Suarez.,R,L,SD,CIN,S,,,1,1,2021,0.21,20.28,-0.05,3.5,,592518.0,,1,7,Bot,,,571466,-4.287085409921179,-134.8854802584109,-4.347618863149973,3.519885386736918,29.365241442799,-10.859308965264349,3.49,1.6,149.0,75.1,66.0,92.1,2256.0,5.9,633596,54.59,,,,,,,,62,3,4-Seam Fastball,5,2,2,5,Standard,Standard,167,0.0,-0.073,,,,,1,1-1,0.05,-2.52,,,24.336569579288025,0
191,FF,2021-06-18,93.2,1.55,6.0,"Doolittle, Sean",571976,448281,,called_strike,7,Wil Myers pops out to third baseman Eugenio Suarez.,R,L,SD,CIN,S,,,1,0,2021,0.29,21.48,-0.7,1.57,,592518.0,,1,7,Bot,,,571466,-6.354172869230405,-135.28714951365922,-9.462802748090198,4.889586714376495,28.807573873508304,-8.306979720796994,3.1,1.6,,,,92.6,2324.0,6.0,633596,54.49,,,,,,,,62,2,4-Seam Fastball,5,2,2,5,Standard,Standard,165,0.0,-0.045,,,,,1,1-0,0.7,-3.4799999999999995,,,24.935622317596565,0
192,FF,2021-06-18,93.5,1.25,6.1,"Doolittle, Sean",571976,448281,,ball,11,Wil Myers pops out to third baseman Eugenio Suarez.,R,L,SD,CIN,B,,,0,0,2021,0.26,21.36,-1.47,2.72,,592518.0,,1,7,Bot,,,571466,-7.519008699868311,-135.87226269296994,-6.860272170965693,4.824772998205323,29.35766117763717,-8.785125650229956,3.12,1.6,,,,93.0,2275.0,6.0,633596,54.45,,,,,,,,62,1,4-Seam Fastball,5,2,2,5,Standard,Standard,167,0.0,0.032,,,,,0,0-0,1.47,-3.12,,,24.331550802139038,0
193,FF,2021-06-18,92.7,1.36,5.94,"Doolittle, Sean",543333,448281,out,hit_into_play,8,"Eric Hosmer grounds out, second baseman Jonathan India to first baseman Joey Votto.   Manny Machado to 2nd.",L,L,SD,CIN,X,4.0,ground_ball,1,1,2021,0.34,19.919999999999998,-0.11,1.64,,,592518.0,0,7,Bot,157.73,151.12,571466,-4.465933410684015,-134.63261663774503,-8.715143860486332,5.179336650378391,31.012219112626077,-10.329188127059489,3.55,1.63,4.0,86.6,-24.0,92.0,2288.0,6.1,633596,54.41,0.117,0.121,0.0,1.0,0.0,0.0,2.0,61,3,4-Seam Fastball,5,2,2,5,Standard,Standard,165,-0.003,-0.479,,,,,1,1-1,0.11,-4.08,,,24.681769147788565,0
194,FF,2021-06-18,92.9,1.41,6.1,"Doolittle, Sean",543333,448281,,ball,11,"Eric Hosmer grounds out, second baseman Jonathan India to first baseman Joey Votto.   Manny Machado to 2nd.",L,L,SD,CIN,B,,,0,1,2021,0.01,19.080000000000002,-0.9,4.65,,,592518.0,0,7,Bot,,,571466,-5.86744816679392,-135.17254875130337,-1.360640530560256,1.407948412615247,30.79210547407172,-12.681999330417252,3.74,1.63,,,,92.0,2200.0,5.9,633596,54.62,,,,,,,,61,2,4-Seam Fastball,5,2,2,5,Standard,Standard,169,0.0,0.039,,,,,0,0-1,0.9,-0.12,,,23.681377825618945,0
195,FF,2021-06-18,93.7,1.5,6.06,"Doolittle, Sean",543333,448281,,swinging_strike,11,"Eric Hosmer grounds out, second baseman Jonathan India to first baseman Joey Votto.   Manny Machado to 2nd.",L,L,SD,CIN,S,,,0,0,2021,0.16,18.36,-0.08,4.07,,,592518.0,0,7,Bot,,,571466,-4.416084489337493,-136.34705382592995,-2.7489122021530257,2.945774885982412,31.2354622546762,-12.743645700429118,3.55,1.63,,,,93.0,2242.0,6.0,633596,54.53,,,,,,,,61,1,4-Seam Fastball,5,2,2,5,Standard,Standard,167,0.0,-0.057,,,,,1,0-0,0.08,-1.92,,,23.927427961579507,1
196,FF,2021-06-18,92.6,1.26,6.0,"Doolittle, Sean",592518,448281,single,hit_into_play,9,Manny Machado singles on a line drive to right fielder Nick Castellanos.,R,L,SD,CIN,X,9.0,line_drive,1,2,2021,0.3,21.240000000000002,0.64,2.05,,,,0,7,Bot,179.48,99.58,571466,-2.2385406336169957,-134.7002565909924,-8.081241626972215,4.159161634436418,30.172841457864635,-9.124974361382316,3.49,1.6,198.0,96.4,9.0,92.2,2301.0,6.1,633596,54.38,0.674,0.623,0.9,1.0,1.0,0.0,4.0,60,4,4-Seam Fastball,5,2,2,5,Standard,Standard,169,0.008,0.471,,,,,1,1-2,-0.64,-3.5999999999999996,,,24.8488120950324,0
197,FF,2021-06-18,92.2,1.43,5.97,"Doolittle, Sean",592518,448281,,called_strike,8,Manny Machado singles on a line drive to right fielder Nick Castellanos.,R,L,SD,CIN,S,,,1,1,2021,0.32,21.48,0.06,2.02,,,,0,7,Bot,,,571466,-4.159951061891322,-133.88812034608978,-7.997361851728318,4.827196543417911,31.732238477302182,-9.095626141572293,3.67,1.6,,,,91.2,2213.0,6.0,633596,54.45,,,,,,,,60,3,4-Seam Fastball,5,2,2,5,Standard,Standard,166,0.0,-0.057,,,,,1,1-1,-0.06,-3.84,,,24.002169197396963,0
198,FF,2021-06-18,91.9,1.59,5.95,"Doolittle, Sean",592518,448281,,swinging_strike,5,Manny Machado singles on a line drive to right fielder Nick Castellanos.,R,L,SD,CIN,S,,,1,0,2021,0.48,21.84,0.03,2.62,,,,0,7,Bot,,,571466,-4.97283019405359,-133.50240796116577,-6.450687478504882,6.872083595455932,31.44750905553171,-9.239859090864186,3.49,1.6,,,,91.1,2260.0,6.1,633596,54.41,,,,,,,,60,2,4-Seam Fastball,5,2,2,5,Standard,Standard,164,0.0,-0.049,,,,,1,1-0,-0.03,-5.76,,,24.59194776931447,1
