,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,is_strike,pitch_count,plate_-x,pfx_-x,swing_miss
20,SI,2019-06-22,99.4,-2.32,6.49,"Hicks, Jordan",457708,663855,,ball,12.0,Justin Upton homers (3) on a fly ball to right field.,R,R,R,STL,LAA,B,,,0,1,2019,-1.04,10.56,0.6,4.04,,,,2,8,Top,,,425877,10.2811477870295,-144.434879030904,-3.36677269054992,-16.5121002303346,29.0941065110044,-19.4489801307862,3.42,1.67,,,,98.9,1982.0,5.8,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.7,,,,,,,,58,2,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,230.0,0.0,0.012,0,0-1,-0.6,12.48,0
21,SI,2019-06-22,99.4,-2.33,6.51,"Hicks, Jordan",457708,663855,,called_strike,6.0,Justin Upton homers (3) on a fly ball to right field.,R,R,R,STL,LAA,S,,,0,0,2019,-1.28,10.56,0.3,2.29,,,,2,8,Top,,,425877,10.0593960513987,-144.333003853463,-8.17601224349958,-19.8144817399131,29.4113846174495,-18.3903450081278,3.37,1.67,,,,99.2,1976.0,6.0,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.5,,,,,,,,58,1,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,235.0,0.0,-0.019,1,0-0,-0.3,15.36,0
22,SL,2019-06-22,84.4,-2.64,6.28,"Hicks, Jordan",545361,663855,strikeout,called_strike,6.0,Mike Trout called out on strikes.,R,R,R,STL,LAA,S,2.0,,3,2,2019,1.15,-3.96,0.64,2.6,,,,1,8,Top,,,425877,5.35991402450171,-122.807807100627,-1.59311612234632,10.4594567868215,22.3489804171804,-35.3617047636455,3.36,1.66,,,,83.9,2583.0,5.8,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.72,,,0.0,1.0,0.0,0.0,,57,6,Slider,4,1,1,4,1,4,1,4,Infield shift,Standard,74.0,0.013,-0.231,1,3-2,-0.64,-13.799999999999999,0
23,SI,2019-06-22,101.4,-2.15,6.55,"Hicks, Jordan",545361,663855,,ball,12.0,Mike Trout called out on strikes.,R,R,R,STL,LAA,B,,,2,2,2019,-1.32,12.36,0.85,4.33,,,,1,8,Top,,,425877,11.368782169227,-147.215083224762,-3.28755321556537,-21.525501411509,34.098611534343,-16.9221749939759,3.37,1.66,,,,100.5,2007.0,5.9,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.61,,,,,,,,57,5,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard,232.0,0.0,0.075,0,2-2,-0.85,15.84,0
24,SL,2019-06-22,85.5,-2.51,6.36,"Hicks, Jordan",545361,663855,,ball,14.0,Mike Trout called out on strikes.,R,R,R,STL,LAA,B,,,1,2,2019,0.92,-4.32,1.88,1.42,,,,1,8,Top,,,425877,8.43829682539998,-124.214463322724,-4.61774769016588,7.7704463038459,23.6726070919553,-35.1740152696942,3.38,1.66,,,,84.8,2545.0,5.8,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.69,,,,,,,,57,4,Slider,4,1,1,4,1,4,1,4,Infield shift,Standard,69.0,0.0,0.031,0,1-2,-1.88,-11.040000000000001,0
25,SL,2019-06-22,82.4,-2.79,6.28,"Hicks, Jordan",545361,663855,,called_strike,13.0,Mike Trout called out on strikes.,R,R,R,STL,LAA,S,,,1,1,2019,0.84,-7.5600000000000005,-0.91,2.0,,,,1,8,Top,,,425877,2.65074902306177,-119.934274383112,-2.00256924919791,7.37487190891308,23.0462680574175,-37.9690300806756,3.41,1.62,,,,81.3,2570.0,5.5,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.98,,,,,,,,57,3,Slider,4,1,1,4,1,4,1,4,Infield shift,Standard,53.0,0.0,-0.044,1,1-1,0.91,-10.08,0
26,SI,2019-06-22,99.3,-2.47,6.38,"Hicks, Jordan",545361,663855,,called_strike,2.0,Mike Trout called out on strikes.,R,R,R,STL,LAA,S,,,1,0,2019,-1.36,8.399999999999999,0.09,3.52,,,,1,8,Top,,,425877,10.0360291634317,-144.295594803854,-4.03276843590969,-20.9064053015381,29.8764869238126,-21.8340846045728,3.46,1.66,,,,98.9,1947.0,5.9,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.58,,,,,,,,57,2,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard,243.0,0.0,-0.037,1,1-0,-0.09,16.32,0
27,SI,2019-06-22,98.0,-2.39,6.4,"Hicks, Jordan",545361,663855,,ball,11.0,Mike Trout called out on strikes.,R,R,R,STL,LAA,B,,,0,0,2019,-1.17,8.879999999999999,-1.13,3.6,,,,1,8,Top,,,425877,6.05402749690993,-142.635896370988,-3.84595120853896,-17.1769532932289,27.2224389168563,-21.5025191221533,3.51,1.66,,,,98.3,1812.0,6.1,566606,663855,425877,502671,543939,572761,657557,542303,664056,451594,54.44,,,,,,,,57,1,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard,238.0,0.0,0.028,0,0-0,1.13,14.04,0
28,SI,2019-06-20,101.3,-2.31,6.41,"Hicks, Jordan",623912,663855,out,hit_into_play,4.0,"Harold Ramirez grounds out, third baseman Matt Carpenter to first baseman Paul Goldschmidt.",R,R,R,STL,MIA,X,5.0,ground_ball,0,1,2019,-1.25,9.72,-0.51,2.14,,,,2,9,Top,114.56,164.41,425877,8.04591666048878,-147.296087752451,-8.64019107926283,-20.1210546860454,30.8997914824267,-18.6136033423039,3.04,1.37,,82.9,-21.0,101.9,2145.0,6.4,566604,663855,425877,502671,669242,572761,657557,542303,664056,500874,54.12,0.073,0.066,0.0,1.0,0.0,0.0,2.0,77,2,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,237.0,0.032,-0.096,1,0-1,0.51,15.0,0
29,SI,2019-06-20,101.3,-2.35,6.5,"Hicks, Jordan",623912,663855,,called_strike,4.0,"Harold Ramirez grounds out, third baseman Matt Carpenter to first baseman Paul Goldschmidt.",R,R,R,STL,MIA,S,,,0,0,2019,-1.21,9.0,-0.6,1.9,,,,2,9,Top,,,425877,7.72323158726133,-147.1364509176,-9.34225925599555,-19.2695079690465,30.5969243587512,-19.4164278840938,2.86,1.37,,,,101.5,2169.0,6.2,566604,663855,425877,502671,669242,572761,657557,542303,664056,500874,54.28,,,,,,,,77,1,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,238.0,0.0,-0.019,1,0-0,0.6,14.52,0
