,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,is_strike,pitch_count,plate_-x,pfx_-x,bauer_units,swing_miss
164,FF,2021-09-10,96.4,-2.87,4.79,"Kimbrel, Craig",593428,518886,,ball,12.0,Xander Bogaerts walks.,R,R,R,CWS,BOS,B,,,2,2,2021,-0.89,15.48,1.25,2.86,,,,1,8,Top,,,518735,13.025549633801363,-139.86516816589457,-2.5161792560268794,-14.456566823470627,28.48183817051109,-14.76147482153874,3.55,1.59,,,,97.2,2412.0,6.7,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,53.84,,,,,,,,65,5,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,224.0,0.0,0.07,0,2-2,-1.25,10.68,25.020746887966805,0
165,FF,2021-09-10,96.1,-2.97,4.82,"Kimbrel, Craig",593428,518886,,ball,12.0,Xander Bogaerts walks.,R,R,R,CWS,BOS,B,,,1,2,2021,-0.78,15.48,1.36,2.78,,,,1,8,Top,,,518735,13.237984215733142,-139.4306382628698,-2.778440623247304,-12.963745569895428,28.246911094243696,-14.764267373475214,3.59,1.6,,,,96.5,2381.0,6.5,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.05,,,,,,,,65,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,224.0,0.0,0.028,0,1-2,-1.36,9.36,24.77627471383975,0
166,KC,2021-09-10,86.5,-2.76,4.96,"Kimbrel, Craig",593428,518886,,ball,14.0,Xander Bogaerts walks.,R,R,R,CWS,BOS,B,,,0,2,2021,1.12,-6.720000000000001,2.48,-0.36,,,,1,8,Top,,,518735,10.254879428967866,-125.53281977298008,-5.30437773350327,9.73117759419896,25.270088539951416,-37.2049209827031,3.54,1.64,,,,86.6,2602.0,6.5,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.0,,,,,,,,65,3,Knuckle Curve,4,3,3,4,3,4,3,4,Standard,Standard,43.0,0.0,0.013,0,0-2,-2.48,-13.440000000000001,30.08092485549133,0
167,KC,2021-09-10,86.4,-2.85,5.05,"Kimbrel, Craig",593428,518886,,swinging_strike,14.0,Xander Bogaerts walks.,R,R,R,CWS,BOS,S,,,0,1,2021,1.11,-7.4399999999999995,1.37,0.47,,,,1,8,Top,,,518735,7.8153188692982045,-125.7050351890629,-3.471428618145209,10.395608337051147,23.03281394929056,-38.37485611206402,3.47,1.59,,,,87.0,2666.0,6.5,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.02,,,,,,,,65,2,Knuckle Curve,4,3,3,4,3,4,3,4,Standard,Standard,48.0,0.0,-0.035,1,0-1,-1.37,-13.32,30.85648148148148,1
168,FF,2021-09-10,96.3,-3.06,4.82,"Kimbrel, Craig",593428,518886,,called_strike,6.0,Xander Bogaerts walks.,R,R,R,CWS,BOS,S,,,0,0,2021,-0.74,13.080000000000002,0.3,2.41,,,,1,8,Top,,,518735,10.666975570052635,-139.84121855626552,-3.2852576229249792,-12.100844616451916,31.660879526649413,-17.284221916432976,3.59,1.66,,,,96.7,2301.0,6.7,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,53.84,,,,,,,,65,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,224.0,0.0,-0.027,1,0-0,-0.3,8.879999999999999,23.894080996884735,0
169,FF,2021-09-10,97.5,-2.64,4.88,"Kimbrel, Craig",592669,518886,strikeout,called_strike,9.0,Hunter Renfroe called out on strikes.,R,R,R,CWS,BOS,S,2.0,,3,2,2021,-0.86,15.48,0.53,1.48,,,,0,8,Top,,,518735,10.49872220495492,-141.52256560714818,-6.614337050275144,-13.89878226754108,32.43034378372548,-13.424337069676673,3.31,1.56,,,,97.7,2309.0,6.5,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,53.96,,,0.0,1.0,0.0,0.0,,64,6,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,225.0,0.054,-0.317,1,3-2,-0.53,10.32,23.682051282051283,0
170,FF,2021-09-10,95.7,-3.05,4.68,"Kimbrel, Craig",592669,518886,,called_strike,5.0,Hunter Renfroe called out on strikes.,R,R,R,CWS,BOS,S,,,3,1,2021,-1.12,15.96,0.27,2.67,,,,0,8,Top,,,518735,11.294480616735456,-138.85468534717074,-2.6229664948559366,-17.17606153876983,33.126714042192155,-14.595413143432562,3.48,1.62,,,,95.4,2302.0,6.4,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.08,,,,,,,,64,5,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,227.0,0.0,-0.077,1,3-1,-0.27,13.440000000000001,24.05433646812957,0
171,FF,2021-09-10,96.6,-2.85,4.94,"Kimbrel, Craig",592669,518886,,ball,12.0,Hunter Renfroe called out on strikes.,R,R,R,CWS,BOS,B,,,2,1,2021,-0.86,17.16,1.36,3.06,,,,0,8,Top,,,518735,13.152083802711864,-140.068347280377,-2.662719731695727,-14.32009906777019,32.37464639538494,-12.88012822173892,3.45,1.63,,,,96.4,2317.0,6.4,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.08,,,,,,,,64,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,224.0,0.0,0.113,0,2-1,-1.36,10.32,23.985507246376812,0
172,FF,2021-09-10,96.3,-2.96,4.85,"Kimbrel, Craig",592669,518886,,ball,12.0,Hunter Renfroe called out on strikes.,R,R,R,CWS,BOS,B,,,1,1,2021,-0.82,15.48,0.62,3.71,,,,0,8,Top,,,518735,11.378677702698656,-139.8909235313486,-0.3765987025041025,-13.256645347040688,29.47722141177349,-15.242501298812812,3.44,1.62,,,,96.7,2361.0,6.5,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.04,,,,,,,,64,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,223.0,0.0,0.052,0,1-1,-0.62,9.84,24.517133956386292,0
173,KC,2021-09-10,86.0,-2.74,5.04,"Kimbrel, Craig",592669,518886,,ball,14.0,Hunter Renfroe called out on strikes.,R,R,R,CWS,BOS,B,,,0,1,2021,1.02,-8.879999999999999,1.57,0.68,,,,0,8,Top,,,518735,8.140466643740442,-125.07328093454991,-2.5729820107159025,9.055756298147566,25.6117201676187,-39.62784720675928,3.29,1.55,,,,86.0,2654.0,6.3,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.17,,,,,,,,64,2,Knuckle Curve,4,3,3,4,3,4,3,4,Infield shift,Standard,48.0,0.0,0.027,0,0-1,-1.57,-12.24,30.86046511627907,0
174,KC,2021-09-10,86.3,-2.96,4.97,"Kimbrel, Craig",592669,518886,,swinging_strike,14.0,Hunter Renfroe called out on strikes.,R,R,R,CWS,BOS,S,,,0,0,2021,0.92,-7.800000000000001,1.13,1.09,,,,0,8,Top,,,518735,7.871339403142569,-125.4215037466562,-1.6486836742938271,8.052446320948746,26.146385313072035,-38.89254378934056,3.41,1.56,,,,86.4,2634.0,6.5,632559,518886,518735,547989,514917,660162,544725,571740,673357,571718,54.02,,,,,,,,64,1,Knuckle Curve,4,3,3,4,3,4,3,4,Infield shift,Standard,59.0,0.0,-0.038,1,0-0,-1.13,-11.040000000000001,30.52143684820394,1
175,KC,2021-09-07,85.7,-3.0,5.02,"Kimbrel, Craig",501981,518886,strikeout,swinging_strike,14.0,Khris Davis strikes out swinging.,R,R,R,OAK,CWS,S,2.0,,0,2,2021,0.68,-10.68,0.69,0.54,516782.0,,,2,8,Bot,,,518735,7.395146619257243,-124.5620393534578,-2.4458616581932056,5.445555850128114,27.15651962262985,-41.0857162570679,3.32,1.51,,,,85.9,2688.0,6.7,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.83,,,0.0,1.0,0.0,0.0,,72,3,Knuckle Curve,3,6,3,6,6,3,3,6,Standard,Standard,51.0,-0.026,-0.248,1,0-2,-0.69,-8.16,31.365227537922987,1
176,KC,2021-09-07,84.7,-3.03,4.98,"Kimbrel, Craig",501981,518886,,swinging_strike,14.0,Khris Davis strikes out swinging.,R,R,R,OAK,CWS,S,,,0,1,2021,0.6,-3.12,0.85,1.05,516782.0,,,2,8,Bot,,,518735,7.898449737334904,-123.12128518904396,-2.317511626742466,4.5165417249343385,24.94592493875187,-34.54889906952329,3.32,1.51,,,,85.3,2489.0,6.8,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.74,,,,,,,,72,2,Knuckle Curve,3,6,3,6,6,3,3,6,Standard,Standard,52.0,0.0,-0.068,1,0-1,-0.85,-7.199999999999999,29.386068476977567,1
177,FF,2021-09-07,95.4,-3.05,4.96,"Kimbrel, Craig",501981,518886,,foul,11.0,Khris Davis strikes out swinging.,R,R,R,OAK,CWS,S,,,0,0,2021,-0.65,16.799999999999997,-0.2,3.76,516782.0,,,2,8,Bot,,,518735,9.020597411801509,-138.70707573337293,-0.6470818475970124,-10.455119857581105,32.218560015333566,-14.191312495927852,3.32,1.51,257.0,79.7,29.0,96.0,2228.0,6.7,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.75,,,,,,,,72,1,4-Seam Fastball,3,6,3,6,6,3,3,6,Standard,Standard,220.0,0.0,-0.039,1,0-0,0.2,7.800000000000001,23.354297693920334,0
178,FF,2021-09-07,95.6,-3.07,4.96,"Kimbrel, Craig",621566,518886,out,hit_into_play,11.0,Matt Olson pops out to third baseman Yoan Moncada in foul territory.,R,L,R,OAK,CWS,X,5.0,popup,0,2,2021,-0.7,16.080000000000002,-0.14,3.79,516782.0,,,1,8,Bot,84.15,172.39,518735,9.397899697354038,-138.90581493171024,-0.4681575761985318,-11.215011349985971,31.343299848398274,-14.978509955256778,3.58,1.68,141.0,82.0,65.0,96.5,2140.0,6.9,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.6,0.0,0.0,0.0,1.0,0.0,0.0,3.0,71,3,4-Seam Fastball,3,6,3,6,6,3,3,6,Infield shift,Standard,220.0,-0.051,0.012,1,0-2,0.14,8.399999999999999,22.384937238493727,0
179,FF,2021-09-07,95.7,-3.17,4.93,"Kimbrel, Craig",621566,518886,,foul,2.0,Matt Olson pops out to third baseman Yoan Moncada in foul territory.,R,L,R,OAK,CWS,S,,,0,1,2021,-0.74,15.84,-0.14,3.12,516782.0,,,1,8,Bot,,,518735,9.697817641235233,-139.00830189766455,-2.1168127187964787,-11.813826930515075,31.961330336867267,-14.784795359491754,3.58,1.68,,,,96.0,2220.0,6.6,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.87,,,,,,,,71,2,4-Seam Fastball,3,6,3,6,6,3,3,6,Infield shift,Standard,218.0,0.0,-0.114,1,0-1,0.14,8.879999999999999,23.197492163009404,0
180,KC,2021-09-07,84.5,-2.99,5.11,"Kimbrel, Craig",621566,518886,,called_strike,4.0,Matt Olson pops out to third baseman Yoan Moncada in foul territory.,R,L,R,OAK,CWS,S,,,0,0,2021,1.0,-7.68,-0.69,2.91,,,516782.0,1,8,Bot,,,518735,3.3859624153931183,-123.03859522536168,2.478231910266998,9.517119779251594,23.95875976470975,-39.35718616396312,3.49,1.68,,,,84.9,2496.0,6.5,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,54.04,,,,,,,,71,1,Knuckle Curve,3,6,3,6,6,3,3,6,Infield shift,Standard,56.0,0.024,-0.048,1,0-0,0.69,-12.0,29.53846153846154,0
181,KC,2021-09-07,84.9,-3.2,5.05,"Kimbrel, Craig",516782,518886,single,hit_into_play,9.0,Starling Marte singles on a sharp line drive to center fielder Luis Robert.   Elvis Andrus scores.,R,R,R,OAK,CWS,X,8.0,line_drive,0,1,2021,0.64,-7.4399999999999995,0.4,2.06,,462101.0,,1,8,Bot,119.57,89.17,518735,7.16714723288358,-123.55064315439328,0.5761911969771831,5.1557571755518525,23.868079464646904,-38.87477517278576,3.41,1.56,131.0,105.8,7.0,85.3,2513.0,6.5,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,54.02,0.683,0.638,0.9,1.0,1.0,0.0,4.0,70,2,Knuckle Curve,2,6,2,6,6,3,3,6,Standard,Standard,49.0,0.039,0.706,1,0-1,-0.4,-7.68,29.599528857479385,0
182,KC,2021-09-07,84.2,-3.01,5.09,"Kimbrel, Craig",516782,518886,,called_strike,5.0,Starling Marte singles on a sharp line drive to center fielder Luis Robert.   Elvis Andrus scores.,R,R,R,OAK,CWS,S,,,0,0,2021,0.98,-4.4399999999999995,-0.11,2.18,,462101.0,,1,8,Bot,,,518735,4.83470984934387,-122.66417970901472,0.3377660602743388,8.99459417781741,23.804076116172247,-36.14878609515752,3.45,1.56,,,,85.0,2522.0,6.7,632578,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.81,,,,,,,,70,1,Knuckle Curve,2,6,2,6,6,2,2,6,Standard,Standard,55.0,0.0,-0.046,1,0-0,0.11,-11.76,29.95249406175772,0
183,KC,2021-09-04,85.6,-2.84,4.95,"Kimbrel, Craig",521692,518886,strikeout,swinging_strike,14.0,Salvador Perez strikes out swinging.,R,R,R,KC,CWS,S,2.0,,2,2,2021,0.95,-6.24,1.55,0.4,,,670032.0,2,7,Bot,,,518735,8.50968697472814,-124.46717893895487,-3.4661211331190662,8.273302668039465,24.03914740049377,-37.08713302359615,3.49,1.6,,,,86.5,2706.0,6.8,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.66,,,0.0,1.0,0.0,0.0,,68,5,Knuckle Curve,7,9,7,9,9,7,7,9,Infield shift,Standard,56.0,-0.038,-0.192,1,2-2,-1.55,-11.399999999999999,31.612149532710283,1
184,FF,2021-09-04,95.9,-2.81,4.89,"Kimbrel, Craig",521692,518886,,ball,12.0,Salvador Perez strikes out swinging.,R,R,R,KC,CWS,B,,,1,2,2021,-1.1,15.600000000000001,0.86,3.46,,,670032.0,2,7,Bot,,,518735,12.240449040121469,-139.1967430186692,-1.0961396748384526,-17.059669719704562,30.238845462651675,-15.13441186242784,3.47,1.58,,,,96.2,2386.0,6.5,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.97,,,,,,,,68,4,4-Seam Fastball,7,9,7,9,9,7,7,9,Infield shift,Standard,228.0,0.0,0.037,0,1-2,-0.86,13.200000000000001,24.880083420229404,0
185,KC,2021-09-04,86.3,-2.77,4.88,"Kimbrel, Craig",521692,518886,,swinging_strike,14.0,Salvador Perez strikes out swinging.,R,R,R,KC,CWS,S,,,1,1,2021,0.95,-4.5600000000000005,1.76,0.24,,,670032.0,2,7,Bot,,,518735,8.891886786163681,-125.5030583799156,-4.090198284427039,8.416499759697174,23.86823608627585,-35.591529440269,3.49,1.6,,,,87.1,2678.0,6.7,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.81,,,,,,,,68,3,Knuckle Curve,7,9,7,9,9,7,7,9,Infield shift,Standard,62.0,0.0,-0.059,1,1-1,-1.76,-11.399999999999999,31.031286210892237,1
186,KC,2021-09-04,86.7,-2.86,4.97,"Kimbrel, Craig",521692,518886,,ball,14.0,Salvador Perez strikes out swinging.,R,R,R,KC,CWS,B,,,0,1,2021,0.53,-4.199999999999999,1.51,-0.37,,,670032.0,2,7,Bot,,,518735,9.356121092845877,-125.9290910054038,-5.903502098082988,3.944780429157351,23.315009458485264,-34.956731300653146,3.48,1.68,,,,87.0,2637.0,6.4,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.12,,,,,,,,68,2,Knuckle Curve,7,9,7,9,9,7,7,9,Infield shift,Standard,56.0,0.0,0.029,0,0-1,-1.51,-6.36,30.415224913494807,0
187,KC,2021-09-04,86.5,-2.87,4.97,"Kimbrel, Craig",521692,518886,,swinging_strike,14.0,Salvador Perez strikes out swinging.,R,R,R,KC,CWS,S,,,0,0,2021,0.56,-4.800000000000001,1.01,1.15,,,670032.0,2,7,Bot,,,518735,8.170217041466543,-125.85720352366528,-2.12718925893242,4.455913665302396,23.17204313660397,-36.246574885486766,3.49,1.6,,,,87.5,2563.0,6.7,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.81,,,,,,,,68,1,Knuckle Curve,7,9,7,9,9,7,7,9,Infield shift,Standard,61.0,0.0,-0.041,1,0-0,-1.01,-6.720000000000001,29.63005780346821,1
188,KC,2021-09-04,85.8,-2.81,4.95,"Kimbrel, Craig",670032,518886,single,hit_into_play,9.0,Nicky Lopez singles on a line drive to left fielder Andrew Vaughn.,R,L,R,KC,CWS,X,7.0,line_drive,1,1,2021,0.78,-3.0,0.68,1.54,,,,2,7,Bot,72.49,124.75,518735,6.780470618078565,-124.82424898233364,-1.2903224763631822,6.786789296472778,24.8803756172872,-34.790660520121044,3.32,1.51,182.0,70.3,19.0,87.0,2630.0,7.1,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.44,0.834,0.771,0.9,1.0,1.0,0.0,4.0,67,3,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,66.0,0.023,0.125,1,1-1,-0.68,-9.36,30.652680652680655,0
189,KC,2021-09-04,86.5,-2.93,4.82,"Kimbrel, Craig",670032,518886,,ball,14.0,Nicky Lopez singles on a line drive to left fielder Andrew Vaughn.,R,L,R,KC,CWS,B,,,0,1,2021,0.58,-5.76,1.22,-0.17,,,,2,7,Bot,,,518735,8.788315081529394,-125.66871421427985,-4.761472824915251,4.407902389842674,24.57153806975705,-36.51294330227986,2.79,1.25,,,,87.3,2592.0,6.8,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.72,,,,,,,,67,2,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,59.0,0.0,0.014,0,0-1,-1.22,-6.959999999999999,29.965317919075144,0
190,KC,2021-09-04,86.3,-2.93,4.98,"Kimbrel, Craig",670032,518886,,swinging_strike,14.0,Nicky Lopez singles on a line drive to left fielder Andrew Vaughn.,R,L,R,KC,CWS,S,,,0,0,2021,0.73,-6.959999999999999,0.89,0.16,,,,2,7,Bot,,,518735,7.584095157313043,-125.5714757670008,-4.07746412962903,6.256801466421118,24.936606119215305,-37.70412344581537,3.32,1.51,,,,86.3,2552.0,6.3,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.22,,,,,,,,67,1,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,59.0,0.0,-0.018,1,0-0,-0.89,-8.76,29.571263035921206,1
191,FF,2021-09-04,95.6,-2.95,4.89,"Kimbrel, Craig",593160,518886,strikeout,foul,11.0,Whit Merrifield strikes out on a foul tip.,R,R,R,KC,CWS,S,2.0,,2,2,2021,-0.63,14.879999999999999,-1.12,4.15,,,,1,7,Bot,,,518735,6.30340341101066,-139.13029688732885,0.862847464939595,-9.591177805770444,28.72076486059667,-16.37152052104269,3.41,1.56,,,,96.8,2184.0,6.8,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.72,,,0.0,1.0,0.0,0.0,,66,5,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,217.0,-0.026,-0.142,1,2-2,1.12,7.5600000000000005,22.84518828451883,0
192,FF,2021-09-04,95.2,-2.81,4.78,"Kimbrel, Craig",593160,518886,,foul,6.0,Whit Merrifield strikes out on a foul tip.,R,R,R,KC,CWS,S,,,2,1,2021,-0.82,14.52,0.82,2.42,,,,1,7,Bot,,,518735,11.451878130898722,-138.25761764973183,-3.305300835602768,-12.97674815621307,28.33318981286212,-16.025408775196553,3.41,1.56,230.0,74.7,49.0,96.0,2311.0,6.7,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.8,,,,,,,,66,4,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,223.0,0.0,-0.053,1,2-1,-0.82,9.84,24.275210084033613,0
193,FF,2021-09-04,95.9,-2.91,4.93,"Kimbrel, Craig",593160,518886,,ball,12.0,Whit Merrifield strikes out on a foul tip.,R,R,R,KC,CWS,B,,,1,1,2021,-0.83,13.919999999999998,0.34,4.11,,,,1,7,Bot,,,518735,10.455863897142375,-139.42279519715115,0.8069538038218349,-13.009372961643146,28.780881581527865,-17.386858791484027,3.25,1.63,,,,96.2,2170.0,6.3,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.18,,,,,,,,66,3,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,221.0,0.0,0.038,0,1-1,-0.34,9.959999999999999,22.62773722627737,0
194,KC,2021-09-04,83.9,-2.84,4.93,"Kimbrel, Craig",593160,518886,,called_strike,2.0,Whit Merrifield strikes out on a foul tip.,R,R,R,KC,CWS,S,,,1,0,2021,1.28,-3.0,-0.06,2.87,,,,1,7,Bot,,,518735,3.9035656426922487,-122.14471018350612,2.068068934239557,12.189148659274098,22.196913309024936,-35.27590063845485,3.22,1.59,,,,84.2,2576.0,6.3,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.22,,,,,,,,66,2,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,61.0,0.0,-0.032,1,1-0,0.06,-15.36,30.70321811680572,0
195,KC,2021-09-04,86.0,-2.94,4.96,"Kimbrel, Craig",593160,518886,,ball,14.0,Whit Merrifield strikes out on a foul tip.,R,R,R,KC,CWS,B,,,0,0,2021,0.83,-4.5600000000000005,1.99,0.65,,,,1,7,Bot,,,518735,10.004361588949624,-124.9651064747015,-3.2237797738579266,6.781696482907391,23.926287824320955,-35.68032880156945,3.25,1.63,,,,86.2,2615.0,6.4,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.15,,,,,,,,66,1,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,56.0,0.0,0.026,0,0-0,-1.99,-9.959999999999999,30.406976744186046,0
196,FF,2021-09-04,97.0,-2.98,4.79,"Kimbrel, Craig",665861,518886,strikeout,called_strike,9.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,S,2.0,,3,2,2021,-0.89,15.36,0.81,1.62,,,,0,7,Bot,,,518735,12.190554513545322,-140.72535758977602,-5.871653165642919,-14.596130327383989,31.7704086904176,-13.940322274414813,3.37,1.57,,,,97.2,2346.0,6.6,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.94,,,0.0,1.0,0.0,0.0,,65,7,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,222.0,-0.038,-0.317,1,3-2,-0.81,10.68,24.185567010309278,0
197,FF,2021-09-04,97.0,-2.84,4.84,"Kimbrel, Craig",665861,518886,,ball,12.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,B,,,2,2,2021,-0.93,14.879999999999999,1.05,2.81,,,,0,7,Bot,,,518735,12.562412139738347,-140.77998342503656,-2.7337133094329062,-15.116169681728426,30.96813942639289,-15.185606922806942,3.38,1.68,,,,97.4,2264.0,6.6,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,53.89,,,,,,,,65,6,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,224.0,0.0,0.101,0,2-2,-1.05,11.16,23.34020618556701,0
198,KC,2021-09-04,85.5,-2.77,5.1,"Kimbrel, Craig",665861,518886,,foul,8.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,S,,,2,2,2021,0.98,-7.08,0.02,1.65,,,,0,7,Bot,,,518735,4.611815148137941,-124.5395822359913,-0.7134235672892633,9.374343176509958,23.27830279058779,-38.43889100612627,3.41,1.56,3.0,81.3,-31.0,85.9,2708.0,6.4,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.14,,,,,,,,65,5,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,57.0,0.0,0.0,1,2-2,-0.02,-11.76,31.672514619883042,0
199,FF,2021-09-04,96.7,-2.75,4.88,"Kimbrel, Craig",665861,518886,,ball,12.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,B,,,1,2,2021,-0.81,13.919999999999998,0.65,3.7,,,,0,7,Bot,,,518735,10.921207862238854,-140.49011474461432,-0.2046134109156614,-13.073345955347136,30.624034009455045,-16.993244341901015,3.29,1.64,,,,96.9,2358.0,6.4,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.09,,,,,,,,65,4,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,221.0,0.0,0.043,0,1-2,-0.65,9.72,24.384694932781798,0
200,FF,2021-09-04,95.0,-3.0,4.81,"Kimbrel, Craig",665861,518886,,foul,2.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,S,,,1,1,2021,-0.78,12.96,0.24,2.92,,,,0,7,Bot,,,518735,10.21511858991216,-138.06593776446468,-1.6962887520558751,-12.189925776297864,30.63861340452025,-18.197075892294407,3.41,1.56,219.0,79.3,22.0,95.0,2308.0,6.4,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.14,,,,,,,,65,3,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,223.0,0.0,-0.057,1,1-1,-0.24,9.36,24.294736842105262,0
201,KC,2021-09-04,84.7,-2.71,5.05,"Kimbrel, Craig",665861,518886,,ball,14.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,B,,,0,1,2021,1.13,-6.84,1.23,1.41,,,,0,7,Bot,,,518735,6.931056188749403,-123.27537883652136,-0.9903453294411246,10.017619421143827,25.3811226533824,-38.01323849700641,3.22,1.61,,,,84.4,2605.0,6.2,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.34,,,,,,,,65,2,Knuckle Curve,7,9,7,9,9,7,7,9,Standard,Standard,56.0,0.0,0.027,0,0-1,-1.23,-13.559999999999999,30.7556080283353,0
202,FF,2021-09-04,96.2,-3.02,4.96,"Kimbrel, Craig",665861,518886,,foul,4.0,Sebastian Rivero called out on strikes.,R,R,R,KC,CWS,S,,,0,0,2021,-1.03,13.200000000000001,-0.72,2.62,,,,0,7,Bot,,,518735,8.415468449620624,-139.92691836897035,-3.156678706970882,-15.341093450504978,29.24478484951639,-17.127142580981744,3.41,1.56,117.0,100.7,6.0,96.4,2296.0,6.3,632652,518886,518735,547989,514917,663853,664901,683734,673357,544725,54.25,,,,,,,,65,1,4-Seam Fastball,7,9,7,9,9,7,7,9,Standard,Standard,221.0,0.0,-0.038,1,0-0,0.72,12.36,23.866943866943867,0
203,FF,2021-08-31,95.6,-2.78,4.88,"Kimbrel, Craig",607732,518886,out,hit_into_play,3.0,Jacob Stallings lines out to center fielder Luis Robert.,R,R,R,CWS,PIT,X,8.0,line_drive,0,0,2021,-0.85,14.52,0.55,3.09,,,,2,8,Top,106.41,73.67,518735,10.772572381941217,-138.99185392588382,-1.8709933035422568,-13.306069120309848,28.284254056514484,-16.16379169979206,3.58,1.68,315.0,91.0,23.0,96.7,2283.0,6.7,632683,518886,518735,547989,514917,660162,544725,683734,673357,571718,53.76,0.169,0.182,0.0,1.0,0.0,0.0,3.0,62,1,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,225.0,0.013,-0.103,1,0-0,-0.55,10.2,23.880753138075317,0
