,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,is_strike,pitch_count,plate_-x,pfx_-x,bauer_units,swing_miss
780,FF,2021-05-08,96.1,-2.73,4.82,"Kimbrel, Craig",453943,518886,,foul,12.0,Todd Frazier pops out to first baseman Anthony Rizzo in foul territory.,R,R,R,CHC,PIT,S,,,0,0,2021,-0.76,18.48,0.85,2.58,,,595943.0,2,9,Top,,,575929,11.265298791579454,-139.4300158858049,-3.8334202406147457,-12.46493542348721,32.15661139081782,-11.3885559707392,3.49,1.6,240.0,76.6,55.0,96.5,2362.0,6.7,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.77,,,,,,,,72,1,4-Seam Fastball,3,2,2,3,2,3,2,3,Infield shift,Standard,220.0,0.0,-0.041,1,0-0,-0.85,9.120000000000001,24.57856399583767,0
781,FF,2021-05-08,96.4,-2.81,4.61,"Kimbrel, Craig",595943,518886,walk,ball,14.0,Phillip Evans walks.,R,R,R,CHC,PIT,B,,,3,2,2021,-0.78,17.4,1.11,1.55,,,,2,9,Top,,,575929,12.287432292066502,-139.77401347930083,-5.850058381199926,-13.20093884568914,34.07913120625482,-11.943822287014678,3.25,1.55,,,,96.7,2361.0,6.8,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.68,,,0.7,1.0,0.0,0.0,,71,6,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,227.0,-0.043,0.093,0,3-2,-1.11,9.36,24.491701244813278,0
782,FF,2021-05-08,96.1,-2.8,4.73,"Kimbrel, Craig",595943,518886,,swinging_strike,6.0,Phillip Evans walks.,R,R,R,CHC,PIT,S,,,3,1,2021,-0.68,16.919999999999998,0.72,2.41,,,,2,9,Top,,,575929,10.907765815051912,-139.41654406821826,-3.700279607222921,-11.439016653439676,33.15985587446604,-13.14138725217281,3.3,1.5,,,,96.3,2372.0,6.7,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.8,,,,,,,,71,5,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,219.0,0.0,-0.027,1,3-1,-0.72,8.16,24.682622268470343,1
783,FF,2021-05-08,96.7,-2.68,4.73,"Kimbrel, Craig",595943,518886,,ball,14.0,Phillip Evans walks.,R,R,R,CHC,PIT,B,,,2,1,2021,-0.74,16.68,0.98,2.36,,,,2,9,Top,,,575929,11.49941476116196,-140.24421727250453,-3.9047180543784177,-12.48110838517018,33.31619512095692,-13.135936035910149,3.2,1.53,,,,96.9,2355.0,6.7,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.78,,,,,,,,71,4,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,222.0,0.0,0.042,0,2-1,-0.98,8.879999999999999,24.35367114788004,0
784,FF,2021-05-08,96.5,-2.66,4.74,"Kimbrel, Craig",595943,518886,,ball,14.0,Phillip Evans walks.,R,R,R,CHC,PIT,B,,,1,1,2021,-0.63,16.56,2.09,2.09,,,,2,9,Top,,,575929,14.131513017164774,-139.7977174083536,-4.575826288627856,-11.521698299696638,32.0519810876562,-13.18117142959923,3.21,1.53,,,,96.8,2302.0,6.7,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.77,,,,,,,,71,3,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,220.0,0.0,0.02,0,1-1,-2.09,7.5600000000000005,23.854922279792746,0
785,FF,2021-05-08,96.2,-2.74,4.85,"Kimbrel, Craig",595943,518886,,ball,12.0,Phillip Evans walks.,R,R,R,CHC,PIT,B,,,0,1,2021,-0.82,15.72,0.32,4.44,,,,2,9,Top,,,575929,10.003087356725905,-139.7080462215518,1.600878507427704,-13.026456868516926,33.43897504606309,-15.711275852503933,3.23,1.55,,,,96.2,2265.0,6.5,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.97,,,,,,,,71,2,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,223.0,0.0,0.014,0,0-1,-0.32,9.84,23.544698544698544,0
786,FF,2021-05-08,96.5,-2.7,4.86,"Kimbrel, Craig",595943,518886,,swinging_strike,1.0,Phillip Evans walks.,R,R,R,CHC,PIT,S,,,0,0,2021,-0.82,16.32,-0.36,3.1,,,,2,9,Top,,,575929,8.147663034027714,-140.31342491034954,-2.2035626043541794,-12.670126311189712,33.48567398599248,-13.89967752725553,3.3,1.5,,,,96.9,2368.0,6.7,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.8,,,,,,,,71,1,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,219.0,0.0,-0.018,1,0-0,0.36,9.84,24.53886010362694,1
787,KC,2021-05-08,84.7,-2.6,5.12,"Kimbrel, Craig",594694,518886,out,hit_into_play,8.0,Wilmer Difo lines out to center fielder Jake Marisnick.,R,L,R,CHC,PIT,X,8.0,line_drive,0,2,2021,0.81,-8.399999999999999,-0.19,1.67,,,,1,9,Top,109.86,81.94,575929,4.017189204004556,-123.36001625447886,-0.3757061523695156,7.620734514406136,22.769779164999647,-39.48420483826849,3.32,1.51,295.0,94.3,15.0,85.4,2513.0,6.5,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.97,0.869,0.844,0.0,1.0,0.0,0.0,4.0,70,3,Knuckle Curve,3,2,2,3,2,3,2,3,Standard,Standard,49.0,0.052,-0.101,1,0-2,0.19,-9.72,29.669421487603305,0
788,KC,2021-05-08,84.6,-2.6,5.06,"Kimbrel, Craig",594694,518886,,foul,5.0,Wilmer Difo lines out to center fielder Jake Marisnick.,R,L,R,CHC,PIT,S,,,0,1,2021,1.13,-7.199999999999999,0.04,2.38,,,,1,9,Top,,,575929,3.9326556080803874,-123.19917725830372,1.259300798085475,10.759383387549128,23.527947650772816,-38.74037881088817,3.32,1.51,182.0,70.5,51.0,85.3,2543.0,6.6,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.92,,,,,,,,70,2,Knuckle Curve,3,2,2,3,2,3,2,3,Standard,Standard,53.0,0.0,-0.035,1,0-1,-0.04,-13.559999999999999,30.059101654846337,0
789,KC,2021-05-08,84.8,-2.77,4.88,"Kimbrel, Craig",594694,518886,,called_strike,7.0,Wilmer Difo lines out to center fielder Jake Marisnick.,R,L,R,CHC,PIT,S,,,0,0,2021,1.05,-8.16,-0.64,1.53,,,,1,9,Top,,,575929,2.89494864277587,-123.48055220968357,-0.1529668160665545,10.211830370833418,23.93037620175101,-39.35455128414565,3.01,1.43,,,,85.4,2535.0,6.6,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.9,,,,,,,,70,1,Knuckle Curve,3,2,2,3,2,3,2,3,Standard,Standard,61.0,0.0,-0.027,1,0-0,0.64,-12.600000000000001,29.8938679245283,0
790,FF,2021-05-08,96.1,-2.79,4.87,"Kimbrel, Craig",624428,518886,out,hit_into_play,5.0,Adam Frazier pops out to shortstop Ildemaro Vargas.,R,L,R,CHC,PIT,X,6.0,popup,1,0,2021,-0.77,14.879999999999999,0.14,2.68,,,,0,9,Top,78.64,154.55,575929,9.547155780937796,-139.80148727556235,-3.0872398274911284,-12.077034967783142,27.96717554959894,-15.37501504444946,3.3,1.5,164.0,76.1,61.0,97.0,2113.0,6.6,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.91,0.011,0.01,0.0,1.0,0.0,0.0,3.0,69,2,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,218.0,0.071,-0.279,1,1-0,-0.14,9.24,21.98751300728408,0
791,FF,2021-05-08,96.2,-2.84,4.77,"Kimbrel, Craig",624428,518886,,ball,12.0,Adam Frazier pops out to shortstop Ildemaro Vargas.,R,L,R,CHC,PIT,B,,,0,0,2021,-0.82,15.72,0.16,3.49,,,,0,9,Top,,,575929,9.86489848414809,-139.74541022253612,-0.7830977310179541,-13.00521657592322,30.9180168511134,-14.982586570879963,3.21,1.51,,,,96.6,2087.0,6.6,634212,518886,575929,519203,623520,622110,545121,592178,545350,518792,53.92,,,,,,,,69,1,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,220.0,0.0,0.038,0,0-0,-0.16,9.84,21.694386694386694,0
792,FF,2021-05-05,96.0,-2.88,4.72,"Kimbrel, Craig",641914,518886,strikeout,called_strike,4.0,Sheldon Neuse called out on strikes.,R,R,R,CHC,LAD,S,2.0,,2,2,2021,-0.86,16.44,-0.28,2.16,,,,2,9,Top,,,575929,8.895691802774293,-139.51023532103346,-4.296565321310396,-13.245684814272217,30.07072984701925,-13.51560962316226,3.18,1.36,,,,96.9,2433.0,6.8,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.72,,,0.0,1.0,0.0,0.0,,68,5,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,230.0,0.032,-0.091,1,2-2,0.28,10.32,25.34375,0
793,FF,2021-05-05,96.5,-2.79,4.71,"Kimbrel, Craig",641914,518886,,ball,12.0,Sheldon Neuse called out on strikes.,R,R,R,CHC,LAD,B,,,1,2,2021,-0.84,16.080000000000002,1.58,2.92,,,,2,9,Top,,,575929,13.598007449640866,-139.96213763885146,-2.227627129497648,-13.995029937666589,30.38247987447521,-14.246871679801762,3.04,1.41,,,,97.1,2488.0,6.7,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.76,,,,,,,,68,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,237.0,0.0,0.018,0,1-2,-1.58,10.08,25.78238341968912,0
794,KC,2021-05-05,86.8,-2.74,4.92,"Kimbrel, Craig",641914,518886,,ball,14.0,Sheldon Neuse called out on strikes.,R,R,R,CHC,LAD,B,,,0,2,2021,0.69,-8.040000000000001,2.27,0.25,,,,2,9,Top,,,575929,10.639260261279995,-126.0080012541107,-3.616790592223324,5.24686581507442,25.20161971334088,-38.77568524778627,3.11,1.41,,,,87.4,2418.0,6.7,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.76,,,,,,,,68,3,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,49.0,0.0,0.011,0,0-2,-2.27,-8.28,27.857142857142858,0
795,KC,2021-05-05,87.5,-2.79,4.72,"Kimbrel, Craig",641914,518886,,swinging_strike,14.0,Sheldon Neuse called out on strikes.,R,R,R,CHC,LAD,S,,,0,1,2021,0.69,-1.44,1.9,0.84,,,,2,9,Top,,,575929,9.97612974087017,-127.10714513376811,-2.9884781246214445,5.4970115244926605,25.15587440136201,-33.089401679694134,3.37,1.53,,,,88.2,2506.0,6.7,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.79,,,,,,,,68,2,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,56.0,0.0,-0.024,1,0-1,-1.9,-8.28,28.64,1
796,KC,2021-05-05,86.5,-2.81,4.92,"Kimbrel, Craig",641914,518886,,called_strike,9.0,Sheldon Neuse called out on strikes.,R,R,R,CHC,LAD,S,,,0,0,2021,0.92,-10.2,0.29,1.52,,,,2,9,Top,,,575929,5.51011136760517,-125.87370543177543,-0.1668383826123143,8.71169354167369,25.04319167610194,-41.41754283122109,3.09,1.36,,,,86.7,2532.0,6.4,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.12,,,,,,,,68,1,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,59.0,0.0,-0.018,1,0-0,-0.29,-11.040000000000001,29.271676300578033,0
797,FF,2021-05-05,96.2,-2.89,4.75,"Kimbrel, Craig",666158,518886,out,hit_into_play,6.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,X,5.0,popup,3,2,2021,-0.65,16.32,0.5,2.43,,,,1,9,Top,105.38,151.28,575929,10.5190492425717,-139.67791602463626,-3.598735560544568,-11.039333230140482,34.53093239889671,-13.80166657392042,3.47,1.59,135.0,94.8,70.0,96.2,2365.0,6.7,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.85,0.009,0.008,0.0,1.0,0.0,0.0,3.0,67,7,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard,221.0,0.044,-0.212,1,3-2,-0.5,7.800000000000001,24.584199584199585,0
798,FF,2021-05-05,94.8,-2.8,4.88,"Kimbrel, Craig",666158,518886,,ball,11.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,B,,,2,2,2021,-0.36,16.68,-1.51,4.66,,,,1,9,Top,,,575929,4.18204098909546,-138.107136219513,1.9865004971035791,-5.596446095339062,30.670675806667298,-15.098658228700842,3.19,1.52,,,,95.1,2272.0,6.4,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.09,,,,,,,,67,6,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard,219.0,0.0,0.07,0,2-2,1.51,4.32,23.9662447257384,0
799,FF,2021-05-05,98.1,-3.14,4.7,"Kimbrel, Craig",666158,518886,,ball,11.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,B,,,1,2,2021,-0.74,15.600000000000001,-2.05,3.84,,,,1,9,Top,,,575929,4.667876463451284,-142.7182000445771,0.2217287051958844,-11.22083348007398,37.18938566750852,-14.869266678119494,3.14,1.59,,,,97.9,2401.0,6.5,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.0,,,,,,,,67,5,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard,224.0,0.0,0.028,0,1-2,2.05,8.879999999999999,24.475025484199797,0
800,KC,2021-05-05,86.6,-2.79,4.91,"Kimbrel, Craig",666158,518886,,ball,14.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,B,,,0,2,2021,1.4,-8.040000000000001,2.31,0.31,,,,1,9,Top,,,575929,9.330023405905504,-125.73774059364888,-3.3081936392483597,12.533670284300284,28.841721425125037,-38.705976891898594,3.19,1.56,,,,86.3,2589.0,6.5,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.0,,,,,,,,67,4,Knuckle Curve,3,3,3,3,3,3,3,3,Infield shift,Standard,49.0,0.0,0.013,0,0-2,-2.31,-16.799999999999997,29.89607390300231,0
801,KC,2021-05-05,85.4,-2.8,4.82,"Kimbrel, Craig",666158,518886,,foul,7.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,S,,,0,2,2021,1.12,-7.4399999999999995,-0.7,2.06,,,,1,9,Top,,,575929,2.7135344132834502,-124.40500284713958,0.9900256832945098,11.143940987871252,23.69043732171833,-39.00201139645108,3.47,1.59,263.0,83.8,39.0,85.9,2603.0,6.4,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.07,,,,,,,,67,3,Knuckle Curve,3,3,3,3,3,3,3,3,Infield shift,Standard,56.0,0.0,0.0,1,0-2,0.7,-13.440000000000001,30.480093676814985,0
802,FF,2021-05-05,97.7,-2.88,4.74,"Kimbrel, Craig",666158,518886,,foul,1.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,S,,,0,1,2021,-0.69,17.28,-0.64,2.97,,,,1,9,Top,,,575929,7.682681127749386,-142.1398173953976,-2.5845786212277693,-11.164521167123192,32.44242945280848,-12.264308697122017,3.47,1.59,,,,98.3,2318.0,6.6,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.9,,,,,,,,67,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard,222.0,0.0,-0.035,1,0-1,0.64,8.28,23.725690890481065,0
803,KC,2021-05-05,85.0,-2.94,4.77,"Kimbrel, Craig",666158,518886,,called_strike,4.0,Gavin Lux pops out to third baseman Matt Duffy.,R,L,R,CHC,LAD,S,,,0,0,2021,1.17,-6.0,-0.29,2.6,,,,1,9,Top,,,575929,3.886211323594158,-123.81498591633476,2.20562045030732,11.345052666294528,23.59083129834251,-37.949260546645846,3.14,1.56,,,,85.6,2569.0,6.5,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.99,,,,,,,,67,1,Knuckle Curve,3,3,3,3,3,3,3,3,Infield shift,Standard,59.0,0.0,-0.027,1,0-0,0.29,-14.04,30.223529411764705,0
804,KC,2021-05-05,85.3,-2.88,4.72,"Kimbrel, Craig",607461,518886,strikeout,swinging_strike,7.0,Matt Beaty strikes out swinging.,R,L,R,CHC,LAD,S,2.0,,1,2,2021,1.06,-7.5600000000000005,-0.71,1.71,,,,0,9,Top,,,575929,2.977227905009746,-124.18639828435344,0.4897359688597011,10.428213883575284,24.374519108391084,-39.029742746619455,3.37,1.53,,,,85.9,2643.0,6.6,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.87,,,0.0,1.0,0.0,0.0,,66,6,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,64.0,0.058,-0.173,1,1-2,0.71,-12.72,30.984759671746776,1
805,FF,2021-05-05,95.4,-2.92,4.81,"Kimbrel, Craig",607461,518886,,foul,11.0,Matt Beaty strikes out swinging.,R,L,R,CHC,LAD,S,,,1,2,2021,-0.57,15.120000000000001,-0.43,3.51,,,,0,9,Top,,,575929,7.854371857962536,-138.83082690982818,-0.6378089951485801,-9.170487711256383,30.550895157287812,-15.89068801971558,3.37,1.53,264.0,84.1,42.0,95.7,2241.0,6.4,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.08,,,,,,,,66,5,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,219.0,0.0,0.0,1,1-2,0.43,6.84,23.49056603773585,0
806,KC,2021-05-05,85.5,-2.88,4.81,"Kimbrel, Craig",607461,518886,,foul,13.0,Matt Beaty strikes out swinging.,R,L,R,CHC,LAD,S,,,1,2,2021,1.08,-8.040000000000001,-0.57,1.23,,,,0,9,Top,,,575929,3.285996776298405,-124.50006483248866,-0.7401297744910693,10.381595049633663,28.068259041928066,-39.14041664498229,3.37,1.53,2.0,95.2,-35.0,85.6,2670.0,6.6,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.92,,,,,,,,66,4,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,62.0,0.0,0.0,1,1-2,0.57,-12.96,31.228070175438596,0
807,KC,2021-05-05,85.0,-2.9,4.85,"Kimbrel, Craig",607461,518886,,called_strike,1.0,Matt Beaty strikes out swinging.,R,L,R,CHC,LAD,S,,,1,1,2021,1.27,-5.88,-0.74,2.76,,,,0,9,Top,,,575929,2.5370585861664208,-123.7544103472792,2.475201182482864,12.407026537902492,26.99598842735688,-37.99934814044576,3.27,1.55,,,,85.2,2565.0,6.6,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,53.88,,,,,,,,66,3,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,60.0,0.0,-0.057,1,1-1,0.74,-15.24,30.176470588235293,0
808,KC,2021-05-05,86.4,-3.16,4.72,"Kimbrel, Craig",607461,518886,,called_strike,8.0,Matt Beaty strikes out swinging.,R,L,R,CHC,LAD,S,,,1,0,2021,0.86,-5.64,0.12,1.84,,,,0,9,Top,,,575929,6.074002183179082,-125.62506597362184,0.4020408385064091,7.657181721567308,28.416221902262333,-37.40089269905688,3.34,1.53,,,,86.1,2612.0,6.4,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.09,,,,,,,,66,2,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,59.0,0.0,-0.049,1,1-0,-0.12,-10.32,30.23148148148148,0
809,KC,2021-05-05,85.6,-2.86,5.03,"Kimbrel, Craig",607461,518886,,ball,11.0,Matt Beaty strikes out swinging.,R,L,R,CHC,LAD,B,,,0,0,2021,0.69,-8.16,-1.39,3.11,,,,0,9,Top,,,575929,2.057730050092036,-124.63427393275636,3.154459263763407,6.792397364307183,26.075724727262312,-40.16770035432196,3.34,1.58,,,,85.8,2517.0,6.5,634230,518886,575929,592178,623520,622110,595879,592626,545350,518792,54.03,,,,,,,,66,1,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,76.0,0.0,0.038,0,0-0,1.39,-8.28,29.404205607476637,0
810,FF,2021-05-04,96.9,-2.94,4.8,"Kimbrel, Craig",621458,518886,strikeout,called_strike,1.0,Edwin Rios called out on strikes.,R,L,R,CHC,LAD,S,2.0,,1,2,2021,-0.85,15.600000000000001,-0.77,2.74,,,,2,7,Top,,,547172,7.775032477338917,-140.93441751242514,-2.9150568661599503,-13.149993588564891,32.70863422047865,-14.342834755485484,3.24,1.47,,,,97.1,2373.0,6.5,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,54.0,,,0.0,1.0,0.0,0.0,,55,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,225.0,0.032,-0.073,1,1-2,0.77,10.2,24.489164086687307,0
811,FF,2021-05-04,96.6,-2.98,4.74,"Kimbrel, Craig",621458,518886,,ball,11.0,Edwin Rios called out on strikes.,R,L,R,CHC,LAD,B,,,0,2,2021,-0.85,15.96,-1.91,4.79,,,,2,7,Top,,,547172,4.852887523932255,-140.5165112480993,2.7111674532862544,-12.42024880516887,32.70321794963382,-15.474834802111614,3.26,1.43,,,,97.3,2331.0,6.8,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.72,,,,,,,,55,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,219.0,0.0,0.011,0,0-2,1.91,10.2,24.130434782608695,0
812,KC,2021-05-04,86.7,-2.86,5.01,"Kimbrel, Craig",621458,518886,,swinging_strike,14.0,Edwin Rios called out on strikes.,R,L,R,CHC,LAD,S,,,0,1,2021,0.95,-5.64,0.6,0.96,,,,2,7,Top,,,547172,6.364713417921484,-126.28693032231922,-2.598235595863433,8.99446143964968,24.038581968010828,-36.92349465779856,3.49,1.6,,,,87.4,2516.0,6.5,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.95,,,,,,,,55,2,Knuckle Curve,1,1,1,1,1,1,1,1,Infield shift,Standard,51.0,0.0,-0.024,1,0-1,-0.6,-11.399999999999999,29.019607843137255,1
813,KC,2021-05-04,86.8,-2.85,5.0,"Kimbrel, Craig",621458,518886,,swinging_strike,14.0,Edwin Rios called out on strikes.,R,L,R,CHC,LAD,S,,,0,0,2021,0.92,-2.2800000000000002,0.71,0.4,,,,2,7,Top,,,547172,6.669435895240517,-126.24065565537592,-4.434122085053913,8.403185688371218,26.18460781087343,-33.47287473029367,3.49,1.6,,,,87.1,2448.0,6.6,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.94,,,,,,,,55,1,Knuckle Curve,1,1,1,1,1,1,1,1,Infield shift,Standard,50.0,0.0,-0.018,1,0-0,-0.71,-11.040000000000001,28.202764976958527,1
814,FF,2021-05-04,97.3,-2.85,4.74,"Kimbrel, Craig",572041,518886,out,hit_into_play,5.0,AJ Pollock pops out to first baseman Anthony Rizzo in foul territory.,R,R,R,CHC,LAD,X,3.0,popup,1,2,2021,-0.86,15.72,-0.13,2.6,,,,1,7,Top,181.95,159.76,547172,9.32975500398391,-141.42388579750323,-3.2150228484300927,-13.779304165838404,33.74911274920283,-14.01088694372378,3.41,1.56,171.0,84.4,60.0,97.5,2409.0,6.6,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.91,0.02,0.021,0.0,1.0,0.0,0.0,3.0,54,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,227.0,0.044,-0.114,1,1-2,0.13,10.32,24.758478931140804,0
815,KC,2021-05-04,86.7,-2.79,4.98,"Kimbrel, Craig",572041,518886,,swinging_strike,14.0,AJ Pollock pops out to first baseman Anthony Rizzo in foul territory.,R,R,R,CHC,LAD,S,,,1,1,2021,1.16,0.8400000000000001,0.49,1.35,,,,1,7,Top,,,547172,5.4770479513313886,-126.1702149658832,-2.6211484838974477,11.27333184362878,25.824278928449434,-31.13893927933606,3.41,1.56,,,,86.9,2581.0,6.5,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,54.05,,,,,,,,54,3,Knuckle Curve,1,1,1,1,1,1,1,1,Standard,Standard,61.0,0.0,-0.043,1,1-1,-0.49,-13.919999999999998,29.769319492502884,1
816,KC,2021-05-04,86.5,-2.89,4.87,"Kimbrel, Craig",572041,518886,,ball,14.0,AJ Pollock pops out to first baseman Anthony Rizzo in foul territory.,R,R,R,CHC,LAD,B,,,0,1,2021,1.13,-3.84,0.74,1.25,,,,1,7,Top,,,547172,6.4024967022115655,-125.8182226924436,-1.739310516826234,10.588938088111655,27.18526676403217,-35.3643185524048,3.5,1.63,,,,86.9,2530.0,6.7,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.77,,,,,,,,54,2,Knuckle Curve,1,1,1,1,1,1,1,1,Standard,Standard,55.0,0.0,0.021,0,0-1,-0.74,-13.559999999999999,29.248554913294797,0
817,FF,2021-05-04,97.7,-2.9,4.82,"Kimbrel, Craig",572041,518886,,swinging_strike,1.0,AJ Pollock pops out to first baseman Anthony Rizzo in foul territory.,R,R,R,CHC,LAD,S,,,0,0,2021,-0.83,16.44,-0.6,3.46,,,,1,7,Top,,,547172,8.143653731573592,-142.0982690196494,-1.2986215697077812,-13.143323353517095,33.12264194560355,-13.540641090258733,3.41,1.56,,,,98.0,2423.0,6.5,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,54.0,,,,,,,,54,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,226.0,0.0,-0.027,1,0-0,0.6,9.959999999999999,24.80040941658137,1
818,FF,2021-05-04,95.3,-3.0,4.73,"Kimbrel, Craig",571970,518886,home_run,hit_into_play,2.0,Max Muncy homers (4) on a fly ball to right center field.,R,L,R,CHC,LAD,X,,fly_ball,2,1,2021,-0.51,17.4,-0.16,2.88,,,,1,7,Top,185.67,52.3,547172,8.649155112159715,-138.5740182599001,-2.47439202202548,-8.485007008469346,31.55107377310716,-13.164624749802432,3.37,1.53,391.0,107.2,38.0,95.9,2260.0,6.7,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.8,0.64,1.282,2.0,1.0,0.0,3.0,6.0,53,4,4-Seam Fastball,1,0,0,1,1,1,1,1,Infield shift,Standard,221.0,-0.355,0.968,1,2-1,0.16,6.12,23.71458551941238,0
819,KC,2021-05-04,86.2,-2.77,4.93,"Kimbrel, Craig",571970,518886,,ball,14.0,Max Muncy homers (4) on a fly ball to right center field.,R,L,R,CHC,LAD,B,,,1,1,2021,0.83,-3.84,0.72,0.77,,,,1,7,Top,,,547172,6.665932125378372,-125.4061919533519,-3.0198936611801828,7.425049875219097,24.662489787274133,-35.17743142771246,3.18,1.53,,,,86.8,2491.0,6.6,634321,518886,547172,519203,545121,623520,595879,592178,545350,518792,53.88,,,,,,,,53,3,Knuckle Curve,1,0,0,1,0,1,0,1,Infield shift,Standard,52.0,0.0,0.038,0,1-1,-0.72,-9.959999999999999,28.897911832946633,0
