,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,is_strike,pitch_count,plate_-x,pfx_-x,swing_miss
20,FF,2021-10-02,96.5,-2.16,6.11,"Stanton, Giancarlo",519317,672715,,foul,13.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,S,,,1,1,2021,-0.42,18.240000000000002,-1.17,2.49,,,,0,6,Bot,,,572287,3.55297657196662,-140.34644576099703,-7.515913875398855,-6.284081239572143,31.20160831786577,-10.523875798432057,3.66,1.68,173.0,64.6,50.0,96.4,2568.0,6.2,632259,672715,572287,642336,664040,650490,677551,640457,622534,668227,54.27,,,,,,,,53,3,4-Seam Fastball,2,8,2,8,8,2,2,8,Standard,Standard,204.0,0.0,-0.057,1,1-1,1.17,5.04,0
21,SL,2021-10-02,85.6,-2.28,5.98,"Stanton, Giancarlo",519317,672715,,ball,14.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,B,,,0,1,2021,0.87,4.4399999999999995,1.63,0.66,,,,0,6,Bot,,,572287,7.476148208728709,-124.36038352368028,-7.003732176259444,7.472620522466374,25.13254461039425,-27.13010802496852,3.77,1.84,,,,85.7,2462.0,6.5,632259,672715,572287,642336,664040,650490,677551,640457,622534,668227,54.03,,,,,,,,53,2,Slider,2,8,2,8,8,2,2,8,Standard,Standard,104.0,0.0,0.027,0,0-1,-1.63,-10.44,0
22,FF,2021-10-02,95.9,-2.13,6.1,"Stanton, Giancarlo",519317,672715,,called_strike,2.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,S,,,0,0,2021,-0.51,18.72,-0.26,3.31,,,,0,6,Bot,,,572287,6.116735439592328,-139.5044186605525,-5.287164248620874,-8.044096365817609,32.86563058849284,-10.80478438854598,3.82,1.76,,,,96.0,2428.0,6.5,632259,672715,572287,642336,664040,650490,677551,640457,622534,668227,54.0,,,,,,,,53,1,4-Seam Fastball,2,8,2,8,8,2,2,8,Standard,Standard,204.0,0.0,-0.038,1,0-0,0.26,6.12,0
23,FF,2021-10-02,92.8,-0.3,6.4,"Stanton, Giancarlo",519317,656420,strikeout,swinging_strike,11.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,S,2.0,,2,2,2021,-0.4,18.96,-0.19,4.15,,,,0,4,Bot,,,572287,1.169402241256182,-135.06639457614205,-3.3262333209514927,-5.186371083813175,32.96296500611208,-12.491388865280816,3.66,1.68,,,,91.5,2524.0,5.8,632259,656420,572287,642336,664040,650490,677551,640457,622534,668227,54.71,,,0.0,1.0,0.0,0.0,,35,5,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,196.0,-0.009,-0.216,1,2-2,0.19,4.800000000000001,1
24,FF,2021-10-02,92.9,-0.32,6.4,"Stanton, Giancarlo",519317,656420,,swinging_strike,8.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,S,,,2,1,2021,-0.24,20.64,0.17,1.84,,,,0,4,Bot,,,572287,1.752670648765423,-134.9721294818704,-9.511051865693524,-3.2706956410119883,31.648170116540477,-9.215033959154049,3.66,1.68,,,,91.8,2530.0,5.9,632259,656420,572287,642336,664040,650490,677551,640457,622534,668227,54.59,,,,,,,,35,4,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,201.0,0.0,-0.066,1,2-1,-0.17,2.88,1
25,SI,2021-10-02,92.7,-2.64,5.07,"Stanton, Giancarlo",519317,607391,strikeout,called_strike,8.0,Giancarlo Stanton called out on strikes.,R,R,R,NYY,TB,S,2.0,,1,2,2021,-1.65,2.52,0.01,2.47,,,592450.0,1,8,Bot,,,572287,10.50899433344315,-134.59307374620823,-1.243859513288518,-22.440590738855708,31.142655315495297,-29.540643975615176,3.87,1.84,,,,93.5,1869.0,7.0,632259,607391,572287,642336,664040,650490,677551,640457,622534,668227,53.45,,,0.0,1.0,0.0,0.0,,74,4,Sinker,2,12,2,12,12,2,2,12,Standard,Standard,238.0,0.0,-0.21,1,1-2,-0.01,19.799999999999997,0
26,SL,2021-10-02,87.6,-1.05,6.2,"Stanton, Giancarlo",519317,656420,,ball,12.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,B,,,1,1,2021,0.51,5.5200000000000005,0.99,2.91,,,,0,4,Bot,,,572287,3.842309979822693,-127.674205469959,-2.821081737203703,4.939288018048365,23.538416662824115,-26.773257983715656,3.84,1.86,,,,87.4,2739.0,5.8,632259,656420,572287,642336,664040,650490,677551,640457,622534,668227,54.68,,,,,,,,35,3,Slider,1,7,1,7,7,1,1,7,Standard,Standard,136.0,0.0,0.052,0,1-1,-0.99,-6.12,0
27,SL,2021-10-02,77.7,-2.25,5.2,"Stanton, Giancarlo",519317,607391,,ball,14.0,Giancarlo Stanton called out on strikes.,R,R,R,NYY,TB,B,,,0,2,2021,1.29,6.959999999999999,0.71,0.79,,,592450.0,1,8,Bot,,,572287,4.009704348090707,-113.07524474104646,-3.5396629871956584,10.150685873908904,22.87865413818791,-26.77279806795471,3.82,1.79,,,,78.1,2432.0,6.8,632259,607391,572287,642336,664040,650490,677551,640457,622534,668227,53.71,,,,,,,,74,3,Slider,2,12,2,12,12,2,2,12,Standard,Standard,69.0,0.0,0.022,0,0-2,-0.71,-15.48,0
28,SL,2021-10-02,78.8,-2.51,5.2,"Stanton, Giancarlo",519317,607391,,called_strike,7.0,Giancarlo Stanton called out on strikes.,R,R,R,NYY,TB,S,,,0,1,2021,1.25,5.16,-0.65,2.21,,,592450.0,1,8,Bot,,,572287,1.753800418358006,-114.77633960516248,-0.4031874560654045,10.584214159699195,23.535913892379742,-28.52339115260678,3.95,1.91,,,,79.7,2391.0,7.1,632259,607391,572287,642336,664040,650490,677551,640457,622534,668227,53.38,,,,,,,,74,2,Slider,2,12,2,12,12,2,2,12,Standard,Standard,75.0,0.0,-0.064,1,0-1,0.65,-15.0,0
29,FF,2021-10-02,93.2,-0.32,6.41,"Stanton, Giancarlo",519317,656420,,ball,14.0,Giancarlo Stanton strikes out swinging.,R,R,R,NYY,TB,B,,,0,1,2021,-0.25,20.04,1.74,2.56,,,,0,4,Bot,,,572287,5.804080320032769,-135.34371620209345,-7.690879684540638,-4.372160577604113,32.00962137246203,-10.14365061740769,3.88,1.84,,,,92.3,2530.0,6.1,632259,656420,572287,642336,664040,650490,677551,640457,622534,668227,54.42,,,,,,,,35,2,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,198.0,0.0,0.027,0,0-1,-1.74,3.0,0
