,pitch_type,game_date,player_name,launch_speed,launch_angle,hit_distance_sc,hc_x,hc_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,type,hit_location,bb_type,events,description,des,balls,strikes,pitch_count,zone,is_strike,swing_miss,first_pitch_take,first_pitch_swing,in_zone_take,out_of_zone_chase,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,stand,p_throws,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,batter,pitcher,home_team,away_team,if_fielding_alignment,of_fielding_alignment,game_pk,at_bat_number,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,delta_home_win_exp,delta_run_exp,game_year
725,SI,2021-08-22,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,"Bryce Harper grounds out sharply, third baseman Manny Machado to first baseman Eric Hosmer.",0,0,0-0,13,0,0,0,0,0,0,93.1,2253.0,217.0,-1.37,16.44,15.600000000000001,-2.71,5.61,93.3,6.5,53.98,1.44,-1.44,2.12,,,,2,1,Top,605170,6.292430679930915,-135.29103555877015,-6.019735994824666,-18.16183886647268,30.009811985622797,-15.11325747459883,3.25,1.66,L,R,93.1,2253.0,217.0,-1.37,16.44,15.600000000000001,-2.71,5.61,93.3,6.5,53.98,1.44,-1.44,2.12,547180,489334,SD,PHI,Infield shift,Strategic,632830,3,1,Sinker,0,0,0,0,0.0,0.016,2021
726,CH,2021-08-22,"Harper, Bryce",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,swinging_strike,Bryce Harper strikes out swinging.,2,2,2-2,7,1,1,0,0,0,0,85.4,1560.0,250.0,-1.02,12.24,9.120000000000001,-0.79,5.93,85.1,5.8,54.72,0.5,-0.5,1.74,,,,0,5,Top,605170,2.700912044788189,-124.37651744368824,-5.163730564429491,-11.111857623010671,21.754174296651648,-23.436165273154103,3.49,1.6,L,R,85.4,1560.0,250.0,-1.02,12.24,9.120000000000001,-0.79,5.93,85.1,5.8,54.72,0.5,-0.5,1.74,547180,622766,SD,PHI,Infield shift,Standard,632830,39,5,Changeup,1,3,3,1,0.017,-0.216,2021
727,CH,2021-08-22,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper strikes out swinging.,1,2,1-2,13,0,0,0,0,0,0,86.3,1565.0,249.0,-1.65,19.799999999999997,8.399999999999999,-0.78,6.01,85.4,5.8,54.66,0.31,-0.31,1.24,,,,0,5,Top,605170,4.424722425118978,-125.49149552186567,-6.442593927620158,-18.277350928060898,26.740281846058185,-23.65327249684465,3.19,1.6,L,R,86.3,1565.0,249.0,-1.65,19.799999999999997,8.399999999999999,-0.78,6.01,85.4,5.8,54.66,0.31,-0.31,1.24,547180,622766,SD,PHI,Infield shift,Standard,632830,39,4,Changeup,1,3,3,1,0.0,0.043,2021
728,FF,2021-08-22,"Harper, Bryce",,,,,,,,,,,,,S,,,,foul,Bryce Harper strikes out swinging.,1,1,1-1,2,1,0,0,0,0,0,94.0,2200.0,224.0,-1.4,16.799999999999997,18.36,-0.7,5.94,92.8,5.8,54.71,-0.02,0.02,3.55,,,,0,5,Top,605170,4.904698429093877,-136.78351701935443,-3.792047505975902,-18.613948145574785,32.73028241916862,-12.386167631686364,3.49,1.6,L,R,94.0,2200.0,224.0,-1.4,16.799999999999997,18.36,-0.7,5.94,92.8,5.8,54.71,-0.02,0.02,3.55,547180,622766,SD,PHI,Infield shift,Standard,632830,39,3,4-Seam Fastball,1,3,3,1,0.0,-0.057,2021
729,FF,2021-08-22,"Harper, Bryce",,,,,,,,,,,,,S,,,,called_strike,Bryce Harper strikes out swinging.,1,0,1-0,9,1,0,0,0,1,0,93.3,2114.0,225.0,-1.26,15.120000000000001,16.919999999999998,-0.67,5.97,92.3,5.7,54.78,-0.61,0.61,1.63,,,,0,5,Top,605170,5.965220390633296,-135.6007926000628,-8.41373724561971,-16.866639492779264,28.941076120181776,-13.174602471557938,3.32,1.71,L,R,93.3,2114.0,225.0,-1.26,15.120000000000001,16.919999999999998,-0.67,5.97,92.3,5.7,54.78,-0.61,0.61,1.63,547180,622766,SD,PHI,Infield shift,Standard,632830,39,2,4-Seam Fastball,1,3,3,1,0.0,-0.049,2021
730,CH,2021-08-22,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper strikes out swinging.,0,0,0-0,1,0,0,0,0,0,0,82.6,1393.0,248.0,-1.31,15.72,9.600000000000001,-0.78,6.02,81.6,5.6,54.91,0.78,-0.78,3.31,,,,0,5,Top,605170,2.494660739651267,-120.35026259560432,-1.2299766330051485,-13.174057004441355,23.780760128699708,-24.345030498401396,3.35,1.76,L,R,82.6,1393.0,248.0,-1.31,15.72,9.600000000000001,-0.78,6.02,81.6,5.6,54.91,0.78,-0.78,3.31,547180,622766,SD,PHI,Infield shift,Standard,632830,39,1,Changeup,1,3,3,1,0.0,0.038,2021
731,CU,2021-08-21,"Harper, Bryce",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,swinging_strike,Bryce Harper strikes out swinging.,3,2,3-2,8,1,1,0,0,0,0,83.7,2830.0,48.0,0.72,-8.64,-17.64,-1.11,6.36,82.6,5.9,54.62,0.01,-0.01,1.78,,,,0,6,Top,543592,1.1073174001017003,-121.8368682201091,-1.1381385297473487,6.82050991525907,27.9203537782492,-46.66217316409523,3.49,1.6,L,R,83.7,2830.0,48.0,0.72,-8.64,-17.64,-1.11,6.36,82.6,5.9,54.62,0.01,-0.01,1.78,547180,605397,SD,PHI,Infield shift,Standard,632806,37,8,Curveball,0,1,1,0,0.024,-0.317,2021
732,FF,2021-08-21,"Harper, Bryce",76.9,40.0,211.0,,,,,,,,,,S,,,,foul,Bryce Harper strikes out swinging.,3,2,3-2,1,1,0,0,0,0,0,94.0,2609.0,199.0,-0.28,3.3600000000000003,7.92,-1.38,6.27,93.5,5.9,54.56,0.36,-0.36,3.39,,,,0,6,Top,543592,3.232259618483342,-136.9506311015488,-3.187053686645809,-4.185027089686202,30.041348188089287,-23.39977147171055,3.49,1.6,L,R,94.0,2609.0,199.0,-0.28,3.3600000000000003,7.92,-1.38,6.27,93.5,5.9,54.56,0.36,-0.36,3.39,547180,605397,SD,PHI,Infield shift,Standard,632806,37,7,4-Seam Fastball,0,1,1,0,0.0,0.0,2021
733,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,S,,,,foul,Bryce Harper strikes out swinging.,3,2,3-2,6,1,0,0,0,0,0,83.0,2895.0,45.0,0.77,-9.24,-16.919999999999998,-1.08,6.41,81.9,6.0,54.52,-0.69,0.69,2.3,,,,0,6,Top,543592,2.530569886756688,-120.75212838423462,-0.0601366552679707,6.813250392209777,27.78373157064637,-45.97390300876426,3.49,1.6,L,R,83.0,2895.0,45.0,0.77,-9.24,-16.919999999999998,-1.08,6.41,81.9,6.0,54.52,-0.69,0.69,2.3,547180,605397,SD,PHI,Infield shift,Standard,632806,37,6,Curveball,0,1,1,0,0.0,0.0,2021
734,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper strikes out swinging.,2,2,2-2,14,0,0,0,0,0,0,83.6,2943.0,38.0,1.25,-15.0,-15.96,-1.2,6.48,82.4,5.8,54.65,-1.38,1.38,0.98,,,,0,6,Top,543592,3.454197440133915,-121.65094950439826,-3.5205119683119186,11.48589652589189,27.32620459740572,-44.687045788426495,2.99,1.69,L,R,83.6,2943.0,38.0,1.25,-15.0,-15.96,-1.2,6.48,82.4,5.8,54.65,-1.38,1.38,0.98,547180,605397,SD,PHI,Infield shift,Standard,632806,37,5,Curveball,0,1,1,0,0.0,0.101,2021
735,FC,2021-08-21,"Harper, Bryce",81.6,55.0,220.0,,,,,,,,,,S,,,,foul,Bryce Harper strikes out swinging.,2,1,2-1,5,1,0,0,0,0,0,90.0,2574.0,189.0,0.56,-6.720000000000001,3.84,-1.62,6.33,89.6,5.8,54.71,0.07,-0.07,2.55,,,,0,6,Top,543592,2.6310087881193085,-131.07964928223345,-4.112399472522976,5.962943233151196,25.41619953766436,-27.894799022508,3.49,1.6,L,R,90.0,2574.0,189.0,0.56,-6.720000000000001,3.84,-1.62,6.33,89.6,5.8,54.71,0.07,-0.07,2.55,547180,605397,SD,PHI,Infield shift,Standard,632806,37,4,Cutter,0,1,1,0,0.0,-0.066,2021
736,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper strikes out swinging.,1,1,1-1,11,0,0,0,0,0,0,81.9,2774.0,47.0,0.85,-10.2,-12.24,-1.13,6.4,81.2,5.9,54.6,0.95,-0.95,3.23,,,,0,6,Top,543592,-1.233385420011914,-119.26860619692005,1.3612980926155622,8.352813256661756,23.92619478378441,-42.390982179561895,3.1,1.79,L,R,81.9,2774.0,47.0,0.85,-10.2,-12.24,-1.13,6.4,81.2,5.9,54.6,0.95,-0.95,3.23,547180,605397,SD,PHI,Infield shift,Standard,632806,37,3,Curveball,0,1,1,0,0.0,0.052,2021
737,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,S,,,,swinging_strike,Bryce Harper strikes out swinging.,1,0,1-0,14,1,1,0,0,0,1,81.8,2784.0,42.0,0.94,-11.28,-13.68,-1.03,6.44,80.8,5.8,54.71,-0.04,0.04,1.37,,,,0,6,Top,543592,0.5893571401015583,-119.11188545241158,-2.5984134931085414,8.787846264840592,25.29107087942012,-42.632571293372365,3.49,1.6,L,R,81.8,2784.0,42.0,0.94,-11.28,-13.68,-1.03,6.44,80.8,5.8,54.71,-0.04,0.04,1.37,547180,605397,SD,PHI,Infield shift,Standard,632806,37,2,Curveball,0,1,1,0,0.0,-0.049,2021
738,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper strikes out swinging.,0,0,0-0,11,0,0,0,0,0,0,80.6,2732.0,50.0,0.9,-10.8,-12.48,-1.16,6.42,79.4,5.7,54.84,1.85,-1.85,3.34,,,,0,6,Top,543592,-3.2056388490227574,-117.2908931734871,1.823403598218152,8.955301720014376,24.23686163633901,-42.3375123449025,3.3,1.81,L,R,80.6,2732.0,50.0,0.9,-10.8,-12.48,-1.16,6.42,79.4,5.7,54.84,1.85,-1.85,3.34,547180,605397,SD,PHI,Infield shift,Standard,632806,37,1,Curveball,0,1,1,0,0.0,0.038,2021
739,FF,2021-08-21,"Harper, Bryce",82.3,17.0,200.0,60.43,114.09,0.966,0.913,0.9,1.0,1.0,0.0,4.0,X,7.0,line_drive,single,hit_into_play,Bryce Harper singles on a line drive to left fielder Wil Myers.,0,1,0-1,3,1,0,0,0,0,0,94.2,2752.0,219.0,-0.09,1.08,14.76,-1.32,6.34,93.4,6.0,54.54,-0.51,0.51,3.29,,,,2,3,Top,543592,4.915555003927658,-136.9770046006803,-4.910751164763953,-2.2962055247679567,31.882549081005077,-15.7638110832789,3.49,1.6,L,R,94.2,2752.0,219.0,-0.09,1.08,14.76,-1.32,6.34,93.4,6.0,54.54,-0.51,0.51,3.29,547180,605397,SD,PHI,Infield shift,Standard,632806,18,2,4-Seam Fastball,0,1,1,0,-0.013,0.139,2021
740,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,S,,,,foul,Bryce Harper singles on a line drive to left fielder Wil Myers.,0,0,0-0,9,1,0,0,0,0,0,82.2,2843.0,39.0,1.05,-12.600000000000001,-12.84,-1.39,6.49,81.2,6.0,54.49,-0.34,0.34,1.99,,,,2,3,Top,543592,1.872581872550653,-119.59903033101128,-1.4498492818729527,9.51157159664195,27.17333105758682,-42.26957787696685,3.49,1.6,L,R,82.2,2843.0,39.0,1.05,-12.600000000000001,-12.84,-1.39,6.49,81.2,6.0,54.49,-0.34,0.34,1.99,547180,605397,SD,PHI,Infield shift,Standard,632806,18,1,Curveball,0,1,1,0,0.0,-0.018,2021
741,FF,2021-08-21,"Harper, Bryce",,,,,,,,0.7,1.0,0.0,0.0,,B,,,walk,ball,Bryce Harper walks.   Jean Segura to 2nd.,3,2,3-2,12,0,0,0,0,0,0,91.8,2217.0,95.0,1.66,-19.919999999999998,5.4,3.92,3.12,91.4,6.9,53.63,-1.42,1.42,4.03,605400.0,,516416.0,1,8,Top,543592,-10.017294394229811,-132.92337760478227,7.4761229335524035,22.0128455059076,34.99569311262001,-29.336829995095304,3.0,1.69,L,L,91.8,2217.0,95.0,1.66,-19.919999999999998,5.4,3.92,3.12,91.4,6.9,53.63,-1.42,1.42,4.03,547180,657612,SD,PHI,Standard,Strategic,632806,55,6,4-Seam Fastball,1,1,1,1,-0.039,0.537,2021
742,FF,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper walks.   Jean Segura to 2nd.,2,2,2-2,12,0,0,0,0,0,0,91.9,2182.0,100.0,1.56,-18.72,5.28,3.75,3.14,92.1,7.0,53.49,-0.83,0.83,3.75,605400.0,,516416.0,1,8,Top,543592,-10.899422227898404,-133.08545143804412,6.698104044822095,21.064314725170973,33.047676604346165,-29.0422576040882,2.98,1.71,L,L,91.9,2182.0,100.0,1.56,-18.72,5.28,3.75,3.14,92.1,7.0,53.49,-0.83,0.83,3.75,547180,657612,SD,PHI,Standard,Strategic,632806,55,5,4-Seam Fastball,1,1,1,1,0.0,0.097,2021
743,SI,2021-08-21,"Harper, Bryce",67.9,-42.0,3.0,,,,,,,,,,S,,,,foul,Bryce Harper walks.   Jean Segura to 2nd.,2,1,2-1,14,1,0,0,0,0,0,91.2,1985.0,89.0,1.64,-19.68,-2.64,3.85,3.07,91.7,7.0,53.47,-0.83,0.83,2.3,605400.0,,516416.0,1,8,Top,543592,-11.231867112290011,-132.18731772386457,4.602336733724277,21.6936899637442,30.83761562599041,-36.18904208889854,3.49,1.6,L,L,91.2,1985.0,89.0,1.64,-19.68,-2.64,3.85,3.07,91.7,7.0,53.47,-0.83,0.83,2.3,547180,657612,SD,PHI,Standard,Strategic,632806,55,4,Sinker,1,1,1,1,0.0,-0.178,2021
744,SI,2021-08-21,"Harper, Bryce",75.0,-15.0,10.0,,,,,,,,,,S,,,,foul,Bryce Harper walks.   Jean Segura to 2nd.,2,0,2-0,12,1,0,0,0,0,0,91.0,2130.0,92.0,1.82,-21.84,-2.88,4.04,3.05,91.1,7.0,53.46,-1.52,1.52,2.78,605400.0,,516416.0,1,8,Top,543592,-10.32389744621656,-131.75411955472848,5.999947437653962,23.502741593227643,32.79256698135092,-36.798819528045904,3.49,1.6,L,L,91.0,2130.0,92.0,1.82,-21.84,-2.88,4.04,3.05,91.1,7.0,53.46,-1.52,1.52,2.78,547180,657612,SD,PHI,Standard,Strategic,632806,55,3,Sinker,1,1,1,1,0.0,-0.114,2021
745,FF,2021-08-21,"Harper, Bryce",103.3,16.0,276.0,165.9,81.05,0.611,0.696,0.9,1.0,1.0,0.0,5.0,X,9.0,line_drive,single,hit_into_play,Bryce Harper singles on a line drive to right fielder Fernando Tatis.   Jean Segura to 2nd.,2,2,2-2,8,1,0,0,0,0,0,92.9,2670.0,217.0,-0.1,1.2000000000000002,11.040000000000001,-1.66,6.33,91.9,5.9,54.62,-0.1,0.1,1.87,,,516416.0,0,1,Top,543592,4.67906195624581,-135.07627319634508,-7.538189617809568,-2.292459504672553,31.50863980765421,-19.45385112337775,3.49,1.6,L,R,92.9,2670.0,217.0,-0.1,1.2000000000000002,11.040000000000001,-1.66,6.33,91.9,5.9,54.62,-0.1,0.1,1.87,547180,605397,SD,PHI,Infield shift,Standard,632806,3,5,4-Seam Fastball,0,1,1,0,-0.046,0.749,2021
746,SL,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper walks.   Jean Segura to 2nd.,1,0,1-0,13,0,0,0,0,0,0,87.3,2165.0,99.0,0.67,-8.040000000000001,3.7199999999999998,3.67,3.06,87.6,6.9,53.57,1.45,-1.45,2.12,605400.0,,516416.0,1,8,Top,543592,-13.804411809879928,-126.23911248739184,3.3955870863978417,10.123483164659511,26.816777426136625,-29.939092401535408,3.11,1.77,L,L,87.3,2165.0,99.0,0.67,-8.040000000000001,3.7199999999999998,3.67,3.06,87.6,6.9,53.57,1.45,-1.45,2.12,547180,657612,SD,PHI,Standard,Strategic,632806,55,2,Slider,1,1,1,1,0.0,0.107,2021
747,FF,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper singles on a line drive to right fielder Fernando Tatis.   Jean Segura to 2nd.,1,2,1-2,14,0,0,0,0,0,0,89.8,2226.0,225.0,-0.46,5.5200000000000005,6.24,-1.65,6.27,89.4,6.1,54.37,-0.58,0.58,0.84,,,516416.0,0,1,Top,543592,6.458543435253368,-130.45976129627562,-8.496845063179016,-6.666045726959885,27.74720790708436,-24.56699961905656,3.2,1.79,L,R,89.8,2226.0,225.0,-0.46,5.5200000000000005,6.24,-1.65,6.27,89.4,6.1,54.37,-0.58,0.58,0.84,547180,605397,SD,PHI,Infield shift,Standard,632806,3,4,4-Seam Fastball,0,1,1,0,0.0,0.064,2021
748,SI,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper walks.   Jean Segura to 2nd.,0,0,0-0,14,0,0,0,0,0,0,90.9,2109.0,92.0,1.72,-20.64,-3.0,3.86,2.96,91.0,6.8,53.69,-0.2,0.2,1.15,605400.0,,516416.0,1,8,Top,543592,-12.923279855073297,-131.62743128649623,2.06748136922415,22.801668037454863,30.550690289239995,-35.799836816728195,3.26,1.78,L,L,90.9,2109.0,92.0,1.72,-20.64,-3.0,3.86,2.96,91.0,6.8,53.69,-0.2,0.2,1.15,547180,657612,SD,PHI,Standard,Strategic,632806,55,1,Sinker,1,1,1,1,0.0,0.06,2021
749,CU,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper singles on a line drive to right fielder Fernando Tatis.   Jean Segura to 2nd.,0,2,0-2,14,0,0,0,0,0,0,83.0,2974.0,47.0,1.22,-14.64,-14.28,-1.26,6.5,81.2,6.1,54.41,-1.91,1.91,-0.16,,,516416.0,0,1,Top,543592,4.810606727790667,-120.44511963661245,-6.136637626002053,10.288304424645364,31.906274923564656,-42.08128113454541,3.07,1.71,L,R,83.0,2974.0,47.0,1.22,-14.64,-14.28,-1.26,6.5,81.2,6.1,54.41,-1.91,1.91,-0.16,547180,605397,SD,PHI,Infield shift,Standard,632806,3,3,Curveball,0,1,1,0,0.0,0.03,2021
750,FF,2021-08-21,"Harper, Bryce",81.1,66.0,188.0,,,,,,,,,,S,,,,foul,Bryce Harper singles on a line drive to right fielder Fernando Tatis.   Jean Segura to 2nd.,0,1,0-1,1,1,0,0,0,0,0,95.1,2553.0,212.0,-0.51,6.12,12.84,-1.72,6.37,93.8,5.8,54.75,0.73,-0.73,3.19,,,516416.0,0,1,Top,543592,3.693851154231861,-138.32555094728068,-4.96980800790732,-7.406533698584799,34.04394890599877,-17.56658376083936,3.49,1.6,L,R,95.1,2553.0,212.0,-0.51,6.12,12.84,-1.72,6.37,93.8,5.8,54.75,0.73,-0.73,3.19,547180,605397,SD,PHI,Infield shift,Standard,632806,3,2,4-Seam Fastball,0,1,1,0,0.0,-0.088,2021
751,FF,2021-08-21,"Harper, Bryce",,,,,,,,,,,,,S,,,,swinging_strike,Bryce Harper singles on a line drive to right fielder Fernando Tatis.   Jean Segura to 2nd.,0,0,0-0,4,1,1,0,1,0,0,94.2,2430.0,219.0,-0.4,4.800000000000001,15.72,-1.74,6.31,93.7,6.0,54.53,0.44,-0.44,2.66,,,516416.0,0,1,Top,543592,4.2419496973760245,-136.99858007098248,-6.656793640195668,-5.933131042126598,29.76567417317262,-14.39766680254666,3.49,1.6,L,R,94.2,2430.0,219.0,-0.4,4.800000000000001,15.72,-1.74,6.31,93.7,6.0,54.53,0.44,-0.44,2.66,547180,605397,SD,PHI,Infield shift,Standard,632806,3,1,4-Seam Fastball,0,1,1,0,0.0,-0.057,2021
752,SL,2021-08-20,"Harper, Bryce",111.0,25.0,430.0,219.43,51.26,0.991,1.97,2.0,1.0,0.0,3.0,6.0,X,,fly_ball,home_run,hit_into_play,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,3,2,3-2,9,1,0,0,0,0,0,84.3,2485.0,288.0,-0.4,4.800000000000001,-3.96,1.87,6.47,84.2,6.4,54.14,-0.38,0.38,1.67,,592663.0,,2,3,Top,543592,-2.664243368516042,-122.75511900893068,-4.09583214668308,-3.4884923117086077,26.28490668341312,-34.85100322867179,3.49,1.6,L,L,84.3,2485.0,288.0,-0.4,4.800000000000001,-3.96,1.87,6.47,84.2,6.4,54.14,-0.38,0.38,1.67,547180,605483,SD,PHI,Strategic,Strategic,632817,21,7,Slider,0,1,3,0,-0.18,1.783,2021
753,SL,2021-08-20,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,2,2,2-2,13,0,0,0,0,0,0,87.2,2398.0,219.0,-0.6,7.199999999999999,0.96,1.8,6.5,87.3,6.6,53.88,0.6,-0.6,1.3,,592663.0,,2,3,Top,543592,-4.556470947444312,-126.74987680115404,-6.461618179237871,-5.43324720168118,28.376047588106896,-30.065029798266163,3.0,1.49,L,L,87.2,2398.0,219.0,-0.6,7.199999999999999,0.96,1.8,6.5,87.3,6.6,53.88,0.6,-0.6,1.3,547180,605483,SD,PHI,Standard,Strategic,632817,21,6,Slider,0,1,1,0,0.0,0.061,2021
754,FF,2021-08-20,"Harper, Bryce",90.3,48.0,270.0,,,,,,,,,,S,,,,foul,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,2,2,2-2,2,1,0,0,0,0,0,96.3,2337.0,151.0,0.58,-6.959999999999999,18.240000000000002,1.86,6.48,96.7,6.9,53.65,0.11,-0.11,2.91,,592663.0,,2,3,Top,543592,-6.621303083853982,-139.91671841208213,-7.34839902019738,9.235989754709616,35.33830570427238,-10.668193134162491,3.49,1.6,L,L,96.3,2337.0,151.0,0.58,-6.959999999999999,18.240000000000002,1.86,6.48,96.7,6.9,53.65,0.11,-0.11,2.91,547180,605483,SD,PHI,Strategic,Strategic,632817,21,5,4-Seam Fastball,0,1,1,0,0.0,0.0,2021
755,SL,2021-08-20,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,1,2,1-2,13,0,0,0,0,0,0,86.5,2500.0,274.0,-0.27,3.24,0.48,1.88,6.49,86.9,6.6,53.92,0.47,-0.47,1.04,,592663.0,,2,3,Top,543592,-5.07671244772601,-125.83878775726328,-6.903479147760101,-1.8826487585688347,25.593874453686208,-30.491089232638085,3.06,1.55,L,L,86.5,2500.0,274.0,-0.27,3.24,0.48,1.88,6.49,86.9,6.6,53.92,0.47,-0.47,1.04,547180,605483,SD,PHI,Strategic,Strategic,632817,21,4,Slider,0,1,1,0,0.0,0.045,2021
756,FF,2021-08-20,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,0,2,0-2,12,0,0,0,0,0,0,95.2,2323.0,159.0,0.63,-7.5600000000000005,18.36,1.79,6.57,95.9,6.8,53.74,-0.69,0.69,4.04,,592663.0,,2,3,Top,543592,-4.336822579519932,-138.56874425439335,-4.452380617374699,9.1016282308517,32.224036412223334,-11.670684264139942,3.07,1.56,L,L,95.2,2323.0,159.0,0.63,-7.5600000000000005,18.36,1.79,6.57,95.9,6.8,53.74,-0.69,0.69,4.04,547180,605483,SD,PHI,Standard,Strategic,632817,21,3,4-Seam Fastball,0,1,1,0,0.0,0.027,2021
757,FF,2021-08-20,"Harper, Bryce",93.4,85.0,126.0,,,,,,,,,,S,,,,foul,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,0,1,0-1,5,1,0,0,0,0,0,96.5,2446.0,156.0,0.47,-5.64,19.919999999999998,1.78,6.54,96.5,6.6,53.88,-0.12,0.12,2.8,,592663.0,,2,3,Top,543592,-5.521991971457454,-140.12786934587277,-8.140964556507527,7.477092429153393,34.30469636049419,-8.599806609932472,3.49,1.6,L,L,96.5,2446.0,156.0,0.47,-5.64,19.919999999999998,1.78,6.54,96.5,6.6,53.88,-0.12,0.12,2.8,547180,605483,SD,PHI,Standard,Strategic,632817,21,2,4-Seam Fastball,0,1,1,0,0.0,-0.086,2021
758,FF,2021-08-20,"Harper, Bryce",,,,,,,,,,,,,S,,,,called_strike,Bryce Harper homers (23) on a fly ball to right field.    J.T. Realmuto scores.,0,0,0-0,4,1,0,1,0,1,0,96.3,2493.0,152.0,0.27,-3.24,20.04,1.8,6.56,96.7,6.7,53.77,0.63,-0.63,2.39,,592663.0,,2,3,Top,543592,-7.097060622988218,-139.7962539220904,-9.306240389412311,5.181472422543307,32.45842544142702,-8.369580824478817,3.25,1.65,L,L,96.3,2493.0,152.0,0.27,-3.24,20.04,1.8,6.56,96.7,6.7,53.77,0.63,-0.63,2.39,547180,605483,SD,PHI,Strategic,Strategic,632817,21,1,4-Seam Fastball,0,1,1,0,0.0,-0.045,2021
759,FF,2021-08-20,"Harper, Bryce",96.6,68.0,134.0,148.61,152.32,0.006,0.005,0.0,1.0,0.0,0.0,3.0,X,5.0,popup,out,hit_into_play,"Bryce Harper pops out, third baseman Manny Machado to first baseman Eric Hosmer.",2,2,2-2,2,1,0,0,0,0,0,95.7,2698.0,207.0,-0.8,9.600000000000001,17.64,-1.65,5.34,95.8,6.5,54.02,-0.17,0.17,3.37,,,516416.0,1,8,Top,543592,6.643055070260676,-139.23026753324137,-2.8555829356145703,-11.939189939241222,33.22129391241085,-12.702799999328262,3.49,1.6,L,R,95.7,2698.0,207.0,-0.8,9.600000000000001,17.64,-1.65,5.34,95.8,6.5,54.02,-0.17,0.17,3.37,547180,641941,SD,PHI,Infield shift,Strategic,632817,62,5,4-Seam Fastball,2,3,3,2,0.028,-0.266,2021
760,FF,2021-08-20,"Harper, Bryce",80.1,63.0,205.0,,,,,,,,,,S,,,,foul,"Bryce Harper pops out, third baseman Manny Machado to first baseman Eric Hosmer.",2,1,2-1,5,1,0,0,0,0,0,94.8,2511.0,210.0,-0.38,4.5600000000000005,20.4,-1.56,5.48,94.9,6.5,54.01,0.12,-0.12,2.59,,,516416.0,1,8,Top,543592,4.641565187588756,-137.93444077788223,-5.686711541801816,-5.938465757367203,32.57591368890968,-9.38768306023111,3.49,1.6,L,R,94.8,2511.0,210.0,-0.38,4.5600000000000005,20.4,-1.56,5.48,94.9,6.5,54.01,0.12,-0.12,2.59,547180,641941,SD,PHI,Infield shift,Strategic,632817,62,4,4-Seam Fastball,2,3,3,2,0.0,-0.096,2021
761,FC,2021-08-20,"Harper, Bryce",,,,,,,,,,,,,B,,,,ball,"Bryce Harper pops out, third baseman Manny Machado to first baseman Eric Hosmer.",1,1,1-1,14,0,0,0,0,0,0,86.7,2215.0,154.0,-0.04,0.48,3.0,-1.66,5.39,86.6,6.4,54.1,-0.08,0.08,0.73,,,516416.0,1,8,Top,543592,4.25575988394887,-126.06733300898618,-5.400270683533068,-1.316499133742261,26.892795680168494,-28.57607860937724,3.08,1.58,L,R,86.7,2215.0,154.0,-0.04,0.48,3.0,-1.66,5.39,86.6,6.4,54.1,-0.08,0.08,0.73,547180,641941,SD,PHI,Infield shift,Strategic,632817,62,3,Cutter,2,3,3,2,0.0,0.061,2021
