,pitch_type,game_date,player_name,launch_speed,launch_angle,hit_distance_sc,hc_x,hc_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,type,hit_location,bb_type,events,description,des,balls,strikes,pitch_count,zone,is_strike,swing_miss,first_pitch_take,first_pitch_swing,in_zone_take,out_of_zone_chase,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,stand,p_throws,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,batter,pitcher,home_team,away_team,if_fielding_alignment,of_fielding_alignment,game_pk,at_bat_number,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,delta_home_win_exp,delta_run_exp,game_year
757,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo walks.,2,2,2-2,11.0,0,0,0,0,0,0,95.7,2181.0,162.0,0.51,-6.12,16.200000000000003,0.64,6.22,96.8,6.5,53.97,1.06,-1.06,3.51,,518934.0,,2,5,Top,521692,-5.657322581588046,-139.400021554577,-4.705730986089808,7.765920484909411,26.92656114921811,-13.653912475917052,3.64,1.68,L,L,95.7,2181.0,162.0,0.51,-6.12,16.200000000000003,0.64,6.22,96.8,6.5,53.97,1.06,-1.06,3.51,608336,663738,KC,NYY,Infield shift,Standard,632987,38,5,4-Seam Fastball,2,3,3,2,0.0,0.061,2021
758,FF,2021-08-10,"Gallo, Joey",81.8,71.0,184.0,,,,,,,,,,S,,,,foul,Joey Gallo walks.,2,1,2-1,1.0,1,0,0,0,0,0,94.0,2097.0,163.0,0.5,-6.0,14.76,0.68,6.19,94.8,6.6,53.9,0.29,-0.29,3.08,,518934.0,,2,5,Top,521692,-3.6498220272160102,-136.85440379713336,-5.126202436810464,7.039712356177622,28.547575613272947,-15.823127567332085,3.58,1.68,L,L,94.0,2097.0,163.0,0.5,-6.0,14.76,0.68,6.19,94.8,6.6,53.9,0.29,-0.29,3.08,608336,663738,KC,NYY,Infield shift,Standard,632987,38,4,4-Seam Fastball,2,3,3,2,0.0,-0.071,2021
759,SL,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo walks.,1,1,1-1,13.0,0,0,0,0,0,0,87.6,2153.0,103.0,0.09,-1.08,3.24,1.21,5.97,87.7,6.6,53.88,2.09,-2.09,-0.38,,,518934.0,2,5,Top,521692,-8.176685823403531,-126.98813029424662,-9.727947966350538,2.653317202942949,26.74852767842672,-27.314232162202103,3.5,1.68,L,L,87.6,2153.0,103.0,0.09,-1.08,3.24,1.21,5.97,87.7,6.6,53.88,2.09,-2.09,-0.38,608336,663738,KC,NYY,Infield shift,Standard,632987,38,3,Slider,2,3,3,2,-0.012,0.041,2021
760,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,swinging_strike,Joey Gallo walks.,1,0,1-0,1.0,1,1,0,0,0,0,94.0,2222.0,155.0,0.55,-6.6000000000000005,16.68,0.72,6.14,94.6,6.5,54.05,0.34,-0.34,3.23,,,518934.0,2,5,Top,521692,-3.991991635567585,-136.89186170236016,-4.961575610161047,7.809510328127129,28.329586293473884,-13.801726170825352,3.58,1.68,L,L,94.0,2222.0,155.0,0.55,-6.6000000000000005,16.68,0.72,6.14,94.6,6.5,54.05,0.34,-0.34,3.23,608336,663738,KC,NYY,Infield shift,Standard,632987,38,2,4-Seam Fastball,2,3,3,2,0.0,-0.048,2021
761,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo walks.,0,0,0-0,11.0,0,0,0,0,0,0,94.2,2197.0,163.0,0.46,-5.5200000000000005,17.52,0.57,6.23,94.8,6.5,53.99,1.52,-1.52,2.75,,,518934.0,2,5,Top,521692,-6.473889618118204,-137.02945091814917,-6.6230882743051005,7.099342338377456,28.191655229239903,-12.462005828067824,3.6,1.68,L,L,94.2,2197.0,163.0,0.46,-5.5200000000000005,17.52,0.57,6.23,94.8,6.5,53.99,1.52,-1.52,2.75,608336,663738,KC,NYY,Infield shift,Standard,632987,38,1,4-Seam Fastball,2,3,3,2,0.0,0.036,2021
762,SL,2021-08-10,"Gallo, Joey",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,swinging_strike,Joey Gallo strikes out swinging.,2,2,2-2,7.0,1,1,0,0,0,0,85.3,2000.0,199.0,-0.02,0.24,1.6800000000000002,1.2,5.96,85.6,6.4,54.15,0.32,-0.32,1.57,,519317.0,592450.0,2,3,Top,521692,-3.53326737442143,-124.21032859392297,-4.326860136072742,0.4967757916885581,24.110438598220487,-30.10318038119775,3.58,1.68,L,L,85.3,2000.0,199.0,-0.02,0.24,1.6800000000000002,1.2,5.96,85.6,6.4,54.15,0.32,-0.32,1.57,608336,663738,KC,NYY,Infield shift,Standard,632987,23,6,Slider,2,1,1,2,0.05,-0.391,2021
763,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,foul,Joey Gallo strikes out swinging.,2,2,2-2,7.0,1,0,0,0,0,0,95.1,2040.0,153.0,0.46,-5.5200000000000005,15.120000000000001,0.59,6.21,95.6,6.6,53.88,0.63,-0.63,2.22,,519317.0,592450.0,2,3,Top,521692,-4.247104452906071,-138.28049415543833,-7.700389742853972,6.805300084227901,30.66595817348754,-14.459993060267328,3.58,1.68,L,L,95.1,2040.0,153.0,0.46,-5.5200000000000005,15.120000000000001,0.59,6.21,95.6,6.6,53.88,0.63,-0.63,2.22,608336,663738,KC,NYY,Infield shift,Standard,632987,23,5,4-Seam Fastball,2,1,1,2,0.0,0.0,2021
764,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo strikes out swinging.,1,2,1-2,13.0,0,0,0,0,0,0,95.9,2267.0,151.0,0.52,-6.24,15.36,0.71,6.1,96.6,6.6,53.87,1.72,-1.72,2.21,,519317.0,592450.0,2,3,Top,521692,-7.636020705555164,-139.3353176932632,-7.632619147650633,8.376048391533462,29.455789211502584,-13.9330156653003,3.63,1.68,L,L,95.9,2267.0,151.0,0.52,-6.24,15.36,0.71,6.1,96.6,6.6,53.87,1.72,-1.72,2.21,608336,663738,KC,NYY,Infield shift,Standard,632987,23,4,4-Seam Fastball,2,1,1,2,0.0,0.078,2021
765,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo strikes out swinging.,0,2,0-2,11.0,0,0,0,0,0,0,95.3,2274.0,145.0,0.45,-5.4,14.28,0.83,5.98,96.0,6.6,53.95,0.93,-0.93,4.16,,519317.0,592450.0,2,3,Top,521692,-5.664405597891456,-138.78650889974767,-1.8654146733047088,7.007227550781234,29.82133771542023,-16.49774413454668,3.61,1.68,L,L,95.3,2274.0,145.0,0.45,-5.4,14.28,0.83,5.98,96.0,6.6,53.95,0.93,-0.93,4.16,608336,663738,KC,NYY,Infield shift,Standard,632987,23,3,4-Seam Fastball,2,1,1,2,0.0,0.035,2021
766,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,swinging_strike,Joey Gallo strikes out swinging.,0,1,0-1,1.0,1,1,0,0,0,0,94.6,2177.0,153.0,0.46,-5.5200000000000005,16.799999999999997,0.8,6.03,95.2,6.6,53.94,0.37,-0.37,3.0,,519317.0,592450.0,2,3,Top,521692,-4.0759430697373285,-137.71637825407413,-5.395403720310534,6.689463325127765,29.831119197314305,-13.366860128655226,3.58,1.68,L,L,94.6,2177.0,153.0,0.46,-5.5200000000000005,16.799999999999997,0.8,6.03,95.2,6.6,53.94,0.37,-0.37,3.0,608336,663738,KC,NYY,Infield shift,Standard,632987,23,2,4-Seam Fastball,2,1,1,2,0.0,-0.097,2021
767,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,swinging_strike,Joey Gallo strikes out swinging.,0,0,0-0,7.0,1,1,0,1,0,0,93.5,1948.0,148.0,0.5,-6.0,12.84,0.78,6.21,94.2,6.5,54.01,0.67,-0.67,1.63,,519317.0,592450.0,2,3,Top,521692,-4.851613129957387,-135.98528879653003,-8.511096899423956,7.211471500637602,26.379631154946367,-17.30771528989108,3.58,1.68,L,L,93.5,1948.0,148.0,0.5,-6.0,12.84,0.78,6.21,94.2,6.5,54.01,0.67,-0.67,1.63,608336,663738,KC,NYY,Infield shift,Standard,632987,23,1,4-Seam Fastball,2,1,1,2,0.0,-0.075,2021
768,SL,2021-08-10,"Gallo, Joey",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,called_strike,Joey Gallo called out on strikes.,3,2,3-2,5.0,1,0,0,0,1,0,86.2,1918.0,355.0,0.06,-0.72,0.36,1.06,6.0,85.6,6.3,54.16,-0.16,0.16,2.57,,,519317.0,2,1,Top,521692,-2.265557475487941,-125.45561086518086,-1.8547568824404723,1.12672242450813,30.16154573735435,-31.636798411227776,3.63,1.68,L,L,86.2,1918.0,355.0,0.06,-0.72,0.36,1.06,6.0,85.6,6.3,54.16,-0.16,0.16,2.57,608336,663738,KC,NYY,Infield shift,Standard,632987,4,9,Slider,0,0,0,0,0.022,-0.264,2021
769,FF,2021-08-10,"Gallo, Joey",80.5,60.0,213.0,,,,,,,,,,S,,,,foul,Joey Gallo called out on strikes.,3,2,3-2,4.0,1,0,0,0,0,0,95.3,2132.0,147.0,0.66,-7.92,15.0,0.92,5.94,96.3,6.7,53.79,0.38,-0.38,2.48,,,519317.0,2,1,Top,521692,-4.926296075113173,-138.72019401385356,-6.342458770740282,9.56134365351252,29.28491718492189,-14.753717551115376,3.58,1.68,L,L,95.3,2132.0,147.0,0.66,-7.92,15.0,0.92,5.94,96.3,6.7,53.79,0.38,-0.38,2.48,608336,663738,KC,NYY,Infield shift,Standard,632987,4,8,4-Seam Fastball,0,0,0,0,0.0,0.0,2021
770,FF,2021-08-10,"Gallo, Joey",74.8,49.0,223.0,,,,,,,,,,S,,,,foul,Joey Gallo called out on strikes.,3,2,3-2,5.0,1,0,0,0,0,0,95.3,2170.0,154.0,0.72,-8.64,15.84,0.89,6.04,96.0,6.7,53.84,-0.25,0.25,2.29,,,519317.0,2,1,Top,521692,-3.3327599218119923,-138.66000187601873,-7.234182891284454,9.980003165539449,30.611278631430796,-13.679927747306143,3.58,1.68,L,L,95.3,2170.0,154.0,0.72,-8.64,15.84,0.89,6.04,96.0,6.7,53.84,-0.25,0.25,2.29,608336,663738,KC,NYY,Infield shift,Standard,632987,4,7,4-Seam Fastball,0,0,0,0,0.0,0.0,2021
771,FF,2021-08-10,"Gallo, Joey",76.7,37.0,231.0,,,,,,,,,,S,,,,foul,Joey Gallo called out on strikes.,3,2,3-2,6.0,1,0,0,0,0,0,95.3,2144.0,155.0,0.68,-8.16,15.0,0.96,5.99,96.3,6.7,53.79,-0.59,0.59,2.96,,,519317.0,2,1,Top,521692,-2.5002102912867263,-138.7818540366029,-5.226719717393117,9.35866334783602,29.48984151677313,-14.996924821977316,3.58,1.68,L,L,95.3,2144.0,155.0,0.68,-8.16,15.0,0.96,5.99,96.3,6.7,53.79,-0.59,0.59,2.96,608336,663738,KC,NYY,Infield shift,Standard,632987,4,6,4-Seam Fastball,0,0,0,0,0.0,0.0,2021
772,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,Joey Gallo called out on strikes.,3,1,3-1,1.0,1,0,0,0,1,0,93.8,1981.0,153.0,0.45,-5.4,14.16,1.01,5.98,94.9,6.6,53.93,0.42,-0.42,3.32,,,519317.0,2,1,Top,521692,-4.729523531735037,-136.61768510123466,-3.83651388601858,6.533567093604954,25.968773827347125,-16.745144608444946,3.59,1.68,L,L,93.8,1981.0,153.0,0.45,-5.4,14.16,1.01,5.98,94.9,6.6,53.93,0.42,-0.42,3.32,608336,663738,KC,NYY,Infield shift,Standard,632987,4,5,4-Seam Fastball,0,0,0,0,0.0,-0.069,2021
773,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,Joey Gallo called out on strikes.,3,0,3-0,2.0,1,0,0,0,1,0,91.9,1896.0,155.0,0.5,-6.0,14.16,1.08,6.02,92.9,6.5,54.0,-0.05,0.05,3.64,,,519317.0,2,1,Top,521692,-3.695776284652748,-133.99604113627174,-2.846036950461783,6.739133660401685,25.183206738846188,-17.49170006646073,3.58,1.68,L,L,91.9,1896.0,155.0,0.5,-6.0,14.16,1.08,6.02,92.9,6.5,54.0,-0.05,0.05,3.64,608336,663738,KC,NYY,Infield shift,Standard,632987,4,4,4-Seam Fastball,0,0,0,0,0.0,-0.048,2021
774,SL,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo called out on strikes.,2,0,2-0,13.0,0,0,0,0,0,0,84.6,2028.0,75.0,0.03,-0.36,1.2000000000000002,1.15,6.03,84.8,6.4,54.12,1.86,-1.86,0.07,,,519317.0,2,1,Top,521692,-7.07311589270433,-122.89977330152172,-7.78650124457769,1.572658667581298,22.89811488714745,-29.832659712505485,3.57,1.68,L,L,84.6,2028.0,75.0,0.03,-0.36,1.2000000000000002,1.15,6.03,84.8,6.4,54.12,1.86,-1.86,0.07,608336,663738,KC,NYY,Infield shift,Standard,632987,4,3,Slider,0,0,0,0,0.0,0.068,2021
775,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo called out on strikes.,1,0,1-0,13.0,0,0,0,0,0,0,93.8,2213.0,150.0,0.59,-7.08,15.120000000000001,0.94,5.92,95.0,6.7,53.85,1.06,-1.06,2.34,,,519317.0,2,1,Top,521692,-6.518150888036612,-136.53168124031083,-6.44452107610199,8.714331392426649,26.10816757309713,-15.12242458848814,3.63,1.68,L,L,93.8,2213.0,150.0,0.59,-7.08,15.120000000000001,0.94,5.92,95.0,6.7,53.85,1.06,-1.06,2.34,608336,663738,KC,NYY,Infield shift,Standard,632987,4,2,4-Seam Fastball,0,0,0,0,0.0,0.05,2021
776,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo called out on strikes.,0,0,0-0,13.0,0,0,0,0,0,0,93.4,2074.0,158.0,0.32,-3.84,14.76,0.85,6.3,93.7,6.4,54.12,1.04,-1.04,2.35,,,519317.0,2,1,Top,521692,-5.560673172787785,-135.81816480219743,-7.163171419017964,5.103812593668715,28.324462316713085,-15.550434054794543,3.73,1.74,L,L,93.4,2074.0,158.0,0.32,-3.84,14.76,0.85,6.3,93.7,6.4,54.12,1.04,-1.04,2.35,608336,663738,KC,NYY,Infield shift,Standard,632987,4,1,4-Seam Fastball,0,0,0,0,0.0,0.036,2021
777,FF,2021-08-10,"Gallo, Joey",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,swinging_strike,Joey Gallo strikes out swinging.,2,2,2-2,12.0,1,1,0,0,0,1,98.3,2164.0,191.0,-0.32,3.84,15.36,-0.89,6.29,99.4,6.6,53.89,-0.15,0.15,4.24,,,,1,7,Top,521692,3.5795764953862994,-143.30595120911516,-3.136826977901878,-5.194390227672738,29.96310443088828,-13.950730285005678,3.58,1.68,L,R,98.3,2164.0,191.0,-0.32,3.84,15.36,-0.89,6.29,99.4,6.6,53.89,-0.15,0.15,4.24,608336,622251,KC,NYY,Infield shift,Strategic,632987,56,6,4-Seam Fastball,5,4,4,5,0.031,-0.142,2021
778,CU,2021-08-10,"Gallo, Joey",71.4,16.0,155.0,,,,,,,,,,S,,,,foul,Joey Gallo strikes out swinging.,2,2,2-2,2.0,1,0,0,0,0,0,83.7,2701.0,42.0,1.37,-16.44,-3.84,-2.07,6.22,84.0,6.3,54.16,-0.15,0.15,3.08,,,,1,7,Top,521692,2.434914280342565,-121.97141525980273,-0.2411120139686201,13.230793363314437,23.1299897806134,-35.506636315066714,3.58,1.68,L,R,83.7,2701.0,42.0,1.37,-16.44,-3.84,-2.07,6.22,84.0,6.3,54.16,-0.15,0.15,3.08,608336,622251,KC,NYY,Infield shift,Standard,632987,56,5,Curveball,5,4,4,5,0.0,0.0,2021
779,CU,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,Joey Gallo strikes out swinging.,2,1,2-1,3.0,1,0,0,0,1,0,81.2,2671.0,32.0,1.03,-12.36,-9.120000000000001,-1.26,6.21,81.2,6.3,54.21,-0.48,0.48,3.5,,,,1,7,Top,521692,1.936088356979124,-118.25975235171384,2.00525553489926,9.329335589153407,22.71278843246486,-39.86540646062974,3.49,1.57,L,R,81.2,2671.0,32.0,1.03,-12.36,-9.120000000000001,-1.26,6.21,81.2,6.3,54.21,-0.48,0.48,3.5,608336,622251,KC,NYY,Infield shift,Strategic,632987,56,4,Curveball,5,4,4,5,0.0,-0.053,2021
780,SI,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo strikes out swinging.,1,1,1-1,12.0,0,0,0,0,0,0,99.2,2289.0,197.0,-0.79,9.48,15.48,-1.26,6.11,99.6,6.5,54.02,-0.27,0.27,4.3,,,,1,7,Top,521692,6.0379450680724105,-144.3649664957326,-2.5992935193203874,-12.377185011395676,33.063775769296335,-13.645126746269776,3.62,1.68,L,R,99.2,2289.0,197.0,-0.79,9.48,15.48,-1.26,6.11,99.6,6.5,54.02,-0.27,0.27,4.3,608336,622251,KC,NYY,Infield shift,Strategic,632987,56,3,Sinker,5,4,4,5,0.0,0.038,2021
781,FF,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,Joey Gallo strikes out swinging.,1,0,1-0,9.0,1,0,0,0,1,0,97.4,2443.0,196.0,-0.37,4.4399999999999995,21.0,-0.97,6.34,98.0,6.6,53.87,-0.57,0.57,1.93,,,,1,7,Top,521692,5.016890510441202,-141.50524815083085,-10.389394336766763,-6.12237821722502,31.103025091545703,-6.458063878518915,3.57,1.68,L,R,97.4,2443.0,196.0,-0.37,4.4399999999999995,21.0,-0.97,6.34,98.0,6.6,53.87,-0.57,0.57,1.93,608336,622251,KC,NYY,Infield shift,Standard,632987,56,2,4-Seam Fastball,5,4,4,5,0.0,-0.032,2021
782,CU,2021-08-10,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo strikes out swinging.,0,0,0-0,14.0,0,0,0,0,0,0,81.0,2816.0,24.0,0.99,-11.879999999999999,-11.64,-1.34,6.09,80.6,6.3,54.21,-1.59,1.59,1.13,,,,1,7,Top,521692,4.649609825947096,-117.78956041714764,-2.5275977027215357,8.182686689450938,24.428801347389907,-40.84563568904937,3.56,1.59,L,R,81.0,2816.0,24.0,0.99,-11.879999999999999,-11.64,-1.34,6.09,80.6,6.3,54.21,-1.59,1.59,1.13,608336,622251,KC,NYY,Infield shift,Standard,632987,56,1,Curveball,5,4,4,5,0.0,0.026,2021
783,CH,2021-08-09,"Gallo, Joey",75.0,-4.0,32.0,139.97,131.75,0.12,0.108,0.9,1.0,1.0,0.0,2.0,X,4.0,ground_ball,single,hit_into_play,Joey Gallo singles on a ground ball to second baseman Whit Merrifield.   Aaron Judge to 3rd.,1,1,1-1,2.0,1,0,0,0,0,0,82.9,1146.0,208.0,-0.74,8.879999999999999,11.16,-0.88,5.95,84.0,6.7,53.78,0.03,-0.03,3.66,,592450.0,,1,7,Top,595956,3.4147626261876303,-120.7604385639342,-0.6281924122589998,-7.935559126570928,21.37419369345781,-23.109798736621087,3.58,1.68,L,R,82.9,1146.0,208.0,-0.74,8.879999999999999,11.16,-0.88,5.95,84.0,6.7,53.78,0.03,-0.03,3.66,608336,672578,KC,NYY,Strategic,Standard,632979,45,3,Changeup,0,0,0,0,-0.079,0.673,2021
784,FF,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo singles on a ground ball to second baseman Whit Merrifield.   Aaron Judge to 3rd.,0,1,0-1,12.0,0,0,0,0,0,0,97.6,2344.0,206.0,-0.64,7.68,16.56,-0.82,5.89,98.7,6.9,53.6,-1.89,1.89,2.94,,592450.0,,1,7,Top,595956,8.838756700600443,-141.90635913566555,-5.6785057730265125,-10.593109037069054,31.46611437719792,-12.38711263750833,3.64,1.79,L,R,97.6,2344.0,206.0,-0.64,7.68,16.56,-0.82,5.89,98.7,6.9,53.6,-1.89,1.89,2.94,608336,672578,KC,NYY,Strategic,Standard,632979,45,2,4-Seam Fastball,0,0,0,0,0.0,0.032,2021
785,FF,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,Joey Gallo singles on a ground ball to second baseman Whit Merrifield.   Aaron Judge to 3rd.,0,0,0-0,4.0,1,0,1,0,1,0,95.3,2366.0,214.0,-0.5,6.0,16.56,-0.94,5.94,96.1,6.6,53.86,0.65,-0.65,2.9,,592450.0,,1,7,Top,595956,1.885391709439905,-138.7502449624847,-5.507989391570844,-6.909391690305934,30.125406140057077,-13.36822685844184,3.63,1.71,L,R,95.3,2366.0,214.0,-0.5,6.0,16.56,-0.94,5.94,96.1,6.6,53.86,0.65,-0.65,2.9,608336,672578,KC,NYY,Strategic,Standard,632979,45,1,4-Seam Fastball,0,0,0,0,0.0,-0.046,2021
786,FF,2021-08-09,"Gallo, Joey",106.6,5.0,98.0,108.58,145.93,0.611,0.572,0.0,1.0,0.0,0.0,4.0,X,5.0,ground_ball,out,hit_into_play,"Joey Gallo grounds out sharply, third baseman Emmanuel Rivera to first baseman Carlos Santana.",1,2,1-2,14.0,1,0,0,0,0,0,98.8,2496.0,223.0,-0.84,10.08,15.600000000000001,-1.08,5.97,99.6,6.8,53.69,-0.48,0.48,1.26,,,,2,4,Top,595956,6.243574753546999,-143.41438944549557,-10.51572640652131,-13.008877228587766,32.20600707287478,-11.917014081437074,3.58,1.68,L,R,98.8,2496.0,223.0,-0.84,10.08,15.600000000000001,-1.08,5.97,99.6,6.8,53.69,-0.48,0.48,1.26,608336,672578,KC,NYY,Infield shift,Strategic,632979,26,4,4-Seam Fastball,0,0,0,0,0.013,-0.073,2021
787,CH,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,"Joey Gallo grounds out sharply, third baseman Emmanuel Rivera to first baseman Carlos Santana.",1,1,1-1,2.0,1,0,0,0,1,0,83.2,1276.0,207.0,-0.59,7.08,12.24,-1.04,5.9,84.5,6.8,53.65,-0.06,0.06,3.38,,,,2,4,Top,595956,3.733198389946484,-121.29106111870264,-1.390987692712301,-6.503841788411426,21.71613451389286,-22.025490592180045,3.55,1.69,L,R,83.2,1276.0,207.0,-0.59,7.08,12.24,-1.04,5.9,84.5,6.8,53.65,-0.06,0.06,3.38,608336,672578,KC,NYY,Infield shift,Strategic,632979,26,3,Changeup,0,0,0,0,0.0,-0.027,2021
788,CH,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,"Joey Gallo grounds out sharply, third baseman Emmanuel Rivera to first baseman Carlos Santana.",1,0,1-0,1.0,1,0,0,0,1,0,83.8,1138.0,205.0,-0.82,9.84,12.0,-1.04,5.96,84.8,6.8,53.75,0.28,-0.28,3.15,,,,2,4,Top,595956,3.4066284802841107,-122.05409474785964,-2.1005783357492995,-8.830038351875046,22.829923296471694,-21.98406999419983,3.54,1.68,L,R,83.8,1138.0,205.0,-0.82,9.84,12.0,-1.04,5.96,84.8,6.8,53.75,0.28,-0.28,3.15,608336,672578,KC,NYY,Infield shift,Strategic,632979,26,2,Changeup,0,0,0,0,0.0,-0.02,2021
789,FF,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,"Joey Gallo grounds out sharply, third baseman Emmanuel Rivera to first baseman Carlos Santana.",0,0,0-0,14.0,0,0,0,0,0,0,96.8,2446.0,217.0,-0.79,9.48,16.919999999999998,-1.08,5.82,97.5,6.8,53.73,-0.75,0.75,0.77,,,,2,4,Top,595956,6.720188648249001,-140.42255678918195,-11.194448261436206,-12.003098097750351,30.616539948213813,-11.164150840342232,3.54,1.68,L,R,96.8,2446.0,217.0,-0.79,9.48,16.919999999999998,-1.08,5.82,97.5,6.8,53.73,-0.75,0.75,0.77,608336,672578,KC,NYY,Infield shift,Strategic,632979,26,1,4-Seam Fastball,0,0,0,0,0.0,0.016,2021
790,FF,2021-08-09,"Gallo, Joey",104.8,13.0,225.0,168.7,119.79,0.857,0.868,0.0,1.0,0.0,0.0,4.0,X,4.0,line_drive,out,hit_into_play,Joey Gallo lines out sharply to second baseman Whit Merrifield.,2,2,2-2,4.0,1,0,0,0,0,0,98.4,2426.0,215.0,-0.79,9.48,16.44,-0.57,6.1,98.8,6.6,53.86,0.38,-0.38,2.29,,,,0,2,Top,595956,2.3627969176879446,-143.06330394291925,-8.060090574379124,-11.3277301361149,34.0113277062881,-11.698184651570998,3.58,1.68,L,R,98.4,2426.0,215.0,-0.79,9.48,16.44,-0.57,6.1,98.8,6.6,53.86,0.38,-0.38,2.29,608336,672578,KC,NYY,Infield shift,Strategic,632979,8,5,4-Seam Fastball,0,0,0,0,0.023,-0.216,2021
791,FF,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,S,,,,swinging_strike,Joey Gallo lines out sharply to second baseman Whit Merrifield.,2,1,2-1,8.0,1,1,0,0,0,0,98.1,2382.0,208.0,-0.56,6.720000000000001,16.56,-0.88,5.92,98.5,6.7,53.8,0.04,-0.04,2.19,,,,0,2,Top,595956,3.587738676110704,-142.65308463215624,-7.806318828305302,-8.497736077319615,35.286902536523826,-11.697465953725144,3.58,1.68,L,R,98.1,2382.0,208.0,-0.56,6.720000000000001,16.56,-0.88,5.92,98.5,6.7,53.8,0.04,-0.04,2.19,608336,672578,KC,NYY,Infield shift,Standard,632979,8,4,4-Seam Fastball,0,0,0,0,0.0,-0.066,2021
792,FF,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,S,,,,called_strike,Joey Gallo lines out sharply to second baseman Whit Merrifield.,2,0,2-0,7.0,1,0,0,0,1,0,97.2,2386.0,217.0,-0.89,10.68,16.56,-1.06,5.87,97.6,6.6,53.93,0.67,-0.67,2.1,,,,0,2,Top,595956,3.1225571062174846,-141.4307534867728,-7.772678742110597,-12.705536279899428,32.74820439557747,-12.030682585206817,3.44,1.68,L,R,97.2,2386.0,217.0,-0.89,10.68,16.56,-1.06,5.87,97.6,6.6,53.93,0.67,-0.67,2.1,608336,672578,KC,NYY,Infield shift,Standard,632979,8,3,4-Seam Fastball,0,0,0,0,0.0,-0.067,2021
793,CH,2021-08-09,"Gallo, Joey",,,,,,,,,,,,,B,,,,ball,Joey Gallo lines out sharply to second baseman Whit Merrifield.,1,0,1-0,13.0,0,0,0,0,0,0,84.0,1256.0,208.0,-1.04,12.48,6.6000000000000005,-1.18,5.95,84.4,6.5,53.99,1.5,-1.5,2.33,,,,0,2,Top,595956,1.3324112272117057,-122.33093791105868,-3.104838202136296,-10.673665877614852,23.81847664411173,-26.223521338550384,3.57,1.71,L,R,84.0,1256.0,208.0,-1.04,12.48,6.6000000000000005,-1.18,5.95,84.4,6.5,53.99,1.5,-1.5,2.33,608336,672578,KC,NYY,Infield shift,Standard,632979,8,2,Changeup,0,0,0,0,0.0,0.07,2021
