,pitch_type,game_date,player_name,launch_speed,launch_angle,hit_distance_sc,hc_x,hc_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,type,hit_location,bb_type,events,description,des,balls,strikes,pitch_count,zone,is_strike,swing_miss,first_pitch_take,first_pitch_swing,in_zone_take,out_of_zone_chase,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,stand,p_throws,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,batter,pitcher,home_team,away_team,if_fielding_alignment,of_fielding_alignment,game_pk,at_bat_number,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,delta_home_win_exp,delta_run_exp,game_year
391,KC,2021-09-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds out, pitcher German Marquez to first baseman C.  J. Cron.",0,2,0-2,13,0,0,0,0,0,0,88.5,2578.0,15.0,-0.03,0.36,-1.6800000000000002,-1.49,6.19,87.7,5.3,55.23,0.2,-0.2,-0.03,,594807.0,,2,1,Top,553869,3.1410106118545618,-128.85784610754993,-8.823630718330548,-0.8337072669642845,20.6983059631582,-32.44683711470125,3.62,1.56,R,R,88.5,2578.0,15.0,-0.03,0.36,-1.6800000000000002,-1.49,6.19,87.7,5.3,55.23,0.2,-0.2,-0.03,621020,608566,COL,ATL,Strategic,Standard,632615,6,3,Knuckle Curve,0,2,2,0,-0.003,0.027,2021
392,FF,2021-09-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,"Dansby Swanson grounds out, pitcher German Marquez to first baseman C.  J. Cron.",0,1,0-1,9,1,0,0,0,1,0,95.5,2055.0,229.0,-0.5,6.0,10.44,-1.77,6.08,94.4,5.2,55.31,-0.55,0.55,1.92,,594807.0,,2,1,Top,553869,7.064243292705503,-138.96684142481178,-7.275589280160622,-7.790012040572925,24.416578344504853,-19.525427628587973,3.67,1.56,R,R,95.5,2055.0,229.0,-0.5,6.0,10.44,-1.77,6.08,94.4,5.2,55.31,-0.55,0.55,1.92,621020,608566,COL,ATL,Strategic,Standard,632615,6,2,4-Seam Fastball,0,2,2,0,0.0,-0.086,2021
393,FF,2021-09-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,swinging_strike,"Dansby Swanson grounds out, pitcher German Marquez to first baseman C.  J. Cron.",0,0,0-0,2,1,1,0,1,0,0,95.3,2181.0,227.0,-0.51,6.12,9.36,-1.81,6.02,94.2,5.1,55.42,-0.16,0.16,3.38,,594807.0,,2,1,Top,553869,6.170538666246504,-138.92623528017478,-3.124904524337018,-7.7552341941121075,24.684243111541388,-21.577215756785424,3.41,1.56,R,R,95.3,2181.0,227.0,-0.51,6.12,9.36,-1.81,6.02,94.2,5.1,55.42,-0.16,0.16,3.38,621020,608566,COL,ATL,Standard,Standard,632615,6,1,4-Seam Fastball,0,2,2,0,0.0,-0.045,2021
394,FF,2021-09-04,"Swanson, Dansby",91.8,42.0,314.0,205.78,100.24,0.006,0.006,0.0,1.0,0.0,0.0,3.0,X,9.0,fly_ball,out,hit_into_play,Dansby Swanson flies out to right fielder Charlie Blackmon.,1,1,1-1,7,1,0,0,0,0,0,97.9,2560.0,204.0,-0.15,1.7999999999999998,14.64,-0.78,6.67,97.3,5.6,54.93,0.47,-0.47,1.87,,,,1,6,Top,553869,1.1791062659984417,-142.5224475554299,-10.229365466675192,-2.350118806492252,27.386363013209458,-13.514148307738456,3.41,1.56,R,R,97.9,2560.0,204.0,-0.15,1.7999999999999998,14.64,-0.78,6.67,97.3,5.6,54.93,0.47,-0.47,1.87,621020,641755,COL,ATL,Standard,Standard,632615,47,3,4-Seam Fastball,4,4,4,4,0.025,-0.157,2021
395,SL,2021-09-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,swinging_strike,Dansby Swanson flies out to right fielder Charlie Blackmon.,1,0,1-0,14,1,1,0,0,0,1,93.0,2768.0,186.0,-0.3,3.5999999999999996,6.12,-0.95,6.55,92.3,5.5,55.01,-0.4,0.4,1.24,,,,1,6,Top,553869,4.049233289576639,-135.3271448916497,-8.921878434732921,-4.44011290881593,24.233156261543705,-24.396620013152788,3.41,1.56,R,R,93.0,2768.0,186.0,-0.3,3.5999999999999996,6.12,-0.95,6.55,92.3,5.5,55.01,-0.4,0.4,1.24,621020,641755,COL,ATL,Standard,Standard,632615,47,2,Slider,4,4,4,4,0.0,-0.032,2021
396,FF,2021-09-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson flies out to right fielder Charlie Blackmon.,0,0,0-0,11,0,0,0,0,0,0,96.6,2422.0,202.0,-0.1,1.2000000000000002,13.559999999999999,-0.74,6.71,95.8,5.4,55.13,0.85,-0.85,4.23,,,,1,6,Top,553869,-0.059128042684285,-140.91418959162905,-3.6717645262693934,-1.373161468283389,27.14818246502361,-16.373901409772678,3.59,1.56,R,R,96.6,2422.0,202.0,-0.1,1.2000000000000002,13.559999999999999,-0.74,6.71,95.8,5.4,55.13,0.85,-0.85,4.23,621020,641755,COL,ATL,Standard,Standard,632615,47,1,4-Seam Fastball,4,4,4,4,0.0,0.026,2021
397,CU,2021-09-04,"Swanson, Dansby",85.9,46.0,285.0,132.45,84.99,0.014,0.018,0.0,1.0,0.0,0.0,3.0,X,8.0,fly_ball,out,hit_into_play,Dansby Swanson out on a sacrifice fly to center fielder Garrett Hampson.   Freddie Freeman scores.,0,0,0-0,9,1,0,0,1,0,0,81.9,3133.0,41.0,0.94,-11.28,-4.32,-1.36,6.11,81.7,5.7,54.79,-0.28,0.28,2.1,518692.0,663586.0,594807.0,1,8,Top,553869,1.900870768307041,-119.36481309999589,-1.9077246276537292,8.75563687643599,19.50734070625461,-35.520132818447,3.41,1.56,R,R,81.9,3133.0,41.0,0.94,-11.28,-4.32,-1.36,6.11,81.7,5.7,54.79,-0.28,0.28,2.1,621020,596112,COL,ATL,Standard,Standard,632615,67,1,Curveball,7,4,5,7,0.067,-0.541,2021
398,FF,2021-09-03,"Swanson, Dansby",91.1,42.0,305.0,217.48,115.48,0.003,0.003,0.0,1.0,0.0,0.0,3.0,X,9.0,fly_ball,out,hit_into_play,Dansby Swanson flies out to right fielder Charlie Blackmon in foul territory.,2,2,2-2,7,1,0,0,0,0,0,93.7,1937.0,218.0,-0.31,3.7199999999999998,11.28,-2.42,5.9,93.9,6.2,54.33,0.51,-0.51,1.66,,,,1,7,Top,624513,5.595519924087576,-136.3580348225327,-7.344061552092956,-5.018578310087083,27.063154137474516,-19.0112060690426,3.41,1.56,R,R,93.7,1937.0,218.0,-0.31,3.7199999999999998,11.28,-2.42,5.9,93.9,6.2,54.33,0.51,-0.51,1.66,621020,622608,COL,ATL,Strategic,Standard,632644,48,6,4-Seam Fastball,4,3,3,4,0.031,-0.142,2021
399,SL,2021-09-03,"Swanson, Dansby",76.8,40.0,263.0,,,,,,,,,,S,,,,foul,Dansby Swanson flies out to right fielder Charlie Blackmon in foul territory.,2,2,2-2,14,1,0,0,0,0,0,84.5,1938.0,167.0,0.25,-3.0,1.08,-2.65,6.04,83.8,5.9,54.61,-1.0,1.0,1.88,,,,1,7,Top,624513,7.943261724190005,-122.8511172338127,-3.4861282250742933,0.9304744333374538,24.68009779350017,-30.720824470068905,3.41,1.56,R,R,84.5,1938.0,167.0,0.25,-3.0,1.08,-2.65,6.04,83.8,5.9,54.61,-1.0,1.0,1.88,621020,622608,COL,ATL,Strategic,Standard,632644,48,5,Slider,4,3,3,4,0.0,0.0,2021
400,SL,2021-09-03,"Swanson, Dansby",85.0,-30.0,4.0,,,,,,,,,,S,,,,foul,Dansby Swanson flies out to right fielder Charlie Blackmon in foul territory.,2,1,2-1,4,1,0,0,0,0,0,85.4,2099.0,164.0,0.27,-3.24,3.4799999999999995,-2.64,6.05,85.3,5.8,54.68,0.8,-0.8,2.44,,,,1,7,Top,624513,3.767045304344454,-124.42862095740767,-2.8710974226339463,2.137063936752361,21.615647947893905,-28.797419746444604,3.41,1.56,R,R,85.4,2099.0,164.0,0.27,-3.24,3.4799999999999995,-2.64,6.05,85.3,5.8,54.68,0.8,-0.8,2.44,621020,622608,COL,ATL,Strategic,Standard,632644,48,4,Slider,4,3,3,4,0.0,-0.053,2021
401,FF,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson flies out to right fielder Charlie Blackmon in foul territory.,1,1,1-1,14,0,0,0,0,0,0,94.3,2150.0,217.0,-0.28,3.3600000000000003,7.68,-2.78,5.75,94.3,6.2,54.3,-1.1,1.1,1.57,,,,1,7,Top,624513,10.65433106535185,-136.94887011162905,-6.583286885898617,-5.665832758949735,27.37390303556181,-22.89074088467178,3.77,1.82,R,R,94.3,2150.0,217.0,-0.28,3.3600000000000003,7.68,-2.78,5.75,94.3,6.2,54.3,-1.1,1.1,1.57,621020,622608,COL,ATL,Strategic,Standard,632644,48,3,4-Seam Fastball,4,3,3,4,0.0,0.038,2021
402,FF,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson flies out to right fielder Charlie Blackmon in foul territory.,1,0,1-0,9,1,0,0,0,1,0,92.7,2066.0,213.0,-0.35,4.199999999999999,8.28,-2.8,5.79,92.7,6.1,54.37,-0.32,0.32,1.74,,,,1,7,Top,624513,8.709197315874606,-134.73870339449024,-6.087532631203032,-6.030004043553512,26.340507898875,-22.641883589527687,3.72,1.81,R,R,92.7,2066.0,213.0,-0.35,4.199999999999999,8.28,-2.8,5.79,92.7,6.1,54.37,-0.32,0.32,1.74,621020,622608,COL,ATL,Strategic,Standard,632644,48,2,4-Seam Fastball,4,3,3,4,0.0,-0.032,2021
403,SL,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson flies out to right fielder Charlie Blackmon in foul territory.,0,0,0-0,14,0,0,0,0,0,0,85.4,2080.0,175.0,0.36,-4.32,3.5999999999999996,-2.72,6.04,85.5,6.0,54.46,-0.8,0.8,1.43,,,,1,7,Top,624513,7.535085714343785,-124.23614474048178,-5.215163912383207,2.434437831337469,21.341186769002604,-28.318342474807885,3.8,1.89,R,R,85.4,2080.0,175.0,0.36,-4.32,3.5999999999999996,-2.72,6.04,85.5,6.0,54.46,-0.8,0.8,1.43,621020,622608,COL,ATL,Standard,Standard,632644,48,1,Slider,4,3,3,4,0.0,0.026,2021
404,SL,2021-09-03,"Swanson, Dansby",98.7,20.0,330.0,85.95,71.75,0.349,0.412,0.0,1.0,0.0,0.0,5.0,X,7.0,line_drive,out,hit_into_play,Dansby Swanson lines out to left fielder Raimel Tapia.,1,2,1-2,3,1,0,0,0,0,0,85.8,2035.0,148.0,0.42,-5.04,2.2800000000000002,-2.55,6.12,85.9,5.9,54.56,-0.4,0.4,2.87,,,,2,4,Top,624513,6.114754673762582,-124.99657266809103,-1.8955603967116168,3.3670473028135985,21.292839443634413,-30.00257396898216,3.41,1.56,R,R,85.8,2035.0,148.0,0.42,-5.04,2.2800000000000002,-2.55,6.12,85.9,5.9,54.56,-0.4,0.4,2.87,621020,622608,COL,ATL,Standard,Standard,632644,28,4,Slider,3,2,2,3,0.013,-0.073,2021
405,FF,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson lines out to left fielder Raimel Tapia.,1,1,1-1,3,1,0,0,0,1,0,94.4,2057.0,217.0,-0.55,6.6000000000000005,9.84,-2.63,5.88,94.8,6.1,54.41,-0.41,0.41,3.3,,,,2,4,Top,624513,9.11153625424928,-137.4134071146854,-2.9437461206639988,-8.694000921447264,24.6212230302316,-21.209783103787437,3.79,1.89,R,R,94.4,2057.0,217.0,-0.55,6.6000000000000005,9.84,-2.63,5.88,94.8,6.1,54.41,-0.41,0.41,3.3,621020,622608,COL,ATL,Standard,Standard,632644,28,3,4-Seam Fastball,3,2,2,3,0.0,-0.027,2021
406,FF,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson lines out to left fielder Raimel Tapia.,1,0,1-0,5,1,0,0,0,1,0,94.1,1996.0,218.0,-0.5,6.0,9.0,-2.77,5.88,94.9,6.3,54.24,0.26,-0.26,2.42,,,,2,4,Top,624513,7.626830027710682,-137.02493352287382,-5.039334953311227,-7.770283358354467,23.92669947184191,-21.88644057122044,3.71,1.78,R,R,94.1,1996.0,218.0,-0.5,6.0,9.0,-2.77,5.88,94.9,6.3,54.24,0.26,-0.26,2.42,621020,622608,COL,ATL,Standard,Standard,632644,28,2,4-Seam Fastball,3,2,2,3,0.0,-0.02,2021
407,FF,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson lines out to left fielder Raimel Tapia.,0,0,0-0,14,0,0,0,0,0,0,94.7,2222.0,219.0,-0.51,6.12,10.2,-2.63,5.9,95.0,6.2,54.32,-1.54,1.54,2.11,,,,2,4,Top,624513,11.987835166755502,-137.45703007644593,-6.175270044305768,-8.797240103079377,25.029824899242243,-20.21437191013466,3.67,1.74,R,R,94.7,2222.0,219.0,-0.51,6.12,10.2,-2.63,5.9,95.0,6.2,54.32,-1.54,1.54,2.11,621020,622608,COL,ATL,Standard,Strategic,632644,28,1,4-Seam Fastball,3,2,2,3,0.0,0.016,2021
408,SL,2021-09-03,"Swanson, Dansby",60.7,-27.0,5.0,92.87,170.62,0.06,0.055,0.0,1.0,0.0,0.0,2.0,X,5.0,ground_ball,out,hit_into_play,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",1,1,1-1,5,1,0,0,0,0,0,85.7,2108.0,148.0,0.56,-6.720000000000001,3.96,-2.62,6.17,85.9,5.9,54.58,-0.2,0.2,2.49,,,,0,2,Top,624513,5.489876285850566,-124.87422831115488,-3.2067805885174794,5.088304343373943,20.4394375553038,-28.33632948595554,3.41,1.56,R,R,85.7,2108.0,148.0,0.56,-6.720000000000001,3.96,-2.62,6.17,85.9,5.9,54.58,-0.2,0.2,2.49,621020,622608,COL,ATL,Standard,Standard,632644,10,3,Slider,1,1,1,1,0.023,-0.23,2021
409,FF,2021-09-03,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",0,1,0-1,14,0,0,0,0,0,0,94.5,2105.0,220.0,-0.57,6.84,8.52,-2.64,5.85,95.3,6.3,54.21,-1.21,1.21,1.56,,,,0,2,Top,624513,11.279757045962125,-137.27438604798417,-7.188828380839454,-9.276206353228538,22.881422615794268,-21.86295458190258,3.81,1.88,R,R,94.5,2105.0,220.0,-0.57,6.84,8.52,-2.64,5.85,95.3,6.3,54.21,-1.21,1.21,1.56,621020,622608,COL,ATL,Standard,Standard,632644,10,2,4-Seam Fastball,1,1,1,1,0.0,0.027,2021
410,FF,2021-09-03,"Swanson, Dansby",76.7,51.0,239.0,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",0,0,0-0,1,1,0,0,1,0,0,93.9,2148.0,220.0,-0.37,4.4399999999999995,10.44,-2.67,6.08,93.8,5.9,54.61,0.39,-0.39,2.9,,,,0,2,Top,624513,6.659475861324017,-136.6887647271861,-4.497590885764892,-5.9197198269702325,25.45042711802097,-20.45584635276976,3.41,1.56,R,R,93.9,2148.0,220.0,-0.37,4.4399999999999995,10.44,-2.67,6.08,93.8,5.9,54.61,0.39,-0.39,2.9,621020,622608,COL,ATL,Standard,Standard,632644,10,1,4-Seam Fastball,1,1,1,1,0.0,-0.038,2021
411,FC,2021-09-02,"Swanson, Dansby",99.1,-2.0,27.0,106.55,150.48,0.377,0.367,0.0,1.0,0.0,0.0,2.0,X,6.0,ground_ball,out,hit_into_play,"Dansby Swanson grounds out, shortstop Trevor Story to first baseman C.  J. Cron.",1,0,1-0,7,1,0,0,0,0,0,87.0,2374.0,150.0,0.28,-3.3600000000000003,3.24,-2.08,5.86,87.4,5.8,54.66,0.49,-0.49,1.73,,663586.0,,1,3,Top,553869,3.2322773964564893,-126.8973220026349,-4.430555194128232,2.549898103174935,19.186792551019597,-28.677318791839664,3.41,1.56,R,R,87.0,2374.0,150.0,0.28,-3.3600000000000003,3.24,-2.08,5.86,87.4,5.8,54.66,0.49,-0.49,1.73,621020,592346,COL,ATL,Standard,Standard,632695,20,2,Cutter,0,3,3,0,0.019,-0.328,2021
412,FF,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds out, shortstop Trevor Story to first baseman C.  J. Cron.",0,0,0-0,14,0,0,0,0,0,0,91.9,2294.0,212.0,-0.16,1.92,8.28,-1.89,5.95,92.2,5.9,54.64,-1.13,1.13,2.65,,663586.0,,1,3,Top,553869,7.9393308684731965,-133.84091333827178,-4.124293586614645,-3.2379911885759323,21.09421270381504,-23.20408615181709,3.63,1.72,R,R,91.9,2294.0,212.0,-0.16,1.92,8.28,-1.89,5.95,92.2,5.9,54.64,-1.13,1.13,2.65,621020,592346,COL,ATL,Standard,Standard,632695,20,1,4-Seam Fastball,0,3,3,0,0.0,0.032,2021
413,FF,2021-09-02,"Swanson, Dansby",81.0,-23.0,5.0,90.03,166.77,0.051,0.046,0.0,1.0,0.0,0.0,2.0,X,5.0,ground_ball,out,hit_into_play,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",3,2,3-2,4,1,0,0,0,0,0,92.6,2457.0,169.0,-0.3,3.5999999999999996,12.36,1.03,5.56,93.4,6.4,54.11,0.68,-0.68,2.19,,,,2,7,Top,553869,-3.7334182822559008,-134.9479246778004,-5.148003533988272,-2.95215130898022,25.355163522112854,-18.68195473090051,3.41,1.56,R,L,92.6,2457.0,169.0,-0.3,3.5999999999999996,12.36,1.03,5.56,93.4,6.4,54.11,0.68,-0.68,2.19,621020,656458,COL,ATL,Infield shift,Standard,632695,57,8,4-Seam Fastball,5,6,6,5,0.012,-0.134,2021
414,FF,2021-09-02,"Swanson, Dansby",75.6,-37.0,3.0,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",3,2,3-2,13,1,0,0,0,0,0,92.1,2345.0,177.0,0.03,-0.36,8.76,1.21,5.57,93.2,6.3,54.24,0.87,-0.87,2.21,,,,2,7,Top,553869,-5.336704087018874,-134.2859615556841,-4.450904272643149,1.2024262244040045,21.582084547898443,-22.55131085565894,3.41,1.56,R,L,92.1,2345.0,177.0,0.03,-0.36,8.76,1.21,5.57,93.2,6.3,54.24,0.87,-0.87,2.21,621020,656458,COL,ATL,Infield shift,Standard,632695,57,7,4-Seam Fastball,5,6,6,5,0.0,0.0,2021
415,FF,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",3,2,3-2,4,1,0,0,0,0,0,92.4,2405.0,176.0,-0.17,2.04,11.879999999999999,1.17,5.55,93.1,6.2,54.31,0.81,-0.81,2.8,,,,2,7,Top,553869,-4.666413735290487,-134.73799465703632,-3.4765723283348837,-1.320382911436682,24.08379233297451,-19.458733828166608,3.41,1.56,R,L,92.4,2405.0,176.0,-0.17,2.04,11.879999999999999,1.17,5.55,93.1,6.2,54.31,0.81,-0.81,2.8,621020,656458,COL,ATL,Infield shift,Standard,632695,57,6,4-Seam Fastball,5,6,6,5,0.0,0.0,2021
416,FF,2021-09-02,"Swanson, Dansby",81.6,68.0,161.0,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",3,1,3-1,4,1,0,0,0,0,0,91.5,2471.0,173.0,0.07,-0.8400000000000001,12.0,1.27,5.62,92.5,6.4,54.13,0.43,-0.43,2.8,,,,2,7,Top,553869,-4.4227896406071725,-133.3130059805891,-3.5328643279347984,1.5646445401985838,23.173662010992377,-19.59443607381104,3.41,1.56,R,L,91.5,2471.0,173.0,0.07,-0.8400000000000001,12.0,1.27,5.62,92.5,6.4,54.13,0.43,-0.43,2.8,621020,656458,COL,ATL,Infield shift,Standard,632695,57,5,4-Seam Fastball,5,6,6,5,0.0,-0.027,2021
417,FF,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",2,1,2-1,13,0,0,0,0,0,0,92.4,2413.0,176.0,-0.24,2.88,13.080000000000002,1.09,5.57,93.4,6.5,54.0,1.62,-1.62,2.58,,,,2,7,Top,553869,-6.426947837706134,-134.58483948713038,-4.284996954051626,-1.7033941340130208,25.178474503212104,-18.11427530684081,3.62,1.77,R,L,92.4,2413.0,176.0,-0.24,2.88,13.080000000000002,1.09,5.57,93.4,6.5,54.0,1.62,-1.62,2.58,621020,656458,COL,ATL,Infield shift,Standard,632695,57,4,4-Seam Fastball,5,6,6,5,0.0,0.042,2021
418,FS,2021-09-02,"Swanson, Dansby",61.2,-54.0,2.0,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",2,0,2-0,6,1,0,0,0,0,0,84.5,1374.0,154.0,0.44,-5.28,13.200000000000001,1.36,5.58,85.1,6.1,54.36,-0.66,0.66,2.71,,,,2,7,Top,553869,-2.4993719711774487,-123.26051805631508,-2.6581727462783653,4.938589240471099,19.855911509288635,-20.509665957323023,3.41,1.56,R,L,84.5,1374.0,154.0,0.44,-5.28,13.200000000000001,1.36,5.58,85.1,6.1,54.36,-0.66,0.66,2.71,621020,656458,COL,ATL,Infield shift,Standard,632695,57,3,Split-Finger,5,6,6,5,0.0,-0.024,2021
419,FS,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",1,0,1-0,14,0,0,0,0,0,0,83.9,1269.0,147.0,0.6,-7.199999999999999,9.0,1.28,5.52,84.9,6.4,54.06,-1.47,1.47,2.64,,,,2,7,Top,553869,-0.7391522747737701,-122.32561588517328,-1.857120884557042,6.185095362685636,19.66144935056144,-24.4443598747466,3.63,1.71,R,L,83.9,1269.0,147.0,0.6,-7.199999999999999,9.0,1.28,5.52,84.9,6.4,54.06,-1.47,1.47,2.64,621020,656458,COL,ATL,Infield shift,Standard,632695,57,2,Split-Finger,5,6,6,5,0.0,0.024,2021
420,SL,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds out, third baseman Ryan McMahon to first baseman C.  J. Cron.",0,0,0-0,12,0,0,0,0,0,0,80.6,2521.0,313.0,-0.71,8.52,-4.800000000000001,1.44,5.62,80.6,6.0,54.53,-0.71,0.71,3.93,,,,2,7,Top,553869,-0.2781297371873369,-117.3858320795144,3.5700242365802666,-6.609015041074097,19.568702334124865,-36.73288008674953,3.63,1.82,R,L,80.6,2521.0,313.0,-0.71,8.52,-4.800000000000001,1.44,5.62,80.6,6.0,54.53,-0.71,0.71,3.93,621020,656458,COL,ATL,Infield shift,Standard,632695,57,1,Slider,5,6,6,5,0.0,0.016,2021
421,FF,2021-09-02,"Swanson, Dansby",82.0,31.0,290.0,206.59,113.5,0.054,0.068,0.0,1.0,0.0,0.0,3.0,X,9.0,fly_ball,out,hit_into_play,Dansby Swanson flies out to right fielder Charlie Blackmon.,1,0,1-0,9,1,0,0,0,0,0,91.9,2454.0,212.0,-0.16,1.92,9.120000000000001,-2.19,6.03,92.1,5.9,54.59,-0.32,0.32,1.79,,,663586.0,2,1,Top,553869,6.652947765589684,-133.82905172366247,-6.649799972003888,-3.09723306065777,23.185186730530503,-21.84595907466269,3.41,1.56,R,R,91.9,2454.0,212.0,-0.16,1.92,9.120000000000001,-2.19,6.03,92.1,5.9,54.59,-0.32,0.32,1.79,621020,592346,COL,ATL,Standard,Standard,632695,5,2,4-Seam Fastball,0,1,1,0,0.02,-0.263,2021
422,FF,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson flies out to right fielder Charlie Blackmon.,0,0,0-0,14,0,0,0,0,0,0,92.5,2406.0,219.0,-0.42,5.04,10.44,-2.23,5.97,92.3,5.9,54.62,-0.13,0.13,1.03,,,663586.0,2,1,Top,553869,6.878252275732329,-134.50911173910603,-8.697616343323746,-6.465899269905766,25.02791881399764,-19.97398685694869,3.64,1.81,R,R,92.5,2406.0,219.0,-0.42,5.04,10.44,-2.23,5.97,92.3,5.9,54.62,-0.13,0.13,1.03,621020,592346,COL,ATL,Standard,Standard,632695,5,1,4-Seam Fastball,0,1,1,0,0.0,0.036,2021
423,SL,2021-09-02,"Swanson, Dansby",86.4,26.0,320.0,44.72,97.4,0.114,0.141,0.0,1.0,0.0,0.0,3.0,X,7.0,line_drive,out,hit_into_play,Dansby Swanson out on a sacrifice fly to left fielder Connor Joe.   Freddie Freeman scores.,1,0,1-0,1,1,0,0,0,0,0,84.3,2314.0,87.0,0.45,-5.4,3.3600000000000003,-3.52,5.48,85.5,6.6,53.9,0.82,-0.82,2.93,518692.0,,663586.0,0,5,Top,553869,5.4071306706677,-122.83712731862784,-0.224771719457125,3.743841602845433,20.013294986356964,-29.48337750548855,3.41,1.56,R,R,84.3,2314.0,87.0,0.45,-5.4,3.3600000000000003,-3.52,5.48,85.5,6.6,53.9,0.82,-0.82,2.93,621020,622075,COL,ATL,Standard,Standard,632695,41,2,Slider,5,3,4,5,0.041,-0.441,2021
424,SL,2021-09-02,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson out on a sacrifice fly to left fielder Connor Joe.   Freddie Freeman scores.,0,0,0-0,14,0,0,0,0,0,0,85.7,2209.0,106.0,0.27,-3.24,2.64,-3.39,5.51,87.2,6.9,53.58,-1.33,1.33,1.68,518692.0,,663586.0,0,5,Top,553869,10.728581975554867,-124.48355379224007,-3.3408776746437487,1.1084222239501778,20.102394565959116,-29.425372365067407,3.57,1.71,R,R,85.7,2209.0,106.0,0.27,-3.24,2.64,-3.39,5.51,87.2,6.9,53.58,-1.33,1.33,1.68,621020,622075,COL,ATL,Standard,Standard,632695,41,1,Slider,5,3,3,5,0.0,0.024,2021
425,FF,2021-09-01,"Swanson, Dansby",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,called_strike,Dansby Swanson called out on strikes.,1,2,1-2,8,1,0,0,0,1,0,95.3,2537.0,222.0,-0.94,11.28,17.28,-3.22,5.6,94.8,6.1,54.37,-0.22,0.22,1.61,,,,1,6,Top,605131,11.083585625406188,-138.227604379545,-8.009845204600506,-14.568284551134669,30.51885789471231,-12.064913478828167,3.51,1.56,R,R,95.3,2537.0,222.0,-0.94,11.28,17.28,-3.22,5.6,94.8,6.1,54.37,-0.22,0.22,1.61,621020,453286,LAD,ATL,Infield shift,Standard,632656,38,5,4-Seam Fastball,2,0,0,2,0.021,-0.114,2021
