,pitch_type,game_date,player_name,launch_speed,launch_angle,hit_distance_sc,hc_x,hc_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,type,hit_location,bb_type,events,description,des,balls,strikes,pitch_count,zone,is_strike,swing_miss,first_pitch_take,first_pitch_swing,in_zone_take,out_of_zone_chase,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,fielder_2,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,stand,p_throws,release_speed,release_spin_rate,spin_axis,pfx_x,pfx_-x,pfx_z,release_pos_x,release_pos_z,effective_speed,release_extension,release_pos_y,plate_-x,plate_x,plate_z,batter,pitcher,home_team,away_team,if_fielding_alignment,of_fielding_alignment,game_pk,at_bat_number,pitch_number,pitch_name,home_score,away_score,post_away_score,post_home_score,delta_home_win_exp,delta_run_exp,game_year
1231,SL,2021-07-05,"Swanson, Dansby",88.2,-1.0,34.0,101.01,176.08,0.286,0.273,0.9,1.0,1.0,0.0,2.0,X,5.0,ground_ball,single,hit_into_play,Dansby Swanson singles on a ground ball to third baseman Ke'Bryan Hayes.   Austin Riley to 2nd.,3,2,3-2,6,1,0,0,0,0,0,79.0,3344.0,66.0,1.65,-19.799999999999997,-2.04,-1.25,5.36,79.2,6.4,54.11,-0.51,0.51,2.35,,,663586.0,0,8,Top,607732,0.7715741636184179,-115.1289981342287,0.5697361102313776,14.493929382182104,22.0324635808116,-33.99724997876169,3.41,1.56,R,R,79.0,3344.0,66.0,1.65,-19.799999999999997,-2.04,-1.25,5.36,79.2,6.4,54.11,-0.51,0.51,2.35,621020,605195,PIT,ATL,Standard,Standard,633411,68,6,Slider,9,1,1,9,-0.003,0.577,2021
1232,SI,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson singles on a ground ball to third baseman Ke'Bryan Hayes.   Austin Riley to 2nd.,3,1,3-1,8,1,0,0,0,1,0,93.3,2409.0,221.0,-1.21,14.52,5.04,-1.25,5.34,93.2,6.3,54.22,-0.11,0.11,1.54,,,663586.0,0,8,Top,607732,6.156612929330423,-135.70116262456656,-4.944067346233667,-16.351278225709393,30.095221008320188,-26.035019317083503,3.48,1.56,R,R,93.3,2409.0,221.0,-1.21,14.52,5.04,-1.25,5.34,93.2,6.3,54.22,-0.11,0.11,1.54,621020,605195,PIT,ATL,Standard,Standard,633411,68,5,Sinker,9,1,1,9,0.0,-0.134,2021
1233,FF,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson singles on a ground ball to third baseman Ke'Bryan Hayes.   Austin Riley to 2nd.,3,0,3-0,5,1,0,0,0,1,0,91.8,2387.0,220.0,-0.44,5.28,13.440000000000001,-1.17,5.28,92.0,6.1,54.39,-0.22,0.22,2.18,,,663586.0,0,8,Top,607732,4.45403681979876,-133.6449304404084,-4.445966749295707,-6.173701249124257,25.45472923649461,-18.02000167965125,3.43,1.56,R,R,91.8,2387.0,220.0,-0.44,5.28,13.440000000000001,-1.17,5.28,92.0,6.1,54.39,-0.22,0.22,2.18,621020,605195,PIT,ATL,Standard,Standard,633411,68,4,4-Seam Fastball,9,1,1,9,0.0,-0.136,2021
1234,FF,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson singles on a ground ball to third baseman Ke'Bryan Hayes.   Austin Riley to 2nd.,2,0,2-0,14,0,0,0,0,0,0,92.2,2366.0,224.0,-0.36,4.32,14.16,-1.25,5.25,92.9,6.5,54.04,-1.18,1.18,2.02,,,663586.0,0,8,Top,607732,6.958272707242797,-134.1323104555516,-5.013546531067288,-5.676755394083916,25.85878173311705,-16.951260093376117,3.38,1.56,R,R,92.2,2366.0,224.0,-0.36,4.32,14.16,-1.25,5.25,92.9,6.5,54.04,-1.18,1.18,2.02,621020,605195,PIT,ATL,Standard,Standard,633411,68,3,4-Seam Fastball,9,1,1,9,0.0,0.226,2021
1235,SI,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson singles on a ground ball to third baseman Ke'Bryan Hayes.   Austin Riley to 2nd.,1,0,1-0,14,0,0,0,0,0,0,92.5,2348.0,217.0,-1.36,16.32,5.04,-1.23,5.23,92.6,6.4,54.07,-0.43,0.43,1.49,,,663586.0,0,8,Top,607732,7.202012456993422,-134.45989305295413,-4.660572531685262,-18.039397893983857,29.718753555131297,-26.18529817895426,3.52,1.73,R,R,92.5,2348.0,217.0,-1.36,16.32,5.04,-1.23,5.23,92.6,6.4,54.07,-0.43,0.43,1.49,621020,605195,PIT,ATL,Standard,Standard,633411,68,2,Sinker,9,1,1,9,0.0,0.11,2021
1236,SI,2021-07-05,"Swanson, Dansby",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,swinging_strike,Dansby Swanson strikes out swinging.,2,2,2-2,11,1,1,0,0,0,1,95.7,2173.0,223.0,-1.4,16.799999999999997,3.12,-0.91,6.4,95.5,6.2,54.33,0.37,-0.37,3.7,,,,0,6,Top,607732,4.5723493015693,-139.28740112515013,-2.120051012466879,-19.24734526296526,31.30298333550099,-28.460950614406087,3.41,1.56,R,R,95.7,2173.0,223.0,-1.4,16.799999999999997,3.12,-0.91,6.4,95.5,6.2,54.33,0.37,-0.37,3.7,621020,605280,PIT,ATL,Standard,Standard,633411,43,5,Sinker,2,1,1,2,0.036,-0.216,2021
1237,SL,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson singles on a ground ball to third baseman Ke'Bryan Hayes.   Austin Riley to 2nd.,0,0,0-0,14,0,0,0,0,0,0,80.0,3208.0,82.0,1.6,-19.200000000000003,5.5200000000000005,-1.29,5.13,79.4,5.9,54.63,-1.66,1.66,2.32,,,663586.0,0,8,Top,607732,3.455122228890378,-116.50372960822848,-0.3537508324424685,13.937766574355248,22.147318451723116,-28.168583854630864,3.54,1.56,R,R,80.0,3208.0,82.0,1.6,-19.200000000000003,5.5200000000000005,-1.29,5.13,79.4,5.9,54.63,-1.66,1.66,2.32,621020,605195,PIT,ATL,Standard,Standard,633411,68,1,Slider,9,1,1,9,0.0,0.055,2021
1238,SI,2021-07-05,"Swanson, Dansby",81.4,9.0,132.0,,,,,,,,,,S,,,,foul,Dansby Swanson strikes out swinging.,2,1,2-1,2,1,0,0,0,0,0,97.2,2375.0,221.0,-1.43,17.16,6.959999999999999,-1.01,6.4,96.7,6.1,54.39,-0.26,0.26,2.89,,,,0,6,Top,607732,6.644346557157546,-141.35377646054295,-5.184427044316934,-20.72985513303312,33.49944255844761,-23.40048924549447,3.41,1.56,R,R,97.2,2375.0,221.0,-1.43,17.16,6.959999999999999,-1.01,6.4,96.7,6.1,54.39,-0.26,0.26,2.89,621020,605280,PIT,ATL,Standard,Standard,633411,43,4,Sinker,2,1,1,2,0.0,-0.066,2021
1239,SL,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson strikes out swinging.,1,1,1-1,12,0,0,0,0,0,0,87.8,2494.0,66.0,0.16,-1.92,-3.0,-0.92,6.47,87.7,5.9,54.57,-0.32,0.32,3.89,,,,0,6,Top,607732,2.669398386886798,-127.97396292898902,0.3041934356162059,1.2469368223236792,24.02566104899489,-35.20518986008024,3.51,1.56,R,R,87.8,2494.0,66.0,0.16,-1.92,-3.0,-0.92,6.47,87.7,5.9,54.57,-0.32,0.32,3.89,621020,605280,PIT,ATL,Standard,Standard,633411,43,3,Slider,2,1,1,2,0.0,0.052,2021
1240,SI,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson strikes out swinging.,1,0,1-0,8,1,0,0,0,1,0,96.1,2300.0,215.0,-1.12,13.440000000000001,12.120000000000001,-0.88,6.53,96.1,6.2,54.32,-0.19,0.19,1.53,,,,0,6,Top,607732,5.35466026874989,-139.64868710349828,-9.92412594492139,-15.79355124825566,28.940271477782737,-17.025175315897382,3.5,1.56,R,R,96.1,2300.0,215.0,-1.12,13.440000000000001,12.120000000000001,-0.88,6.53,96.1,6.2,54.32,-0.19,0.19,1.53,621020,605280,PIT,ATL,Standard,Standard,633411,43,2,Sinker,2,1,1,2,0.0,-0.049,2021
1241,SI,2021-07-05,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson strikes out swinging.,0,0,0-0,14,0,0,0,0,0,0,96.2,2153.0,225.0,-1.22,14.64,8.64,-0.91,6.49,96.0,6.1,54.37,-0.1,0.1,1.39,,,,0,6,Top,607732,5.423600171142015,-139.7921240888268,-9.525704031242862,-17.200949974128754,30.090944529182885,-20.81980053977787,3.45,1.56,R,R,96.2,2153.0,225.0,-1.22,14.64,8.64,-0.91,6.49,96.0,6.1,54.37,-0.1,0.1,1.39,621020,605280,PIT,ATL,Standard,Standard,633411,43,1,Sinker,2,1,1,2,0.0,0.038,2021
1242,FF,2021-07-04,"Swanson, Dansby",97.4,23.0,332.0,200.86,87.78,0.337,0.456,1.25,1.0,1.0,1.0,5.0,X,9.0,line_drive,double,hit_into_play,Dansby Swanson doubles (17) on a line drive to right fielder Adam Duvall.   Freddie Freeman scores.,0,1,0-1,12,1,0,0,0,0,0,91.5,2431.0,200.0,-0.03,0.36,13.559999999999999,-0.96,6.59,92.4,6.6,53.91,-0.27,0.27,3.69,,518692.0,,2,6,Bot,506702,3.1844138038115024,-133.31811338409662,-3.9740782903487872,-1.0179556307575095,26.63532055580419,-17.998381598288812,3.41,1.56,R,R,91.5,2431.0,200.0,-0.03,0.36,13.559999999999999,-0.96,6.59,92.4,6.6,53.91,-0.27,0.27,3.69,621020,605507,ATL,MIA,Standard,Strategic,633423,48,2,4-Seam Fastball,2,4,4,3,0.139,1.048,2021
1243,CU,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,Dansby Swanson doubles (17) on a line drive to right fielder Adam Duvall.   Freddie Freeman scores.,0,0,0-0,9,1,0,1,0,1,0,74.5,2175.0,30.0,0.38,-4.5600000000000005,-10.8,-1.15,6.49,74.8,6.4,54.1,-0.36,0.36,2.18,,518692.0,,2,6,Bot,506702,2.43522560946638,-108.57333838768868,-0.0798440734332066,2.6096649990392904,18.736709880304492,-39.53544140444076,3.59,1.55,R,R,74.5,2175.0,30.0,0.38,-4.5600000000000005,-10.8,-1.15,6.49,74.8,6.4,54.1,-0.36,0.36,2.18,621020,605507,ATL,MIA,Standard,Strategic,633423,48,1,Curveball,2,4,4,2,0.0,-0.045,2021
1244,CH,2021-07-04,"Swanson, Dansby",,,,,,,,0.0,1.0,0.0,0.0,,S,2.0,,strikeout,swinging_strike,Dansby Swanson strikes out swinging.,3,2,3-2,14,1,1,0,0,0,1,84.5,1640.0,227.0,-1.26,15.120000000000001,4.92,-1.16,6.21,85.4,6.7,53.76,-0.11,0.11,0.92,,,,1,4,Bot,506702,5.5082525572189125,-122.93459910254984,-6.884783081610245,-13.820782305748637,22.62347027952644,-26.861363702259297,3.41,1.56,R,R,84.5,1640.0,227.0,-1.26,15.120000000000001,4.92,-1.16,6.21,85.4,6.7,53.76,-0.11,0.11,0.92,621020,605507,ATL,MIA,Standard,Strategic,633423,29,6,Changeup,2,1,1,2,-0.015,-0.212,2021
1245,CU,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson strikes out swinging.,2,2,2-2,11,0,0,0,0,0,0,77.2,2224.0,29.0,0.04,-0.48,-8.64,-1.05,6.53,77.6,6.4,54.09,0.17,-0.17,4.54,,,,1,4,Bot,506702,1.7974530166657448,-112.37931817396591,3.988674592993572,0.0617940828293777,19.11530795537834,-39.15677530010672,3.64,1.7,R,R,77.2,2224.0,29.0,0.04,-0.48,-8.64,-1.05,6.53,77.6,6.4,54.09,0.17,-0.17,4.54,621020,605507,ATL,MIA,Standard,Strategic,633423,29,5,Curveball,2,1,1,2,0.0,0.07,2021
1246,FF,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson strikes out swinging.,1,2,1-2,12,0,0,0,0,0,0,92.6,2429.0,205.0,-0.35,4.199999999999999,11.16,-1.0,6.53,93.5,6.5,54.04,-0.24,0.24,4.09,,,,1,4,Bot,506702,3.936576046207604,-134.92416914362772,-2.5320621609016345,-5.084164744525327,25.88109287197547,-20.41935086920818,3.56,1.56,R,R,92.6,2429.0,205.0,-0.35,4.199999999999999,11.16,-1.0,6.53,93.5,6.5,54.04,-0.24,0.24,4.09,621020,605507,ATL,MIA,Standard,Strategic,633423,29,4,4-Seam Fastball,2,1,1,2,0.0,0.028,2021
1247,FF,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson strikes out swinging.,0,2,0-2,12,0,0,0,0,0,0,91.8,2458.0,204.0,-0.21,2.52,13.200000000000001,-0.93,6.61,92.8,6.5,53.95,-1.52,1.52,4.19,,,,1,4,Bot,506702,6.664693720690893,-133.69072784148932,-2.7244734145619978,-3.764812961069525,25.12960222461954,-18.557100832528505,3.62,1.69,R,R,91.8,2458.0,204.0,-0.21,2.52,13.200000000000001,-0.93,6.61,92.8,6.5,53.95,-1.52,1.52,4.19,621020,605507,ATL,MIA,Standard,Strategic,633423,29,3,4-Seam Fastball,2,1,1,2,0.0,0.013,2021
1248,CH,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,swinging_strike,Dansby Swanson strikes out swinging.,0,1,0-1,8,1,1,0,0,0,0,85.8,1720.0,221.0,-1.25,15.0,2.52,-1.13,6.37,86.2,6.7,53.84,-0.18,0.18,1.65,,,,1,4,Bot,506702,5.657574257741389,-124.79026932989127,-5.318594259079535,-14.185054295719013,25.74928740163145,-29.120339892799645,3.41,1.56,R,R,85.8,1720.0,221.0,-1.25,15.0,2.52,-1.13,6.37,86.2,6.7,53.84,-0.18,0.18,1.65,621020,605507,ATL,MIA,Standard,Strategic,633423,29,2,Changeup,2,1,1,2,0.0,-0.035,2021
1249,CH,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,swinging_strike,Dansby Swanson strikes out swinging.,0,0,0-0,14,1,1,0,1,0,1,84.4,1634.0,223.0,-1.13,13.559999999999999,0.96,-1.18,6.35,85.2,6.8,53.69,-0.38,0.38,1.33,,,,1,4,Bot,506702,5.927626521837511,-122.71902937309396,-5.51312579804398,-12.611422389119598,24.18254896180628,-30.419713376099885,3.41,1.56,R,R,84.4,1634.0,223.0,-1.13,13.559999999999999,0.96,-1.18,6.35,85.2,6.8,53.69,-0.38,0.38,1.33,621020,605507,ATL,MIA,Standard,Strategic,633423,29,1,Changeup,2,1,1,2,0.0,-0.027,2021
1250,FC,2021-07-04,"Swanson, Dansby",100.8,4.0,81.0,69.09,142.91,0.586,0.559,1.25,1.0,1.0,1.0,4.0,X,7.0,ground_ball,double,hit_into_play,Dansby Swanson doubles (16) on a sharp ground ball to left fielder Jesus Sanchez.,1,0,1-0,2,1,0,0,0,0,0,87.3,2539.0,159.0,0.12,-1.44,7.32,-1.16,6.53,87.4,6.3,54.17,0.07,-0.07,3.13,,,,1,2,Bot,506702,2.3907288867855296,-127.19570122188712,-3.315004444153063,0.7576482261503438,26.26860089712576,-25.109404385186,3.41,1.56,R,R,87.3,2539.0,159.0,0.12,-1.44,7.32,-1.16,6.53,87.4,6.3,54.17,0.07,-0.07,3.13,621020,605507,ATL,MIA,Standard,Strategic,633423,11,2,Cutter,0,0,0,0,0.044,0.384,2021
1251,FC,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson doubles (16) on a sharp ground ball to left fielder Jesus Sanchez.,0,0,0-0,2,0,0,0,0,0,0,88.4,2491.0,181.0,0.13,-1.56,7.68,-1.24,6.54,88.8,6.3,54.15,0.17,-0.17,3.65,,,,1,2,Bot,506702,2.341656892135397,-128.79815721750262,-2.3557131567587546,1.0133979971641391,25.205668817826137,-24.75234764993028,3.55,1.57,R,R,88.4,2491.0,181.0,0.13,-1.56,7.68,-1.24,6.54,88.8,6.3,54.15,0.17,-0.17,3.65,621020,605507,ATL,MIA,Standard,Strategic,633423,11,1,Cutter,0,0,0,0,0.0,0.026,2021
1252,SL,2021-07-04,"Swanson, Dansby",76.4,2.0,48.0,108.62,154.94,0.157,0.141,0.0,1.0,0.0,0.0,2.0,X,6.0,ground_ball,out,hit_into_play,"Dansby Swanson grounds into a force out, shortstop Miguel Rojas to second baseman Jazz Chisholm Jr.  Austin Riley out at 2nd.    Dansby Swanson to 1st.",2,2,2-2,6,1,0,0,0,0,0,92.1,2635.0,154.0,0.23,-2.7600000000000002,5.16,-2.79,5.09,91.8,5.9,54.65,-0.7,0.7,2.3,,,663586.0,0,9,Bot,506702,8.30069465376443,-134.0522410221771,-2.2512904567956804,1.1684194466923024,25.42095388340985,-26.669018285529106,3.41,1.56,R,R,92.1,2635.0,154.0,0.23,-2.7600000000000002,5.16,-2.79,5.09,91.8,5.9,54.65,-0.7,0.7,2.3,621020,554340,ATL,MIA,Infield shift,Standard,633423,73,6,Slider,3,7,7,3,-0.02,-0.445,2021
1253,FF,2021-07-04,"Swanson, Dansby",93.4,63.0,172.0,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds into a force out, shortstop Miguel Rojas to second baseman Jazz Chisholm Jr.  Austin Riley out at 2nd.    Dansby Swanson to 1st.",2,2,2-2,5,1,0,0,0,0,0,97.0,2568.0,227.0,-0.75,9.0,11.76,-2.79,4.93,96.9,6.1,54.43,0.24,-0.24,2.62,,,663586.0,0,9,Bot,506702,8.498323379437371,-141.0589688202363,-2.92104616338012,-11.897528344211134,29.10308988902274,-18.53460101765032,3.41,1.56,R,R,97.0,2568.0,227.0,-0.75,9.0,11.76,-2.79,4.93,96.9,6.1,54.43,0.24,-0.24,2.62,621020,554340,ATL,MIA,Infield shift,Standard,633423,73,5,4-Seam Fastball,3,7,7,3,0.0,0.0,2021
1254,SL,2021-07-04,"Swanson, Dansby",87.4,0.0,47.0,,,,,,,,,,S,,,,foul,"Dansby Swanson grounds into a force out, shortstop Miguel Rojas to second baseman Jazz Chisholm Jr.  Austin Riley out at 2nd.    Dansby Swanson to 1st.",2,1,2-1,4,1,0,0,0,0,0,90.7,2561.0,200.0,0.31,-3.7199999999999998,7.800000000000001,-2.84,5.06,90.5,6.0,54.49,0.31,-0.31,2.8,,,663586.0,0,9,Bot,506702,5.634731800847191,-132.07385295393706,-1.1777423869094337,2.5521920696809897,26.85237765822252,-24.45403379205111,3.41,1.56,R,R,90.7,2561.0,200.0,0.31,-3.7199999999999998,7.800000000000001,-2.84,5.06,90.5,6.0,54.49,0.31,-0.31,2.8,621020,554340,ATL,MIA,Standard,Standard,633423,73,4,Slider,3,7,7,3,0.0,-0.109,2021
1255,SL,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds into a force out, shortstop Miguel Rojas to second baseman Jazz Chisholm Jr.  Austin Riley out at 2nd.    Dansby Swanson to 1st.",1,1,1-1,3,0,0,0,0,0,0,91.1,2517.0,178.0,0.35,-4.199999999999999,8.28,-2.84,5.15,90.6,5.9,54.57,-0.41,0.41,3.6,,,663586.0,0,9,Bot,506702,7.341401230408501,-132.48700719490827,0.5110005165061754,2.6059469519090244,27.45930279672121,-24.326785449284525,3.55,1.64,R,R,91.1,2517.0,178.0,0.35,-4.199999999999999,8.28,-2.84,5.15,90.6,5.9,54.57,-0.41,0.41,3.6,621020,554340,ATL,MIA,Standard,Standard,633423,73,3,Slider,3,7,7,3,0.0,0.076,2021
1256,SL,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,"Dansby Swanson grounds into a force out, shortstop Miguel Rojas to second baseman Jazz Chisholm Jr.  Austin Riley out at 2nd.    Dansby Swanson to 1st.",0,1,0-1,3,0,0,0,0,0,0,91.8,2617.0,187.0,0.26,-3.12,6.36,-2.87,5.04,91.6,5.9,54.63,-0.36,0.36,3.31,,,663586.0,0,9,Bot,506702,7.563776292385806,-133.67494100359465,0.2616552483672476,1.7441039104877445,25.47906518395608,-26.0642888717669,3.52,1.58,R,R,91.8,2617.0,187.0,0.26,-3.12,6.36,-2.87,5.04,91.6,5.9,54.63,-0.36,0.36,3.31,621020,554340,ATL,MIA,Standard,Standard,633423,73,2,Slider,3,7,7,3,0.0,0.039,2021
1257,CU,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,S,,,,called_strike,"Dansby Swanson grounds into a force out, shortstop Miguel Rojas to second baseman Jazz Chisholm Jr.  Austin Riley out at 2nd.    Dansby Swanson to 1st.",0,0,0-0,1,1,0,1,0,1,0,86.2,2569.0,103.0,0.53,-6.36,-1.6800000000000002,-3.08,5.14,85.5,5.7,54.82,0.75,-0.75,3.28,,,663586.0,0,9,Bot,506702,4.427976767316424,-125.48409021288474,2.006848996722685,4.753338379489568,23.714750315813543,-34.20503442790689,3.58,1.62,R,R,86.2,2569.0,103.0,0.53,-6.36,-1.6800000000000002,-3.08,5.14,85.5,5.7,54.82,0.75,-0.75,3.28,621020,554340,ATL,MIA,Standard,Standard,633423,73,1,Curveball,3,7,7,3,0.0,-0.057,2021
1258,SL,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Anthony Bass intentionally walks Dansby Swanson.,1,0,1-0,14,0,0,0,0,0,0,86.8,2156.0,68.0,0.4,-4.800000000000001,-1.56,-0.74,5.76,86.8,6.3,54.16,-0.84,0.84,0.0,,663586.0,,0,10,Bot,506702,2.975069816486722,-126.21373852374522,-7.315358743055171,3.635552973842605,26.036127770533568,-32.21909759700139,3.6,1.6,R,R,86.8,2156.0,68.0,0.4,-4.800000000000001,-1.56,-0.74,5.76,86.8,6.3,54.16,-0.84,0.84,0.0,621020,542914,ATL,MIA,Standard,Standard,633423,85,2,Slider,7,7,7,7,0.0,0.071,2021
1259,SL,2021-07-04,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Anthony Bass intentionally walks Dansby Swanson.,0,0,0-0,14,0,0,0,0,0,0,86.8,2267.0,74.0,0.42,-5.04,-1.08,-0.6,5.84,86.9,6.3,54.16,-2.15,2.15,0.63,,663586.0,,0,10,Bot,506702,5.71398392423506,-126.26595929334344,-6.106664124214814,3.3363884598444296,25.160680867440053,-32.12894727198245,3.65,1.62,R,R,86.8,2267.0,74.0,0.42,-5.04,-1.08,-0.6,5.84,86.9,6.3,54.16,-2.15,2.15,0.63,621020,542914,ATL,MIA,Standard,Standard,633423,85,1,Slider,7,7,7,7,0.0,0.054,2021
1260,SI,2021-07-03,"Swanson, Dansby",98.4,-10.0,12.0,107.2,158.26,0.303,0.312,0.9,1.0,1.0,0.0,2.0,X,7.0,ground_ball,single,hit_into_play,Dansby Swanson singles on a ground ball to left fielder Jesus Sanchez.,3,2,3-2,5,1,0,0,0,0,0,100.8,2316.0,223.0,-1.26,15.120000000000001,7.08,-2.02,5.93,100.6,6.1,54.42,0.13,-0.13,2.23,,,,0,6,Bot,595751,8.211971182618218,-146.55633685732178,-6.38846047984868,-20.10679621928401,32.5017595360605,-22.29486253535446,3.41,1.56,R,R,100.8,2316.0,223.0,-1.26,15.120000000000001,7.08,-2.02,5.93,100.6,6.1,54.42,0.13,-0.13,2.23,621020,645261,ATL,MIA,Standard,Standard,633416,48,8,Sinker,1,3,3,1,0.059,0.327,2021
1261,SL,2021-07-03,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson singles on a ground ball to left fielder Jesus Sanchez.,2,2,2-2,14,0,0,0,0,0,0,94.7,2351.0,230.0,-0.77,9.24,1.56,-2.13,5.83,94.1,6.2,54.29,-0.82,0.82,-0.46,,,,0,6,Bot,595751,9.371817272791274,-137.2645949824017,-10.934212193451447,-11.876927099004076,31.46723291001845,-28.18093124629864,3.32,1.57,R,R,94.7,2351.0,230.0,-0.77,9.24,1.56,-2.13,5.83,94.1,6.2,54.29,-0.82,0.82,-0.46,621020,645261,ATL,MIA,Standard,Standard,633416,48,7,Slider,1,3,3,1,0.0,0.101,2021
1262,SI,2021-07-03,"Swanson, Dansby",82.9,22.0,232.0,,,,,,,,,,S,,,,foul,Dansby Swanson singles on a ground ball to left fielder Jesus Sanchez.,2,2,2-2,5,1,0,0,0,0,0,100.6,2229.0,232.0,-1.14,13.68,5.16,-2.3,5.95,100.4,6.0,54.53,-0.26,0.26,2.23,,,,0,6,Bot,595751,9.707548371901671,-146.1991271801803,-6.008677265315352,-18.544495900490343,30.32364785748862,-24.83021913323361,3.41,1.56,R,R,100.6,2229.0,232.0,-1.14,13.68,5.16,-2.3,5.95,100.4,6.0,54.53,-0.26,0.26,2.23,621020,645261,ATL,MIA,Standard,Standard,633416,48,6,Sinker,1,3,3,1,0.0,0.0,2021
1263,SI,2021-07-03,"Swanson, Dansby",76.1,49.0,229.0,,,,,,,,,,S,,,,foul,Dansby Swanson singles on a ground ball to left fielder Jesus Sanchez.,2,2,2-2,4,1,0,0,0,0,0,100.2,2080.0,230.0,-1.31,15.72,4.5600000000000005,-2.26,5.96,100.0,6.0,54.48,0.48,-0.48,2.56,,,,0,6,Bot,595751,7.980577598800605,-145.75062956263812,-4.961394214923336,-20.578379825299532,31.24488060090686,-25.77148102494233,3.41,1.56,R,R,100.2,2080.0,230.0,-1.31,15.72,4.5600000000000005,-2.26,5.96,100.0,6.0,54.48,0.48,-0.48,2.56,621020,645261,ATL,MIA,Strategic,Standard,633416,48,5,Sinker,1,3,3,1,0.0,0.0,2021
1264,SI,2021-07-03,"Swanson, Dansby",,,,,,,,,,,,,B,,,,ball,Dansby Swanson singles on a ground ball to left fielder Jesus Sanchez.,1,2,1-2,11,0,0,0,0,0,0,100.0,2199.0,230.0,-1.24,14.879999999999999,4.5600000000000005,-2.17,5.94,100.1,6.0,54.51,1.03,-1.03,3.07,,,,0,6,Bot,595751,6.046617243844691,-145.673588140115,-3.512851711320147,-19.027599582474824,29.863222723276127,-26.147525387365004,3.34,1.63,R,R,100.0,2199.0,230.0,-1.24,14.879999999999999,4.5600000000000005,-2.17,5.94,100.1,6.0,54.51,1.03,-1.03,3.07,621020,645261,ATL,MIA,Strategic,Standard,633416,48,4,Sinker,1,3,3,1,0.0,0.043,2021
1265,SL,2021-07-03,"Swanson, Dansby",,,,,,,,,,,,,S,,,,foul,Dansby Swanson singles on a ground ball to left fielder Jesus Sanchez.,1,1,1-1,5,1,0,0,0,0,0,91.2,2220.0,120.0,-0.05,0.6000000000000001,2.7600000000000002,-2.3,5.91,91.1,6.1,54.39,0.09,-0.09,2.48,,,,0,6,Bot,595751,5.632520833812198,-132.76538361948303,-3.2415664424189266,-1.7057910502008922,27.018751761457967,-28.985535353012565,3.41,1.56,R,R,91.2,2220.0,120.0,-0.05,0.6000000000000001,2.7600000000000002,-2.3,5.91,91.1,6.1,54.39,0.09,-0.09,2.48,621020,645261,ATL,MIA,Infield shift,Standard,633416,48,3,Slider,1,3,3,1,0.0,-0.057,2021
